fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3001000000,439000000,9458000000,215122523,2.041,0.046,0.099,0.023,-0.021
2022-06-30,2778000000,301000000,9515000000,215478025,1.397,0.032,0.106,-0.02,-0.377
2022-03-31,2711000000,323000000,8602000000,207897379,1.554,0.038,0.125,-0.09,-0.4
2021-12-31,2818000000,446000000,8600000000,207465632,2.15,0.052,0.247,0.429,-0.053
2021-09-30,2730000000,429000000,8245000000,205738821,2.085,0.052,0.287,1.053,0.362
2021-06-30,2511000000,307000000,7863000000,136948422,2.242,0.039,0.338,0.785,0.786
2021-03-31,2409000000,355000000,7592000000,137155669,2.588,0.047,0.141,1.101,1.095
2020-12-31,2260000000,312000000,7363000000,137378992,2.271,0.042,0.097,0.164,0.177
2020-09-30,2121000000,209000000,7114000000,136556559,1.531,0.029,0.017,-0.211,-0.204
2020-06-30,1876000000,172000000,6965000000,137025724,1.255,0.025,-0.062,-0.336,-0.323
2020-03-31,2111000000,169000000,6798000000,136787387,1.235,0.025,,,
2019-12-31,2060000000,268000000,6842000000,138937307,1.929,0.039,,,
2019-09-30,2085000000,265000000,6581000000,137841952,1.922,0.04,,,
2019-06-30,2000000000,259000000,6502000000,139666546,1.854,0.04,,,
2022-09-30,11308000000,1509000000,9458000000,215122523,7.015,0.16,0.141,0.076,0.029
2021-09-30,9910000000,1403000000,8245000000,205738821,6.819,0.17,0.213,0.715,0.138
2020-09-30,8168000000,818000000,7114000000,136556559,5.99,0.115,0.018,-0.209,-0.201
2019-09-30,8023000000,1034000000,6581000000,137841952,7.501,0.157,,,
