fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1197200000,165700000,3759000000,122400000,1.354,0.044,0.008,-0.193,-0.196
2022-06-30,1275100000,200600000,3805000000,122400000,1.639,0.053,0.063,-0.067,-0.072
2022-03-31,1323500000,221800000,3834100000,122300000,1.814,0.058,0.125,0.1,0.095
2021-12-31,1212100000,122100000,3584400000,122100000,1.0,0.034,0.084,0.639,0.635
2021-09-30,1187900000,205400000,3539200000,122000000,1.684,0.058,0.152,-0.101,-0.104
2021-06-30,1199900000,215100000,3460500000,121800000,1.766,0.062,0.268,1.147,1.141
2021-03-31,1176000000,201600000,3318000000,121700000,1.657,0.061,0.268,0.725,0.72
2020-12-31,1118500000,74500000,3168400000,121800000,0.612,0.024,0.235,3.715,3.692
2020-09-30,1030900000,228500000,2929000000,121600000,1.879,0.078,0.216,1.727,1.716
2020-06-30,946200000,100200000,2694100000,121500000,0.825,0.037,0.11,0.442,0.435
2020-03-31,927200000,116900000,2386500000,121400000,0.963,0.049,,,
2019-12-31,905800000,15800000,2578600000,121200000,0.13,0.006,,,
2019-09-30,847700000,83800000,2515800000,121100000,0.692,0.033,,,
2019-06-30,852400000,69500000,2543400000,120900000,0.575,0.027,,,
2021-12-31,4775900000,744200000,3584400000,122100000,6.095,0.208,0.2,0.431,0.427
2020-12-31,3978400000,520100000,3168400000,121800000,4.27,0.164,0.173,2.354,2.347
2019-12-31,3392900000,-384100000,2578600000,121200000,-3.169,-0.149,0.026,-2.237,-2.231
2018-12-31,3307000000,310500000,3107800000,120600000,2.575,0.1,,,
