fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,4820000000,1596000000,24152000000,623868000,2.558,0.066,-0.08,0.797,0.91
2022-06-30,5400000000,1388000000,26387000000,634526000,2.187,0.053,-0.029,0.256,0.33
2022-03-31,5272000000,1032000000,29527000000,645349000,1.599,0.035,-0.102,-0.202,-0.158
2021-12-31,5436000000,1039000000,33253000000,652132000,1.593,0.031,-0.081,0.091,0.159
2021-09-30,5237000000,888000000,33552000000,662817000,1.34,0.026,-0.076,-0.638,-0.616
2021-06-30,5564000000,1105000000,33735000000,671990000,1.644,0.033,0.029,0.373,0.458
2021-03-31,5869000000,1293000000,32103000000,680707000,1.899,0.04,0.137,1.284,1.411
2020-12-31,5913000000,952000000,33559000000,692454000,1.375,0.028,0.055,0.219,0.279
2020-09-30,5665000000,2456000000,32479000000,703574000,3.491,0.076,0.023,2.161,2.303
2020-06-30,5407000000,805000000,29420000000,713908000,1.128,0.027,-0.019,-0.015,0.022
2020-03-31,5162000000,566000000,26402000000,718382000,0.788,0.021,,,
2019-12-31,5603000000,781000000,28959000000,726793000,1.075,0.027,,,
2019-09-30,5536000000,777000000,29438000000,735130000,1.057,0.026,,,
2019-06-30,5511000000,817000000,28241000000,740465000,1.103,0.029,,,
2021-12-31,22106000000,4325000000,33253000000,652132000,6.632,0.13,-0.002,-0.095,-0.039
2020-12-31,22147000000,4778000000,33559000000,692454000,6.9,0.142,-0.007,0.446,0.518
2019-12-31,22307000000,3304000000,28959000000,726793000,4.546,0.114,0.025,0.132,0.176
2018-12-31,21758000000,2920000000,23462000000,755286000,3.866,0.124,,,
