fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1315786000,539872000,3021525000,327286003,1.65,0.179,0.015,-0.207,-0.204
2022-06-30,1279842000,497577000,3071332000,328444627,1.515,0.162,0.02,-0.195,-0.195
2022-03-31,1295922000,427464000,3255647000,328606352,1.301,0.131,0.045,-0.043,-0.043
2021-12-31,1326138000,573730000,3361452000,328619248,1.746,0.171,0.172,0.835,0.767
2021-09-30,1296554000,680770000,3378098000,328619163,2.072,0.202,0.222,3.639,3.318
2021-06-30,1254146000,618091000,3231798000,328594136,1.881,0.191,0.181,1.423,1.256
2021-03-31,1239951000,446694000,3064233000,328514497,1.36,0.146,-0.084,0.019,-0.049
2020-12-31,1131429000,312726000,3039472000,316595345,0.988,0.103,-0.24,-0.47,-0.464
2020-09-30,1060674000,146760000,1752851000,305913431,0.48,0.084,-0.251,-0.731,-0.718
2020-06-30,1062041000,255047000,2029340000,305882326,0.834,0.126,-0.24,-0.486,-0.461
2020-03-31,1353360000,438439000,2181599000,306504084,1.43,0.201,,,
2019-12-31,1488615000,590416000,2526398000,320443256,1.842,0.234,,,
2019-09-30,1416554000,545088000,2672529000,320443256,1.701,0.204,,,
2019-06-30,1397186000,496158000,2919665000,320443256,1.548,0.17,,,
2021-12-31,5116789000,2249631000,3361452000,328619248,6.846,0.669,0.111,1.022,0.948
2020-12-31,4607503000,1112564000,3039472000,316595345,3.514,0.366,-0.199,-0.471,-0.464
2019-12-31,5755189000,2101584000,2526398000,320443256,6.558,0.832,0.019,-0.139,-0.139
2018-12-31,5645288000,2440058000,3296681000,320419571,7.615,0.74,,,
