fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3104000000,262000000,5262000000,270100000,0.97,0.05,-0.059,-0.077,-0.002
2022-06-30,3341000000,420000000,5590000000,276600000,1.518,0.075,-0.027,0.377,0.475
2022-03-31,3348000000,273000000,5784000000,284700000,0.959,0.047,0.056,0.026,0.09
2021-12-31,3185993000,236281000,5772000000,287015364,0.823,0.041,0.079,0.305,0.381
2021-09-30,3297000000,284000000,5901809000,292243742,0.972,0.048,0.082,0.468,0.529
2021-06-30,3435000000,305000000,5877924000,296287913,1.029,0.052,0.308,1.568,1.635
2021-03-31,3171000000,266000000,5842626000,302370072,0.88,0.046,0.057,0.833,0.842
2020-12-31,2953888000,181012000,5655718000,303553000,0.596,0.032,-0.019,0.289,0.303
2020-09-30,3047684000,193483000,5388188000,304334136,0.636,0.036,-0.032,0.271,0.279
2020-06-30,2626323000,118792000,5118506000,304034241,0.391,0.023,-0.191,-0.211,-0.196
2020-03-31,3000935000,145136000,4957835000,303943144,0.478,0.029,,,
2019-12-31,3009860000,140388000,5008876000,306731328,0.458,0.028,,,
2019-09-30,3147773000,152263000,4817767000,306402419,0.497,0.032,,,
2019-06-30,3248173000,150561000,4840489000,309695052,0.486,0.031,,,
2021-12-31,13088504000,1090873000,5772000000,287015364,3.801,0.189,0.126,0.709,0.807
2020-12-31,11628830000,638423000,5655718000,303553000,2.103,0.113,-0.07,0.18,0.192
2019-12-31,12506109000,541260000,5008876000,306731328,1.765,0.108,0.053,0.127,0.162
2018-12-31,11876674000,480118000,4782298000,316146114,1.519,0.1,,,
