fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-10-28,23170000000,154000000,305000000,611000000,0.252,0.505,0.021,-0.919,-0.909
2022-07-29,27207000000,2992000000,316000000,631000000,4.742,9.468,-0.005,-0.009,0.098
2022-04-29,23417000000,2333000000,326000000,652000000,3.578,7.156,-0.033,0.005,0.102
2022-01-28,21113000000,1207000000,335000000,670000000,1.801,3.603,0.05,0.234,0.347
2021-10-29,22694000000,1896000000,343000000,686000000,2.764,5.528,0.08,1.74,2.003
2021-07-30,27350000000,3018000000,350000000,699000000,4.318,8.623,0.01,0.067,0.154
2021-04-30,24208000000,2321000000,445000000,715000000,3.246,5.216,0.244,0.736,0.833
2021-01-29,20101000000,978000000,1437000000,731000000,1.338,0.681,0.269,0.918,1.002
2020-10-30,21022000000,692000000,4073000000,752000000,0.92,0.17,0.222,-0.34,-0.326
2020-07-31,27075000000,2828000000,4356000000,756000000,3.741,0.649,0.301,0.687,0.732
2020-05-01,19465000000,1337000000,1716000000,755000000,1.771,0.779,,,
2020-01-31,15843000000,510000000,1972000000,763000000,0.668,0.259,,,
2019-11-01,17206000000,1049000000,2458000000,768000000,1.366,0.427,,,
2019-08-02,20810000000,1676000000,2640000000,776000000,2.16,0.635,,,
2022-01-28,95365000000,8442000000,335000000,670000000,12.6,25.2,0.088,0.447,0.579
2021-01-29,87665000000,5835000000,1437000000,731000000,7.982,4.061,0.227,0.363,0.423
2020-01-31,71430000000,4281000000,1972000000,763000000,5.611,2.171,0.01,0.85,0.942
2019-02-01,70718000000,2314000000,3644000000,801000000,2.889,0.635,,,
