fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5500000000,2020000000,37041000000,1887000000,1.07,0.055,0.204,0.324,0.324
2022-06-30,5093000000,1793000000,44513000000,1896000000,0.946,0.04,0.125,0.417,0.41
2022-03-31,4672000000,1402000000,48098000000,1894000000,0.74,0.029,-0.009,-0.055,-0.061
2021-12-31,4708000000,1580000000,56261000000,1893000000,0.835,0.028,0.127,0.392,0.359
2021-09-30,4570000000,1526000000,57442000000,1888000000,0.808,0.027,0.867,1.186,0.493
2021-06-30,4527000000,1265000000,57450000000,1886000000,0.671,0.022,0.848,0.885,0.287
2021-03-31,4715000000,1484000000,55594000000,1882000000,0.789,0.027,0.802,0.867,0.277
2020-12-31,4176000000,1135000000,56060000000,1848000000,0.614,0.02,0.602,0.332,-0.074
2020-09-30,2448000000,698000000,31331000000,1289000000,0.542,0.022,-0.097,-0.266,-0.26
2020-06-30,2450000000,671000000,30815000000,1288000000,0.521,0.022,-0.086,-0.284,-0.262
2020-03-31,2617000000,795000000,26270000000,1287000000,0.618,0.03,,,
2019-12-31,2606000000,852000000,21745000000,1284000000,0.664,0.039,,,
2019-09-30,2711000000,951000000,21354000000,1300000000,0.732,0.045,,,
2019-06-30,2681000000,937000000,21320000000,1328000000,0.706,0.044,,,
2021-12-31,18520000000,5855000000,56261000000,1893000000,3.093,0.104,0.584,0.775,0.733
2020-12-31,11691000000,3299000000,56060000000,1848000000,1.785,0.059,0.09,-0.109,-0.381
2019-12-31,10721000000,3704000000,21745000000,1284000000,2.885,0.17,0.058,0.056,0.105
2018-12-31,10132000000,3507000000,20670000000,1343000000,2.611,0.17,,,
