fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,16577000000,2632000000,101011000000,1694051265,1.554,0.026,0.102,-0.29,-0.246
2022-06-30,14462000000,2495000000,101596000000,1723083208,1.448,0.025,-0.043,-0.289,-0.243
2022-03-31,15235000000,3666000000,102901000000,1756153374,2.088,0.036,-0.055,-0.11,-0.053
2021-12-31,14846000000,3696000000,105441000000,1772000000,2.086,0.035,0.059,0.092,0.115
2021-09-30,15041000000,3707000000,105903000000,1798908848,2.061,0.035,0.224,0.364,0.196
2021-06-30,15106000000,3511000000,106870000000,1834370291,1.914,0.033,0.048,0.099,-0.056
2021-03-31,16128000000,4120000000,106259000000,1868925320,2.204,0.039,0.352,1.426,1.045
2020-12-31,14014000000,3385000000,101781000000,1809624144,1.871,0.033,0.048,0.512,0.332
2020-09-30,12291000000,2717000000,88394000000,1576447988,1.723,0.031,-0.066,0.25,0.288
2020-06-30,14418000000,3196000000,86645000000,1576105281,2.028,0.037,0.051,0.452,0.528
2020-03-31,11926000000,1698000000,85860000000,1575500507,1.078,0.02,,,
2019-12-31,13376000000,2239000000,81549000000,1594000000,1.405,0.027,,,
2019-09-30,13164000000,2173000000,82382000000,1623587078,1.338,0.026,,,
2019-06-30,13721000000,2201000000,81724000000,1658805108,1.327,0.027,,,
2021-12-31,61121000000,15034000000,105441000000,1772000000,8.484,0.143,0.162,0.367,0.396
2020-12-31,52606000000,10996000000,101781000000,1809624144,6.076,0.108,-0.025,0.216,0.071
2019-12-31,53942000000,9042000000,81549000000,1594000000,5.673,0.111,0.075,0.034,0.102
2018-12-31,50193000000,8748000000,80246000000,1699828943,5.146,0.109,,,
