fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,8779000000,1273000000,37628000000,497186000,2.56,0.034,0.146,0.3,0.347
2022-06-30,8452000000,372000000,39674000000,501034000,0.742,0.009,0.117,-0.558,-0.542
2022-03-31,8211000000,1174000000,42963000000,507152000,2.315,0.027,0.137,0.198,0.234
2021-12-31,8145000000,1026000000,44035000000,508680879,2.017,0.023,0.152,0.332,0.371
2021-09-30,7660000000,979000000,44323000000,515169000,1.9,0.022,0.124,0.399,0.427
2021-06-30,7566000000,841000000,45777000000,518950000,1.621,0.018,0.186,0.836,0.859
2021-03-31,7223000000,980000000,46210000000,522459000,1.876,0.021,0.072,0.71,0.739
2020-12-31,7069000000,770000000,47317000000,523294529,1.471,0.016,-0.002,0.507,0.539
2020-09-30,6817000000,700000000,46175000000,525694000,1.332,0.015,-0.048,-0.048,-0.022
2020-06-30,6377000000,458000000,45537000000,525510000,0.872,0.01,-0.115,-0.123,-0.094
2020-03-31,6739000000,573000000,44776000000,531215000,1.079,0.013,,,
2019-12-31,7080000000,511000000,49074000000,534380544,0.956,0.01,,,
2019-09-30,7164000000,735000000,48953000000,539753000,1.362,0.015,,,
2019-06-30,7204000000,522000000,50564000000,542561000,0.962,0.01,,,
2021-12-31,30594000000,3826000000,44035000000,508680879,7.521,0.087,0.135,0.53,0.574
2020-12-31,26960000000,2501000000,47317000000,523294529,4.779,0.053,-0.042,0.095,0.118
2019-12-31,28135000000,2285000000,49074000000,534380544,4.276,0.047,0.563,-0.478,-0.466
2018-12-31,17996000000,4381000000,51596000000,547241630,8.006,0.085,,,
