fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,953200000,118700000,4876200000,250279000,0.474,0.024,-0.276,-0.639,-0.632
2022-06-30,1002700000,228400000,4997900000,250756000,0.911,0.046,-0.142,-0.148,-0.129
2022-03-31,1435700000,455700000,4792700000,251574000,1.811,0.095,-0.066,-0.264,-0.244
2021-12-31,1471100000,499200000,4519100000,253499000,1.969,0.11,-0.086,-0.236,-0.221
2021-09-30,1316600000,328800000,4218600000,254877000,1.29,0.078,-0.023,-0.334,-0.321
2021-06-30,1168300000,268100000,3877100000,256230000,1.046,0.069,0.42,0.966,0.993
2021-03-31,1537600000,619400000,3794400000,258473000,2.396,0.163,1.034,5.534,5.654
2020-12-31,1609800000,653400000,3267900000,258605000,2.527,0.2,0.893,0.694,0.754
2020-09-30,1347000000,493500000,2705200000,259907000,1.899,0.182,0.556,4.996,5.134
2020-06-30,822900000,136400000,2255100000,259870000,0.525,0.06,-0.035,0.453,0.503
2020-03-31,756100000,94800000,2086100000,263238000,0.36,0.045,,,
2019-12-31,850500000,385800000,2250800000,267893000,1.44,0.171,,,
2019-09-30,865800000,-123500000,2115700000,268894000,-0.459,-0.058,,,
2019-06-30,852400000,93900000,2216500000,268932000,0.349,0.042,,,
2022-09-30,4862800000,1302000000,4876200000,250279000,5.202,0.267,-0.137,-0.304,-0.292
2021-09-30,5632300000,1871500000,4218600000,254877000,7.343,0.444,0.491,0.678,0.711
2020-09-30,3776400000,1115200000,2705200000,259907000,4.291,0.412,0.121,6.477,6.667
2019-09-30,3367300000,-203600000,2115700000,268894000,-0.757,-0.096,,,
