fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3606100000,352800000,10092200000,89600000,3.938,0.035,-0.112,-0.399,-0.358
2022-06-30,3696900000,358600000,10400700000,91000000,3.941,0.034,-0.037,-0.233,-0.185
2022-03-31,3899600000,491600000,10721100000,95800000,5.132,0.046,-0.063,-0.361,-0.348
2021-12-31,4056100000,553000000,10273400000,97500000,5.672,0.054,-0.097,-0.411,-0.411
2021-09-30,4062600000,587300000,10601400000,95800000,6.13,0.055,0.043,-0.165,-0.151
2021-06-30,3840700000,467400000,10322000000,96700000,4.834,0.045,0.387,1.018,1.031
2021-03-31,4161500000,769600000,10021500000,97800000,7.869,0.077,0.474,3.426,3.409
2020-12-31,4489800000,938300000,9359700000,97500000,9.624,0.1,0.52,3.132,3.119
2020-09-30,3896100000,703400000,8239100000,97400000,7.222,0.085,0.33,3.218,3.218
2020-06-30,2768800000,231600000,7352700000,97300000,2.38,0.031,-0.039,0.216,0.223
2020-03-31,2823800000,-317200000,7020100000,97100000,-3.267,-0.045,,,
2019-12-31,2953400000,227100000,7643900000,97200000,2.336,0.03,,,
2019-09-30,2928500000,-317200000,7020100000,97400000,-3.257,-0.045,,,
2019-06-30,2881700000,190400000,7144400000,97800000,1.947,0.027,,,
2021-12-31,16120900000,2377300000,10273400000,97500000,24.383,0.231,0.153,0.528,0.528
2020-12-31,13978500000,1556100000,9359700000,97500000,15.96,0.166,0.21,0.889,0.883
2019-12-31,11554800000,823800000,7643900000,97200000,8.475,0.108,0.02,-0.068,-0.051
2018-12-31,11333400000,883700000,7048300000,98900000,8.935,0.125,,,
