fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,822662000,112775000,4226651000,222454839,0.507,0.027,0.012,-0.379,-0.384
2022-06-30,911397000,161432000,4085061000,221875396,0.728,0.04,0.291,0.08,0.073
2022-03-31,733235000,37992000,3863072000,221409550,0.172,0.01,0.213,-0.29,-0.295
2021-12-31,862853000,563851000,3770004000,221084433,2.55,0.15,0.093,2.763,2.736
2021-09-30,812987000,181739000,3148657000,220885119,0.823,0.058,0.31,12.954,12.847
2021-06-30,705709000,149456000,2935861000,220424569,0.678,0.051,0.026,-0.485,-0.491
2021-03-31,604718000,53535000,2727844000,219880198,0.243,0.02,0.064,1.074,1.073
2020-12-31,789509000,149850000,2611268000,219489329,0.683,0.057,0.363,0.35,0.33
2020-09-30,620643000,-15203000,2390833000,218903097,-0.069,-0.006,0.125,-1.119,-1.117
2020-06-30,688043000,290298000,2344604000,218069218,1.331,0.124,0.298,1.756,1.716
2020-03-31,568507000,-720642000,1937721000,216952325,-3.322,-0.372,,,
2019-12-31,579389000,111005000,2598406000,216177830,0.513,0.043,,,
2019-09-30,551581000,128271000,2422527000,215373548,0.596,0.053,,,
2019-06-30,529932000,105318000,2247191000,214865720,0.49,0.047,,,
2021-12-31,2986267000,948581000,3770004000,221084433,4.291,0.252,0.12,4.208,4.185
2020-12-31,2666702000,-295697000,2611268000,219489329,-1.347,-0.113,0.235,-1.662,-1.652
2019-12-31,2158759000,446906000,2598406000,216177830,2.067,0.172,0.147,3.082,3.027
2018-12-31,1881883000,109493000,1925967000,213274660,0.513,0.057,,,
