fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2948694000,105366000,532672000,90104000,1.169,0.198,0.004,-0.594,-0.536
2022-06-30,2926757000,224809000,604784000,92206000,2.438,0.372,0.004,-0.235,-0.124
2022-03-31,2817555000,162122000,843771000,95238000,1.702,0.192,-0.001,-0.317,-0.232
2021-12-31,2943967000,187473000,755508000,97289000,1.927,0.248,0.013,0.079,0.219
2021-09-30,2938319000,259754000,1149437000,103136000,2.519,0.226,0.005,0.637,0.806
2021-06-30,2916510000,293820000,1277780000,105625000,2.782,0.23,0.013,0.457,0.683
2021-03-31,2820001000,237403000,1248106000,107078000,2.217,0.19,-0.007,-0.009,0.127
2020-12-31,2905322000,173773000,1383566000,109933000,1.581,0.126,0.002,-0.29,-0.188
2020-09-30,2924066000,158674000,1574757000,113781317,1.395,0.101,0.007,0.108,0.303
2020-06-30,2879979000,201602000,2153915000,121984334,1.653,0.094,0.013,-0.263,-0.006
2020-03-31,2841237000,239593000,1947846000,121804880,1.967,0.123,,,
2019-12-31,2898584000,244871000,2133409000,125842853,1.946,0.115,,,
2019-09-30,2904078000,143270000,2318576000,133888864,1.07,0.062,,,
2019-06-30,2842705000,273551000,4049298000,164472913,1.663,0.068,,,
2021-12-31,11618797000,978450000,755508000,97289000,10.057,1.295,0.006,0.265,0.429
2020-12-31,11550604000,773642000,1383566000,109933000,7.037,0.559,0.014,-0.046,0.092
2019-12-31,11388479000,810981000,2133409000,125842853,6.444,0.38,-0.001,4.088,5.727
2018-12-31,11404851000,159394000,3703442000,166387307,0.958,0.043,,,
