fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3301000000,188000000,17641000000,1431600000,0.131,0.011,0.144,-0.551,-0.554
2022-06-30,3180000000,260000000,17252000000,1429700000,0.182,0.015,0.062,0.398,0.39
2022-03-31,2553000000,110000000,16735000000,1427800000,0.077,0.007,-0.046,-0.677,-0.679
2021-12-31,3070000000,95000000,16623000000,1425300000,0.067,0.006,0.175,2.532,2.535
2021-09-30,2886000000,419000000,16461000000,1423800000,0.294,0.025,0.122,3.703,3.717
2021-06-30,2993000000,186000000,15942000000,1421300000,0.131,0.012,0.565,2.265,2.256
2021-03-31,2676000000,341000000,15720000000,1418700000,0.24,0.022,0.09,30.0,29.576
2020-12-31,2613000000,-62000000,15327000000,1427800000,-0.043,-0.004,-0.07,0.722,0.728
2020-09-30,2573000000,-155000000,15564000000,1430900000,-0.108,-0.01,-0.015,-2.23,-2.198
2020-06-30,1912000000,-147000000,15616000000,1410900000,-0.104,-0.009,-0.248,-1.955,-1.941
2020-03-31,2455000000,11000000,13804000000,1399310972,0.008,0.001,,,
2019-12-31,2811000000,-223000000,13877000000,1394922641,-0.16,-0.016,,,
2019-09-30,2612000000,126000000,9698000000,1393776239,0.09,0.013,,,
2019-06-30,2542000000,154000000,9424000000,1391532660,0.111,0.016,,,
2021-12-31,11625000000,1041000000,16623000000,1425300000,0.73,0.063,0.217,13.695,13.717
2020-12-31,9552000000,-82000000,15327000000,1427800000,-0.057,-0.005,-0.077,-1.017,-1.017
2019-12-31,10348000000,4700000000,13877000000,1394922641,3.369,0.339,0.08,1.813,1.792
2018-12-31,9582000000,1671000000,8725000000,1384581760,1.207,0.192,,,
