fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,273451000,156138000,2900943000,81204286,1.923,0.054,0.106,1.996,1.869
2022-06-30,264099000,61676000,2795883000,80896804,0.762,0.022,0.14,0.335,0.283
2022-03-31,256771000,51984000,2633758000,79417472,0.655,0.02,0.177,0.078,0.054
2021-12-31,254154000,114936000,2580602000,78603305,1.462,0.045,0.158,0.213,0.184
2021-09-30,247284000,52122000,2461163000,77774645,0.67,0.021,0.188,2.842,2.792
2021-06-30,231625000,46204000,2490089000,77760588,0.594,0.019,0.314,3.397,3.277
2021-03-31,218161000,48236000,2520978000,77706466,0.621,0.019,-0.058,-0.119,-0.143
2020-12-31,219513000,94725000,2464157000,76727394,1.235,0.038,-0.082,-0.357,-0.367
2020-09-30,208197000,-28289000,2327859000,75641074,-0.374,-0.012,-0.11,-1.432,-1.431
2020-06-30,176227000,10507000,2434284000,75633140,0.139,0.004,-0.235,-0.87,-0.871
2020-03-31,231557000,54763000,2502107000,75622504,0.724,0.022,,,
2019-12-31,239149000,147355000,2535341000,75540804,1.951,0.058,,,
2019-09-30,233947000,65465000,2469928000,75494931,0.867,0.027,,,
2019-06-30,230465000,80902000,2407166000,74950197,1.079,0.034,,,
2021-12-31,951224000,261498000,2580602000,78603305,3.327,0.101,0.139,0.985,0.938
2020-12-31,835494000,131706000,2464157000,76727394,1.717,0.053,-0.107,-0.628,-0.634
2019-12-31,935788000,353866000,2535341000,75540804,4.684,0.14,0.022,0.463,0.438
2018-12-31,915436000,241907000,2345891000,74249633,3.258,0.103,,,
