fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5872100000,1981600000,16600000,734900000,2.696,119.373,-0.053,-0.078,-0.063
2022-06-30,5718400000,1188000000,16600000,737500000,1.611,71.566,-0.029,-0.465,-0.458
2022-03-31,5665600000,1104400000,16600000,742600000,1.487,66.53,0.106,-0.282,-0.278
2021-12-31,6009100000,1638800000,16600000,745700000,2.198,98.723,0.131,0.19,0.189
2021-09-30,6201300000,2149900000,16600000,747100000,2.878,129.512,0.145,0.22,0.215
2021-06-30,5887900000,2219300000,16600000,746600000,2.973,133.693,0.565,3.587,3.57
2021-03-31,5124600000,1537200000,16600000,745800000,2.061,92.602,0.087,0.389,0.387
2020-12-31,5313800000,1377200000,16600000,745200000,1.848,82.964,-0.007,-0.124,-0.119
2020-09-30,5418100000,1762600000,16600000,744500000,2.367,106.181,-0.015,0.096,0.114
2020-06-30,3761500000,483800000,16600000,743800000,0.65,29.145,-0.305,-0.681,-0.673
2020-03-31,4714400000,1106900000,16600000,744800000,1.486,66.681,,,
2019-12-31,5349000000,1572200000,16600000,749200000,2.099,94.711,,,
2019-09-30,5502300000,1607900000,16600000,756600000,2.125,96.861,,,
2019-06-30,5409800000,1516900000,16600000,761800000,1.991,91.38,,,
2021-12-31,23222900000,7545200000,16600000,745700000,10.118,454.53,0.209,0.595,0.594
2020-12-31,19207800000,4730500000,16600000,745200000,6.348,284.97,-0.101,-0.215,-0.211
2019-12-31,21364400000,6025400000,16600000,749200000,8.042,362.976,0.005,0.017,0.045
2018-12-31,21257900000,5924300000,16600000,769500000,7.699,356.886,,,
