fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,8971000000,915000000,13943000000,154093656,5.938,0.066,0.029,-0.139,-0.113
2022-06-30,8801000000,946000000,13651000000,154876753,6.108,0.069,-0.038,-0.088,-0.055
2022-03-31,8797000000,955000000,13287000000,155581611,6.138,0.072,-0.039,-0.565,-0.55
2021-12-31,8639000000,2710000000,12926000000,156284423,17.34,0.21,-0.154,7.212,7.76
2021-09-30,8720000000,1063000000,11417000000,158761485,6.696,0.093,-0.04,0.078,0.132
2021-06-30,9151000000,1037000000,11172000000,160384110,6.466,0.093,0.03,0.032,0.073
2021-03-31,9157000000,2195000000,10525000000,160960496,13.637,0.209,0.062,1.529,1.625
2020-12-31,10212000000,330000000,10579000000,166717179,1.979,0.031,0.171,1.807,1.812
2020-09-30,9083000000,986000000,10467000000,166715510,5.914,0.094,0.072,0.057,0.069
2020-06-30,8884000000,1005000000,9712000000,166708207,6.028,0.103,0.051,0.167,0.185
2020-03-31,8620000000,868000000,9062000000,167099297,5.195,0.096,,,
2019-12-31,8721000000,-409000000,8819000000,167848424,-2.437,-0.046,,,
2019-09-30,8475000000,933000000,9731000000,168701653,5.53,0.096,,,
2019-06-30,8456000000,861000000,9214000000,169305793,5.085,0.093,,,
2021-12-31,35667000000,7005000000,12926000000,156284423,44.822,0.542,-0.031,1.197,1.343
2020-12-31,36799000000,3189000000,10579000000,166717179,19.128,0.301,0.087,0.419,0.428
2019-12-31,33841000000,2248000000,8819000000,167848424,13.393,0.255,0.124,-0.304,-0.292
2018-12-31,30095000000,3229000000,8187000000,170607336,18.927,0.394,,,
