fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3078000000,225000000,6762000000,209067000,1.076,0.033,0.029,0.216,0.286
2022-06-30,3154000000,217000000,6801000000,211825000,1.024,0.032,-0.012,0.186,0.256
2022-03-31,3001000000,193000000,6917000000,215751000,0.895,0.028,0.042,0.129,0.182
2021-12-31,3322000000,207000000,6815000000,216900000,0.954,0.03,-0.094,-0.123,-0.084
2021-09-30,2990000000,185000000,6037000000,221031000,0.837,0.031,0.093,0.609,0.665
2021-06-30,3191000000,183000000,6101000000,224402000,0.816,0.03,0.291,2.989,3.021
2021-03-31,2879000000,171000000,5996000000,225898000,0.757,0.029,0.037,2.42,2.442
2020-12-31,3667000000,236000000,5845000000,226444000,1.042,0.04,-0.091,0.186,0.194
2020-09-30,2735000000,115000000,5741000000,228790000,0.503,0.02,-0.161,-0.477,-0.479
2020-06-30,2472000000,-92000000,5527000000,227953000,-0.404,-0.017,-0.234,-1.424,-1.428
2020-03-31,2777000000,50000000,5534000000,227379000,0.22,0.009,,,
2019-12-31,4035000000,199000000,5518000000,227956000,0.873,0.036,,,
2019-09-30,3259000000,220000000,5452000000,228235000,0.964,0.04,,,
2019-06-30,3227000000,217000000,5336000000,230058000,0.943,0.041,,,
2021-12-31,12382000000,746000000,6815000000,216900000,3.439,0.109,0.063,1.414,1.52
2020-12-31,11651000000,309000000,5845000000,226444000,1.365,0.053,-0.145,-0.621,-0.618
2019-12-31,13630000000,815000000,5518000000,227956000,3.575,0.148,-0.024,-0.333,-0.311
2018-12-31,13972000000,1222000000,5192000000,235621000,5.186,0.235,,,
