fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1469871000,326326000,6244563000,113211000,2.882,0.052,0.124,-0.04,-0.042
2022-06-30,1061669000,164312000,5908279000,113172000,1.452,0.028,0.061,-0.238,-0.24
2022-03-31,783531000,16956000,5930570000,113102000,0.15,0.003,0.125,-0.524,-0.525
2021-12-31,798857000,27584000,5906200000,113006000,0.244,0.005,0.078,2.423,2.419
2021-09-30,1308254000,339798000,6064883000,112923000,3.009,0.056,0.043,-0.019,-0.021
2021-06-30,1000249000,215697000,5717624000,112882000,1.911,0.038,0.076,0.114,0.112
2021-03-31,696475000,35641000,5682516000,112829000,0.316,0.006,0.052,0.188,0.186
2020-12-31,740961000,-19391000,5633503000,112747000,-0.172,-0.003,0.105,-1.282,-1.281
2020-09-30,1254501000,346372000,5841386000,112679000,3.074,0.059,0.054,0.109,0.107
2020-06-30,929590000,193585000,5489562000,112638000,1.719,0.035,0.069,0.343,0.339
2020-03-31,661930000,29993000,5469418000,112594000,0.266,0.005,,,
2019-12-31,670391000,68854000,5430648000,112548000,0.612,0.013,,,
2019-09-30,1190787000,312276000,5552666000,112463000,2.777,0.056,,,
2019-06-30,869501000,144145000,5233078000,112337000,1.283,0.028,,,
2021-12-31,3803835000,618720000,5906200000,113006000,5.475,0.105,0.06,0.124,0.121
2020-12-31,3586982000,550559000,5633503000,112747000,4.883,0.098,0.033,0.023,0.021
2019-12-31,3471209000,538320000,5430648000,112548000,4.783,0.099,-0.06,0.053,0.05
2018-12-31,3691247000,511047000,5222915000,112234000,4.553,0.098,,,
