,Date,OBV
0,2017-01-04,47.09999847412109
1,2017-01-06,47.9900016784668
2,2017-01-11,49.25
3,2017-01-13,48.68999862670898
4,2017-01-25,48.40999984741211
5,2017-01-27,48.650001525878906
6,2017-01-31,48.970001220703125
7,2017-02-03,49.380001068115234
8,2017-02-07,49.63999938964844
9,2017-02-13,50.52000045776367
10,2017-02-15,51.619998931884766
11,2017-02-17,51.630001068115234
12,2017-02-23,51.470001220703125
13,2017-03-01,52.040000915527344
14,2017-03-03,51.97999954223633
15,2017-03-08,51.40999984741211
16,2017-03-15,54.09999847412109
17,2017-03-17,53.310001373291016
18,2017-03-22,53.130001068115234
19,2017-03-27,53.2400016784668
20,2017-03-30,53.31999969482422
21,2017-04-03,53.20000076293945
22,2017-04-05,52.709999084472656
23,2017-04-11,52.83000183105469
24,2017-04-17,53.459999084472656
25,2017-04-19,53.06999969482422
26,2017-05-01,55.79999923706055
27,2017-05-09,56.869998931884766
28,2017-05-15,56.70000076293945
29,2017-05-18,55.84999847412109
30,2017-05-23,58.65999984741211
31,2017-06-01,60.72999954223633
32,2017-06-07,60.630001068115234
33,2017-06-13,59.27999877929688
34,2017-06-16,59.5099983215332
35,2017-06-22,60.61000061035156
36,2017-06-28,59.400001525878906
37,2017-06-30,59.310001373291016
38,2017-07-05,59.77000045776367
39,2017-07-07,59.630001068115234
40,2017-07-12,60.72999954223633
41,2017-07-19,61.380001068115234
42,2017-07-21,61.369998931884766
43,2017-07-27,59.90999984741211
44,2017-08-01,59.93999862670898
45,2017-08-07,60.869998931884766
46,2017-08-11,59.33000183105469
47,2017-08-16,62.13999938964844
48,2017-08-18,61.25
49,2017-08-25,62.900001525878906
50,2017-09-06,64.70999908447266
51,2017-09-11,66.11000061035156
52,2017-09-14,65.68000030517578
53,2017-09-27,64.38999938964844
54,2017-09-29,64.19999694824219
55,2017-10-06,66.36000061035156
56,2017-10-18,66.44000244140625
57,2017-10-24,67.31999969482422
58,2017-10-31,68.02999877929688
59,2017-11-02,68.12999725341797
60,2017-11-07,68.25
61,2017-11-13,67.12999725341797
62,2017-11-16,68.73999786376953
63,2017-11-24,69.36000061035156
64,2017-11-28,70.58999633789062
65,2017-11-30,69.23999786376953
66,2017-12-06,65.88999938964844
67,2017-12-12,67.05999755859375
68,2017-12-15,67.61000061035156
69,2017-12-21,67.5199966430664
70,2017-12-27,67.30000305175781
71,2018-01-02,67.5999984741211
72,2018-01-05,69.9000015258789
73,2018-01-11,70.80000305175781
74,2018-01-17,72.05999755859375
75,2018-01-24,73.58000183105469
76,2018-01-31,73.43000030517578
77,2018-02-06,68.44999694824219
78,2018-02-09,66.9800033569336
79,2018-02-14,69.69999694824219
80,2018-02-21,71.25
81,2018-02-23,70.69999694824219
82,2018-03-02,67.51000213623047
83,2018-03-15,70.18000030517578
84,2018-03-20,69.8499984741211
85,2018-03-26,68.19999694824219
86,2018-03-29,66.9000015258789
87,2018-04-03,65.41999816894531
88,2018-04-09,65.19000244140625
89,2018-04-12,67.19999694824219
90,2018-04-23,68.06999969482422
91,2018-04-26,66.37000274658203
92,2018-05-01,66.23999786376953
93,2018-05-03,66.33999633789062
94,2018-05-09,68.12999725341797
95,2018-05-17,63.59000015258789
96,2018-05-30,62.68999862670898
97,2018-06-01,62.77999877929688
98,2018-06-14,66.30999755859375
99,2018-06-21,63.040000915527344
100,2018-06-26,61.97999954223633
101,2018-06-28,61.290000915527344
102,2018-07-05,61.79999923706055
103,2018-07-12,63.45000076293945
104,2018-07-17,63.040000915527344
105,2018-07-19,64.1500015258789
106,2018-07-24,64.79000091552734
107,2018-07-31,66.04000091552734
108,2018-08-02,65.29000091552734
109,2018-08-14,66.75
110,2018-08-16,65.5
111,2018-08-21,64.93000030517578
112,2018-09-06,67.36000061035156
113,2018-09-12,67.91000366210938
114,2018-09-17,69.08000183105469
115,2018-09-19,69.55999755859375
116,2018-09-25,70.37999725341797
117,2018-09-27,70.80000305175781
118,2018-10-01,71.26000213623047
119,2018-10-12,66.23999786376953
120,2018-10-16,67.45999908447266
121,2018-10-25,62.61000061035156
122,2018-10-30,63.63999938964844
123,2018-11-06,65.9800033569336
124,2018-11-15,64.72000122070312
125,2018-11-20,67.5199966430664
126,2018-12-10,70.58999633789062
127,2018-12-18,67.98999786376953
128,2018-12-26,65.54000091552734
129,2018-12-31,67.45999908447266
130,2019-01-04,65.45999908447266
131,2019-01-15,70.5999984741211
132,2019-01-17,70.81999969482422
133,2019-01-23,71.6500015258789
134,2019-01-29,73.55999755859375
135,2019-02-05,76.30999755859375
136,2019-02-08,75.80000305175781
137,2019-02-15,78.30000305175781
138,2019-02-20,78.55999755859375
139,2019-02-22,78.41999816894531
140,2019-02-27,79.41999816894531
141,2019-03-11,79.30000305175781
142,2019-03-19,81.19999694824219
143,2019-03-21,82.0
144,2019-03-25,79.5199966430664
145,2019-03-28,79.69999694824219
146,2019-04-03,81.94000244140625
147,2019-04-05,81.47000122070312
148,2019-04-10,81.68000030517578
149,2019-04-18,76.16999816894531
150,2019-04-24,75.79000091552734
151,2019-04-30,78.5
152,2019-05-02,78.19999694824219
153,2019-05-09,77.0
154,2019-05-14,76.01000213623047
155,2019-05-16,69.30000305175781
156,2019-05-24,68.36000061035156
157,2019-05-29,67.30000305175781
158,2019-05-31,67.05000305175781
159,2019-06-04,67.94999694824219
160,2019-06-12,70.29000091552734
161,2019-06-17,70.29000091552734
162,2019-06-27,73.19000244140625
163,2019-07-03,76.80000305175781
164,2019-07-18,70.12999725341797
165,2019-07-22,69.08999633789062
166,2019-07-25,69.8499984741211
167,2019-07-29,70.37000274658203
168,2019-08-06,67.66000366210938
169,2019-08-13,67.63999938964844
170,2019-08-15,69.58999633789062
171,2019-08-21,72.19999694824219
172,2019-08-26,69.63999938964844
173,2019-08-28,69.94000244140625
174,2019-09-04,70.86000061035156
175,2019-09-10,74.7699966430664
176,2019-09-18,77.56999969482422
177,2019-09-23,78.05999755859375
178,2019-09-25,76.33000183105469
179,2019-09-30,76.62999725341797
180,2019-10-03,73.87000274658203
181,2019-10-09,73.47000122070312
182,2019-10-15,75.75
183,2019-10-21,75.4800033569336
184,2019-10-23,74.9800033569336
185,2019-11-01,76.97000122070312
186,2019-11-06,75.79000091552734
187,2019-11-15,78.26000213623047
188,2019-11-19,79.29000091552734
189,2019-11-22,79.12000274658203
190,2019-12-04,80.93000030517578
191,2019-12-10,82.93000030517578
192,2019-12-16,84.44999694824219
193,2019-12-19,84.51000213623047
194,2019-12-31,85.30999755859375
195,2020-01-06,84.81999969482422
196,2020-01-14,87.98999786376953
197,2020-01-22,90.12999725341795
198,2020-01-28,87.18000030517578
199,2020-02-04,83.5199966430664
200,2020-02-10,84.43000030517578
201,2020-02-19,85.3499984741211
202,2020-02-21,85.06999969482422
203,2020-02-26,78.11000061035156
204,2020-03-02,81.97000122070312
205,2020-03-04,84.3499984741211
206,2020-03-10,72.91000366210938
207,2020-03-13,69.19999694824219
208,2020-03-17,70.44000244140625
209,2020-03-20,66.45999908447266
210,2020-03-24,67.0
211,2020-03-30,72.66999816894531
212,2020-04-02,72.29000091552734
213,2020-04-06,74.36000061035156
214,2020-04-08,76.69000244140625
215,2020-04-14,78.83000183105469
216,2020-04-16,78.75
217,2020-04-22,75.16999816894531
218,2020-04-24,75.75
219,2020-04-29,78.72000122070312
220,2020-05-04,74.55999755859375
221,2020-05-13,80.16000366210938
222,2020-05-18,83.66000366210938
223,2020-05-22,84.9800033569336
224,2020-06-10,89.80999755859375
225,2020-06-12,86.11000061035156
226,2020-06-23,89.27999877929688
227,2020-06-25,87.26000213623047
228,2020-06-29,87.29000091552734
229,2020-07-02,88.68000030517578
230,2020-07-08,89.54000091552734
231,2020-07-14,90.69000244140624
232,2020-07-17,94.37000274658205
233,2020-07-27,97.2699966430664
234,2020-07-29,97.0999984741211
235,2020-07-31,96.33000183105467
236,2020-08-05,97.88999938964844
237,2020-08-07,97.77999877929688
238,2020-08-12,97.62999725341795
239,2020-08-17,97.51000213623048
240,2020-08-21,98.3000030517578
241,2020-08-25,98.33999633789062
242,2020-08-28,99.9000015258789
243,2020-09-09,97.93000030517578
244,2020-09-22,98.62000274658205
245,2020-09-25,97.69000244140624
246,2020-10-05,103.12000274658205
247,2020-10-07,103.87999725341795
248,2020-10-15,105.31999969482422
249,2020-10-20,105.61000061035156
250,2020-10-22,106.7699966430664
251,2020-10-27,106.04000091552734
252,2020-10-29,102.0199966430664
253,2020-11-12,109.44000244140624
254,2020-11-19,108.68000030517578
255,2020-11-30,116.9000015258789
256,2020-12-04,115.1500015258789
257,2020-12-08,117.01000213623048
258,2020-12-10,118.80999755859376
