datetime,name,open,high,low,close,adj_close,volume
1981-12-31 00:00:00-05:00,COP,5.161518096923828,5.256807804107666,5.129755020141602,5.145637035369873,1.0929580926895142,1420670
1982-01-04 00:00:00-05:00,COP,5.097991943359375,5.129755020141602,5.050346851348877,5.066228866577148,1.0760916471481323,2069219
1982-01-05 00:00:00-05:00,COP,4.939176082611084,5.034465789794922,4.843885898590088,4.875649929046631,1.0356117486953735,4173857
1982-01-06 00:00:00-05:00,COP,4.843885898590088,5.002702236175537,4.685070991516113,4.780360221862793,1.0153710842132568,3855878
1982-01-07 00:00:00-05:00,COP,4.732715129852295,4.780360221862793,4.685070991516113,4.732715129852295,1.005251407623291,1511183
1982-01-08 00:00:00-05:00,COP,4.71683406829834,4.780360221862793,4.637425899505615,4.637425899505615,0.9850122928619385,1861431
1982-01-11 00:00:00-05:00,COP,4.542136192321777,4.65330696105957,4.415082931518555,4.446846961975098,0.9445319771766663,2428125
1982-01-12 00:00:00-05:00,COP,4.3992018699646,4.494491100311279,4.303912162780762,4.367438793182373,0.9276646971702576,3504056
1982-01-13 00:00:00-05:00,COP,4.415082931518555,4.478610038757324,4.33567476272583,4.351556777954102,0.924291729927063,1692210
1982-01-14 00:00:00-05:00,COP,4.383319854736328,4.478610038757324,4.288031101226807,4.478610038757324,0.9512789845466614,2596559
1982-01-15 00:00:00-05:00,COP,4.748597145080566,4.986821174621582,4.510373115539551,4.9232940673828125,1.045731782913208,7508692
1982-01-18 00:00:00-05:00,COP,4.9550580978393555,5.097991943359375,4.7962422370910645,5.097991943359375,1.082838535308838,7078162
1982-01-19 00:00:00-05:00,COP,5.050346851348877,5.1774001121521,4.9232940673828125,4.9550580978393555,1.0524786710739136,7444152
1982-01-20 00:00:00-05:00,COP,4.780360221862793,4.907413005828857,4.65330696105957,4.71683406829834,1.0018783807754517,5527625
1982-01-21 00:00:00-05:00,COP,4.812122821807861,4.875649929046631,4.732715129852295,4.812122821807861,1.022118330001831,7028576
1982-01-22 00:00:00-05:00,COP,4.843885898590088,4.891530990600586,4.780360221862793,4.7962422370910645,1.0187453031539917,2916898
1982-01-25 00:00:00-05:00,COP,4.843885898590088,4.9709391593933105,4.71683406829834,4.9709391593933105,1.0558522939682007,3098713
1982-01-26 00:00:00-05:00,COP,4.986821174621582,5.0821099281311035,4.891530990600586,4.9232940673828125,1.045731782913208,3584338
1982-01-27 00:00:00-05:00,COP,4.9550580978393555,5.01858377456665,4.891530990600586,4.9550580978393555,1.0524786710739136,2958613
1982-01-28 00:00:00-05:00,COP,4.9709391593933105,5.01858377456665,4.907413005828857,4.986821174621582,1.0592249631881714,4318678
1982-01-29 00:00:00-05:00,COP,5.01858377456665,5.097991943359375,4.939176082611084,4.9550580978393555,1.0524786710739136,6637400
1982-02-01 00:00:00-05:00,COP,4.812122821807861,4.891530990600586,4.71683406829834,4.812122821807861,1.0367393493652344,2565076
1982-02-02 00:00:00-05:00,COP,4.7644782066345215,4.812122821807861,4.700952053070068,4.700952053070068,1.0127888917922974,2463543
1982-02-03 00:00:00-05:00,COP,4.621543884277344,4.748597145080566,4.494491100311279,4.526255130767822,0.9751506447792053,2934214
1982-02-04 00:00:00-05:00,COP,4.605662822723389,4.700952053070068,4.494491100311279,4.685070991516113,1.0093662738800049,4710641
1982-02-05 00:00:00-05:00,COP,4.669188976287842,4.748597145080566,4.589780807495117,4.700952053070068,1.0127888917922974,4278538
1982-02-08 00:00:00-05:00,COP,4.573898792266846,4.700952053070068,4.446846961975098,4.462728023529053,0.9614648222923279,2663460
1982-02-09 00:00:00-05:00,COP,4.383319854736328,4.462728023529053,4.303912162780762,4.367438793182373,0.9409345984458923,4531188
1982-02-10 00:00:00-05:00,COP,4.430964946746826,4.462728023529053,4.383319854736328,4.415082931518555,0.9511996507644653,3217561
1982-02-11 00:00:00-05:00,COP,4.669188976287842,4.891530990600586,4.430964946746826,4.891530990600586,1.053847312927246,5796804
1982-02-12 00:00:00-05:00,COP,4.732715129852295,4.891530990600586,4.558018207550049,4.685070991516113,1.0093662738800049,8000613
1982-02-16 00:00:00-05:00,COP,4.621543884277344,4.732715129852295,4.510373115539551,4.700952053070068,1.0127888917922974,3146724
1982-02-17 00:00:00-05:00,COP,4.558018207550049,4.685070991516113,4.415082931518555,4.478610038757324,0.9648863077163696,3310436
1982-02-18 00:00:00-05:00,COP,4.478610038757324,4.542136192321777,4.3992018699646,4.430964946746826,0.9546214938163757,2898796
1982-02-19 00:00:00-05:00,COP,4.319794178009033,4.462728023529053,4.176858901977539,4.256267070770264,0.9169837832450867,4030609
1982-02-22 00:00:00-05:00,COP,4.049807071685791,4.272149085998535,3.8274641036987305,3.906872034072876,0.8417086601257324,3710270
1982-02-23 00:00:00-05:00,COP,4.097451210021973,4.288031101226807,3.906872034072876,4.224503993988037,0.9101408123970032,4094362
1982-02-24 00:00:00-05:00,COP,4.240386009216309,4.351556777954102,4.129214763641357,4.208622932434082,0.9067190289497375,5476465
1982-02-25 00:00:00-05:00,COP,4.113333225250244,4.208622932434082,4.0180439949035645,4.065688133239746,0.8759250640869141,2432848
1982-02-26 00:00:00-05:00,COP,4.081570148468018,4.129214763641357,4.0180439949035645,4.081570148468018,0.8793465495109558,2063710
1982-03-01 00:00:00-05:00,COP,4.049807071685791,4.097451210021973,4.002161979675293,4.002161979675293,0.8622382879257202,2313212
1982-03-02 00:00:00-05:00,COP,3.954516887664795,4.049807071685791,3.843346118927002,3.8751089572906494,0.8348656296730042,2203022
1982-03-03 00:00:00-05:00,COP,3.7639379501342773,3.8274641036987305,3.684530019760132,3.7639379501342773,0.8109147548675537,4190385
1982-03-04 00:00:00-05:00,COP,3.795701026916504,3.843346118927002,3.73217511177063,3.7639379501342773,0.8109147548675537,4446184
1982-03-05 00:00:00-05:00,COP,3.748055934906006,3.8274641036987305,3.6527669429779053,3.7004120349884033,0.7972283959388733,2695731
1982-03-08 00:00:00-05:00,COP,3.636884927749634,3.7639379501342773,3.5098319053649902,3.541595935821533,0.7630124092102051,2157371
1982-03-09 00:00:00-05:00,COP,3.5574769973754883,3.684530019760132,3.430424928665161,3.589240074157715,0.7732769250869751,2588688
1982-03-10 00:00:00-05:00,COP,3.5574769973754883,3.6051220893859863,3.4939510822296143,3.4939510822296143,0.7527481317520142,3031811
1982-03-11 00:00:00-05:00,COP,3.5098319053649902,3.5574769973754883,3.446305990219116,3.5098319053649902,0.7561694383621216,4148670
1982-03-12 00:00:00-05:00,COP,3.5257139205932617,3.589240074157715,3.4621880054473877,3.589240074157715,0.7732769250869751,2238440
1982-03-15 00:00:00-05:00,COP,3.684530019760132,3.8115830421447754,3.5574769973754883,3.8115830421447754,0.8211795091629028,2013337
1982-03-16 00:00:00-05:00,COP,3.73217511177063,3.795701026916504,3.6527669429779053,3.748055934906006,0.8074935078620911,1831523
1982-03-17 00:00:00-05:00,COP,3.6051220893859863,3.6686480045318604,3.541595935821533,3.621004104614258,0.7801201343536377,1000372
1982-03-18 00:00:00-05:00,COP,3.6527669429779053,3.684530019760132,3.6051220893859863,3.6527669429779053,0.7869640588760376,1294738
1982-03-19 00:00:00-05:00,COP,3.6686480045318604,3.7162930965423584,3.621004104614258,3.684530019760132,0.7938069105148315,1327795
1982-03-22 00:00:00-05:00,COP,3.73217511177063,3.7639379501342773,3.684530019760132,3.7162930965423584,0.8006500601768494,1268764
1982-03-23 00:00:00-05:00,COP,3.684530019760132,3.73217511177063,3.636884927749634,3.6686480045318604,0.7903852462768555,1097969
1982-03-24 00:00:00-05:00,COP,3.73217511177063,3.7639379501342773,3.684530019760132,3.748055934906006,0.8074935078620911,3734669
1982-03-25 00:00:00-05:00,COP,3.7162930965423584,3.748055934906006,3.684530019760132,3.684530019760132,0.7938069105148315,1755963
1982-03-26 00:00:00-05:00,COP,3.7004120349884033,3.779819965362549,3.621004104614258,3.73217511177063,0.8040716648101807,1722119
1982-03-29 00:00:00-05:00,COP,3.7639379501342773,3.843346118927002,3.6686480045318604,3.843346118927002,0.8280223608016968,1341962
