datetime,name,open,high,low,close,adj_close,volume
1989-10-04 00:00:00-04:00,EOG,2.46875,2.546875,2.4375,2.5,1.7582523822784424,20636000
1989-10-05 00:00:00-04:00,EOG,2.515625,2.625,2.5,2.578125,1.8131967782974243,6453600
1989-10-06 00:00:00-04:00,EOG,2.59375,2.625,2.546875,2.546875,1.7912198305130005,2755200
1989-10-09 00:00:00-04:00,EOG,2.546875,2.546875,2.5,2.546875,1.7912198305130005,1084000
1989-10-10 00:00:00-04:00,EOG,2.5625,2.5625,2.5,2.53125,1.780229926109314,1493600
1989-10-11 00:00:00-04:00,EOG,2.5,2.515625,2.46875,2.515625,1.7692409753799438,1260000
1989-10-12 00:00:00-04:00,EOG,2.515625,2.546875,2.515625,2.53125,1.780229926109314,602400
1989-10-13 00:00:00-04:00,EOG,2.53125,2.53125,2.46875,2.484375,1.747263789176941,3970400
1989-10-16 00:00:00-04:00,EOG,2.375,2.46875,2.375,2.46875,1.7362738847732544,3924800
1989-10-17 00:00:00-04:00,EOG,2.4375,2.5,2.4375,2.5,1.7582523822784424,1843200
1989-10-18 00:00:00-04:00,EOG,2.5,2.5625,2.484375,2.546875,1.7912198305130005,1128000
1989-10-19 00:00:00-04:00,EOG,2.53125,2.546875,2.53125,2.546875,1.7912198305130005,1040000
1989-10-20 00:00:00-04:00,EOG,2.53125,2.53125,2.515625,2.53125,1.780229926109314,237600
1989-10-23 00:00:00-04:00,EOG,2.546875,2.5625,2.546875,2.546875,1.7912198305130005,87200
1989-10-24 00:00:00-04:00,EOG,2.546875,2.5625,2.53125,2.5625,1.8022085428237915,689600
1989-10-25 00:00:00-04:00,EOG,2.546875,2.578125,2.515625,2.546875,1.7912198305130005,608000
1989-10-26 00:00:00-04:00,EOG,2.546875,2.5625,2.546875,2.546875,1.7912198305130005,228800
1989-10-27 00:00:00-04:00,EOG,2.546875,2.546875,2.5,2.515625,1.7692409753799438,456000
1989-10-30 00:00:00-05:00,EOG,2.515625,2.515625,2.5,2.5,1.7582523822784424,250400
1989-10-31 00:00:00-05:00,EOG,2.5,2.515625,2.5,2.5,1.7582523822784424,424800
1989-11-01 00:00:00-05:00,EOG,2.515625,2.5625,2.515625,2.5625,1.8022085428237915,715200
1989-11-02 00:00:00-05:00,EOG,2.59375,2.640625,2.59375,2.640625,1.8571523427963257,130400
1989-11-03 00:00:00-05:00,EOG,2.625,2.75,2.625,2.734375,1.9230866432189941,1118400
1989-11-06 00:00:00-05:00,EOG,2.71875,2.71875,2.578125,2.578125,1.8131967782974243,264800
1989-11-07 00:00:00-05:00,EOG,2.546875,2.6875,2.5,2.6875,1.890120267868042,727200
1989-11-08 00:00:00-05:00,EOG,2.6875,2.71875,2.671875,2.71875,1.9120992422103882,236800
1989-11-09 00:00:00-05:00,EOG,2.71875,2.71875,2.6875,2.6875,1.890120267868042,60800
1989-11-10 00:00:00-05:00,EOG,2.6875,2.6875,2.546875,2.5625,1.8022085428237915,210400
1989-11-13 00:00:00-05:00,EOG,2.5625,2.5625,2.515625,2.546875,1.7912198305130005,92800
1989-11-14 00:00:00-05:00,EOG,2.578125,2.578125,2.484375,2.53125,1.780229926109314,428000
1989-11-15 00:00:00-05:00,EOG,2.546875,2.578125,2.53125,2.5625,1.8022085428237915,176000
1989-11-16 00:00:00-05:00,EOG,2.546875,2.59375,2.546875,2.59375,1.824185848236084,301600
1989-11-17 00:00:00-05:00,EOG,2.59375,2.640625,2.59375,2.640625,1.8571523427963257,249600
1989-11-20 00:00:00-05:00,EOG,2.65625,2.65625,2.609375,2.609375,1.8351763486862183,43200
1989-11-21 00:00:00-05:00,EOG,2.59375,2.671875,2.59375,2.671875,1.8791316747665405,108800
1989-11-22 00:00:00-05:00,EOG,2.6875,2.75,2.6875,2.75,1.9340778589248657,255200
1989-11-24 00:00:00-05:00,EOG,2.78125,2.953125,2.78125,2.921875,2.0549581050872803,572000
1989-11-27 00:00:00-05:00,EOG,2.90625,2.9375,2.859375,2.875,2.021989107131958,253600
1989-11-28 00:00:00-05:00,EOG,2.875,2.875,2.828125,2.828125,1.989022135734558,560000
1989-11-29 00:00:00-05:00,EOG,2.8125,2.8125,2.78125,2.796875,1.967044472694397,60800
1989-11-30 00:00:00-05:00,EOG,2.8125,2.90625,2.8125,2.890625,2.032979965209961,712800
1989-12-01 00:00:00-05:00,EOG,2.890625,2.953125,2.890625,2.90625,2.043968439102173,356800
1989-12-04 00:00:00-05:00,EOG,2.9375,2.984375,2.875,2.984375,2.0989134311676025,172000
1989-12-05 00:00:00-05:00,EOG,2.953125,2.984375,2.90625,2.90625,2.043968439102173,93600
1989-12-06 00:00:00-05:00,EOG,2.90625,3.0,2.90625,2.984375,2.0989134311676025,668800
1989-12-07 00:00:00-05:00,EOG,2.984375,2.984375,2.921875,2.953125,2.076934814453125,215200
1989-12-08 00:00:00-05:00,EOG,2.921875,2.953125,2.921875,2.953125,2.076934814453125,122400
1989-12-11 00:00:00-05:00,EOG,2.96875,3.03125,2.9375,3.0,2.109902858734131,306400
1989-12-12 00:00:00-05:00,EOG,3.015625,3.03125,2.984375,3.015625,2.120891571044922,1119200
1989-12-13 00:00:00-05:00,EOG,3.0,3.15625,2.984375,3.15625,2.219792604446411,400000
1989-12-14 00:00:00-05:00,EOG,3.125,3.140625,3.109375,3.125,2.197815418243408,391200
1989-12-15 00:00:00-05:00,EOG,3.140625,3.140625,3.09375,3.109375,2.18682599067688,155200
1989-12-18 00:00:00-05:00,EOG,3.078125,3.125,3.03125,3.03125,2.131880760192871,224000
1989-12-19 00:00:00-05:00,EOG,3.03125,3.0625,3.03125,3.0625,2.1538584232330322,215200
1989-12-20 00:00:00-05:00,EOG,3.0625,3.109375,3.046875,3.078125,2.164848566055298,166400
1989-12-21 00:00:00-05:00,EOG,3.109375,3.125,3.0625,3.109375,2.18682599067688,174400
1989-12-22 00:00:00-05:00,EOG,3.125,3.125,3.109375,3.125,2.197815418243408,173600
1989-12-26 00:00:00-05:00,EOG,3.109375,3.109375,3.078125,3.078125,2.164848566055298,97600
1989-12-27 00:00:00-05:00,EOG,3.0625,3.0625,3.03125,3.03125,2.131880760192871,144000
1989-12-28 00:00:00-05:00,EOG,3.046875,3.046875,3.03125,3.03125,2.131880760192871,11200
