fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,5163600000,5526100000,362500000,2111900000,930100000,384800000,None,4596000000,None,-360700000,None,360700000,5756700000,4800000,None,268300000,667600000,-16100000,360700000,683300000,607200000,930100000,1296600000,683700000
2022-06-30,USD,4248500000,4639700000,391200000,1890900000,1004400000,369500000,None,3635300000,None,-327600000,None,327600000,4897600000,-12700000,None,273600000,578500000,54000000,327600000,520800000,645300000,1004400000,1179700000,524500000
2022-03-31,USD,4331800000,4592600000,260800000,1785700000,988100000,364200000,None,3604500000,None,-313400000,None,313400000,4807900000,2300000,None,-82000000,767500000,52800000,313400000,718100000,960500000,988100000,998900000,714700000
2021-12-31,USD,4125900000,4061400000,-64500000,1645000000,683700000,346200000,None,3377700000,None,-303600000,None,303600000,4119800000,7200000,None,-408400000,468900000,-70000000,303600000,535200000,449000000,683700000,364100000,538900000
2021-09-30,USD,4291800000,4623000000,331200000,1719200000,1107400000,360800000,None,3515600000,None,-303700000,None,303700000,4792400000,-20600000,None,247800000,865800000,69800000,303700000,796900000,973700000,1107400000,1417300000,796000000
2021-06-30,USD,3502100000,3826500000,324400000,1388300000,809900000,354100000,None,3016600000,None,-301600000,None,301600000,3893300000,33100000,None,242100000,639400000,61200000,301600000,573800000,706000000,809900000,1183100000,578200000
2021-03-31,USD,4039000000,4281100000,242100000,1835600000,810300000,346500000,None,3470800000,None,-290200000,None,290200000,4310500000,21700000,None,-74800000,629500000,54500000,290200000,578800000,629300000,810300000,844900000,575000000
2020-12-31,USD,3673900000,3610600000,-63300000,1333300000,570200000,319200000,None,3040400000,None,-288300000,None,288300000,3645600000,41600000,None,-378300000,418100000,-17400000,288300000,431800000,485800000,570200000,328100000,435500000
2020-09-30,USD,3758400000,4066400000,308000000,1438000000,943200000,337700000,None,3123200000,None,-291300000,None,291300000,4102400000,5500000,None,223300000,747400000,-1200000,291300000,748200000,786100000,943200000,1262000000,748600000
2020-06-30,USD,3206300000,3494000000,287700000,1208300000,722700000,317500000,None,2771300000,None,-294000000,258900000,294000000,3572800000,14300000,None,233400000,533400000,12600000,294000000,514500000,564400000,722700000,1060800000,520800000
2020-03-31,USD,3515900000,3747500000,231600000,1400500000,751600000,321100000,None,2995900000,None,-292100000,260700000,292100000,3714600000,-4400000,None,-59800000,541700000,46500000,292100000,499300000,426400000,751600000,774000000,495200000
2019-12-31,USD,3616000000,3616000000,-15400000,1460200000,294700000,301800000,None,3321300000,None,-290900000,244800000,290900000,3667300000,8200000,None,-389700000,109100000,-43600000,290900000,294700000,193700000,294700000,10300000,152700000
2019-09-30,USD,4008000000,4315000000,307000000,1682800000,958200000,320500000,None,3356800000,None,-275100000,232100000,275100000,4358100000,3200000,None,16500000,774100000,40600000,275100000,733900000,776300000,958200000,1065700000,733500000
2019-06-30,USD,3301300000,3573600000,272300000,1490300000,551000000,302300000,None,3022600000,None,-250700000,200300000,250700000,3629100000,6600000,None,213200000,406900000,-54400000,250700000,459100000,381300000,551000000,870800000,461300000
2019-03-31,USD,3852500000,4056800000,204300000,1686700000,788400000,309900000,None,3268400000,None,-255800000,226900000,255800000,4031900000,8600000,None,-75600000,617300000,44500000,255800000,574100000,542500000,788400000,797500000,572800000
2018-12-31,USD,3801100000,3801100000,225300000,1662100000,551100000,524700000,None,3250000000,300000,-251300000,None,251300000,3823600000,-300000,None,-363900000,386600000,21800000,251300000,551100000,329000000,551100000,274000000,364800000
2018-09-30,USD,4070800000,4333100000,262300000,1941700000,668600000,294200000,None,3664500000,5400000,-256800000,None,256800000,4372900000,6300000,None,184900000,496900000,-80700000,256800000,579700000,586400000,668600000,938600000,577600000
2018-06-30,USD,2386400000,4013200000,1626800000,1343600000,757000000,283200000,None,3256200000,3800000,-242300000,None,242300000,4177100000,6700000,None,183600000,600600000,72200000,242300000,530100000,529000000,757000000,1026500000,528400000
2018-03-31,USD,2334300000,4048300000,1714000000,1492100000,706000000,285600000,None,3342300000,2100000,-234000000,None,234000000,4148200000,5500000,None,-63700000,556400000,102000000,234000000,456700000,455700000,706000000,726700000,454400000
2017-12-31,USD,3810400000,3810400000,1558300000,1289600000,730900000,498700000,None,3079500000,3300000,-227000000,None,227000000,29700000,58500000,None,-320900000,573700000,171900000,227000000,400700000,508300000,730900000,479800000,401800000
