fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2021-12-31,USD,1310900000,3534600000,2941700000,2228000000,682000000,701400000,94200000,807900000,None,-4300000,None,4300000,3538900000,20400000,None,12300000,625600000,138500000,4300000,487100000,476900000,629900000,642200000,487100000
2020-12-31,USD,1108200000,2888000000,2469600000,1787100000,503200000,660300000,80700000,763200000,None,-7300000,None,7300000,2895300000,11000000,None,14500000,443900000,99000000,7300000,344900000,372000000,451200000,465700000,344900000
2019-12-31,USD,1180700000,2981700000,2543400000,1812000000,529100000,715600000,87900000,819300000,None,-11000000,None,11000000,2992700000,18000000,None,15800000,472100000,102100000,11000000,370000000,372500000,483100000,498900000,370000000
2018-12-31,USD,1305500000,3179500000,2657200000,1882400000,613400000,753800000,94000000,868800000,None,-8400000,None,8400000,3187900000,21200000,None,14300000,557800000,113600000,8400000,444200000,392900000,566200000,580500000,444200000
2017-12-31,USD,1232400000,2986600000,2489900000,1764300000,577900000,722800000,86400000,818300000,None,-10100000,None,10100000,2996700000,21300000,None,13700000,520800000,224300000,10100000,296500000,360200000,530900000,544600000,296500000
