fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,373792000,665673000,524355000,307008000,92796000,211047000,69949000,287296000,8000000,-11663000,305026000,11663000,676436000,3100000,None,6300000,-209168000,-44936000,11663000,-164232000,-476060000,-197505000,-191205000,-164232000
2022-06-30,USD,395981000,679783000,510248000,295118000,120217000,208730000,67034000,282164000,5500000,-10720000,5500000,10720000,690203000,6710000,None,6400000,-1222880000,-295696000,10720000,-927184000,-1152714000,-1212160000,-1205760000,-927184000
2022-03-31,USD,403560000,698842000,532496000,296502000,143423000,197594000,62543000,298537000,32200000,-4048000,4514837000,4048000,702190000,32597000,None,38400000,-4371017000,-1001404000,4048000,-3369613000,-3501916000,-4366969000,-4328569000,-3369613000
2021-12-31,USD,401000000,732800000,537014000,331768000,106982000,224146000,69873000,35300000,200000,-364000,2155080000,364000,732800000,10075000,None,-93300000,-2038143000,-464443000,364000,376500000,-1686171000,-2037779000,-2131079000,-1573700000
2021-09-30,USD,437435000,745042000,533164000,309614000,156804000,216150000,64481000,320531000,300000,-426000,4866001000,426000,744768000,-600000,None,7400000,5022193000,1094193000,426000,3928007000,3739826000,5022619000,5030019000,3928033000
2021-06-30,USD,401598000,718029000,535058000,314333000,124782000,213425000,63391000,284116000,700000,-363000,700000,363000,717692000,-100000,None,7300000,1156775000,242661000,363000,914114000,970846000,1157138000,1164438000,914114000
2021-03-31,USD,400627000,726831000,592822000,326169000,100862000,225853000,73912000,340865000,18300000,-398000,1197334000,398000,726429000,17407000,None,40000000,1297203000,319789000,398000,977414000,763392000,1297601000,1337601000,977414000
2020-12-31,USD,460100000,789800000,451032000,329684000,175242000,219148000,65765000,35300000,3600000,-4703000,904320000,4703000,789800000,3000000,None,-94500000,1078631000,239431000,4703000,424800000,1037587000,1083334000,988834000,839200000
2020-09-30,USD,367300000,641459000,485417000,279952000,109600000,198165000,59546000,265011000,1800000,-5728000,1575646000,5728000,646487000,1000000,None,7300000,1684437000,369637000,5728000,1314863000,1459937000,1690165000,1697465000,1314800000
2020-06-30,USD,293000000,542986000,445054000,243892000,51742000,189262000,51984000,241446000,10000000,-5740000,10000000,5740000,547826000,17200000,None,7300000,1245916000,279516000,5740000,966384000,1054242000,1251656000,1258956000,966400000
2020-03-31,USD,317400000,566026000,453968000,254276000,74373000,193692000,49303000,249095000,2800000,-5690000,2800000,5690000,570616000,3300000,None,6000000,898687000,212787000,5690000,685913000,624305000,904377000,910377000,685900000
2019-12-31,USD,330400000,624500000,515554000,293989000,59205000,214165000,57069000,278634000,3100000,-6064000,3100000,6064000,624500000,-859000,None,6500000,699444000,145944000,6064000,330400000,618251000,705508000,712008000,553500000
2019-09-30,USD,307000000,555110000,461329000,253607000,57460000,201622000,47944000,255666000,4100000,-5525000,4100000,5525000,559735000,4367000,None,6100000,-335200000,-76400000,5525000,-258816000,-361356000,-329675000,-323575000,-258800000
2019-06-30,USD,307800000,566245000,471907000,264850000,56390000,201257000,50122000,257179000,3800000,-5841000,3800000,5841000,571386000,3896000,None,5800000,769591000,170791000,5841000,598810000,630202000,775432000,781232000,598800000
2019-03-31,USD,311800000,546434000,455298000,242217000,56606000,207581000,47575000,260656000,19500000,-5986000,1071464000,5986000,552420000,18696000,None,5500000,1127271000,262071000,5986000,865229000,831188000,1133257000,1138757000,865200000
2018-12-31,USD,332600000,616900000,292500000,284282000,-227054000,214032000,53074000,292500000,5700000,-6139000,None,6139000,616900000,36793000,None,6500000,-1041218000,-212718000,6139000,40100000,-843188000,-1035079000,-1028579000,-828500000
2018-09-30,USD,286700000,538302000,466618000,258422000,36275000,201196000,49245000,257441000,2600000,-6064000,None,6064000,544466000,100000,None,7000000,350105000,80805000,6064000,269295000,255737000,356169000,363169000,269300000
2018-06-30,USD,301700000,569838000,492069000,274244000,43792000,210425000,47450000,265275000,16200000,-5977000,None,5977000,575915000,-200000,None,7400000,340043000,72043000,5977000,268057000,145248000,346020000,353420000,268000000
2018-03-31,USD,302200000,543783000,465846000,249316000,43646000,209130000,49427000,261857000,2100000,-5782000,None,5782000,-1854000,-100000,None,7400000,863715000,206915000,5782000,656774000,701322000,869497000,876897000,656800000
2017-12-31,USD,345200000,621300000,478400000,276038000,45900000,202300000,76100000,278400000,4800000,-5506000,275000,5781000,621300000,-3914000,None,-75251000,45900000,-36800000,5506000,82700000,199040000,51681000,-23570000,82700000
