fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,4020700000,21256500000,17235800000,17235800000,1326800000,93300000,None,428700000,None,-375600000,56800000,375600000,21260500000,-11000000,1108100000,366200000,1214200000,269600000,384100000,949200000,489400000,1589800000,1956000000,944600000
2021-09-30,USD,3430300000,18746100000,15315800000,15315800000,1281200000,88600000,None,462300000,None,-418900000,46600000,418900000,18732000000,10900000,1069700000,370200000,1081700000,243400000,428600000,842500000,1159100000,1500600000,1870800000,838300000
2020-09-30,USD,3197200000,17578800000,14381600000,14381600000,-256200000,130300000,None,1897100000,None,-465500000,72000000,465500000,17597100000,9500000,1054900000,415900000,-527400000,163500000,467000000,-686100000,-868200000,-61900000,354000000,-690900000
2019-09-30,USD,3749000000,18289000000,14540000000,14540000000,1494400000,410900000,None,858100000,None,-31600000,58100000,489400000,18345400000,2400000,1074600000,408000000,1139700000,276800000,36700000,867900000,489000000,1629100000,2037100000,862900000
2018-09-30,USD,3362000000,16285100000,12923100000,12923100000,1187200000,310500000,None,711800000,None,-293800000,59000000,352800000,12100000,12700000,923800000,300800000,1031600000,-874500000,14600000,1906100000,1668100000,1384400000,1685200000,1906100000
