fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,1461140000,2069463000,608323000,541092000,924586000,67231000,None,67323000,None,-60138000,57104000,60138000,2039349000,157000,None,451126000,835876000,152206000,87952000,687462000,683733000,896014000,1347140000,683670000
2022-06-30,USD,1928528000,2527508000,598980000,539704000,1361901000,59276000,None,60036000,None,-65985000,55095000,65985000,2416749000,7313000,None,447220000,1199595000,308234000,170333000,894224000,891425000,1265580000,1712800000,891361000
2022-03-31,USD,-1378037000,2498527000,798927000,516104000,-1888266000,69096000,None,282386000,None,-67902000,85091000,67902000,-597099000,3596000,None,435277000,-1981745000,-465697000,74825000,-1514583000,-1515985000,-1913843000,-1478566000,-1516048000
2021-12-31,USD,2936138000,3839694000,903556000,537468000,2457347000,52343000,None,319009000,None,-76469000,14198000,76469000,3840721000,7776000,None,510563000,2392413000,591080000,76469000,1802554000,1801879000,2468882000,2979445000,1801333000
2021-09-30,USD,-2008848000,1792399000,544010000,494897000,-2609526000,49113000,None,108374000,43184000,-80349000,-4840000,75509000,-1473187000,4260000,None,452874000,-2643032000,-661380000,80349000,-1979516000,-1976775000,-2562683000,-2109809000,-1976812000
2021-06-30,USD,-773985000,1085416000,513869000,464016000,-1217641000,49853000,None,56857000,11829000,-76986000,-4732000,72254000,-272960000,3765000,None,380288000,-1279571000,-346311000,82318000,-936519000,-933179000,-1207317000,-827029000,-933260000
2021-03-31,USD,443583000,949923000,506340000,445784000,8845000,45006000,None,70948000,11848000,-75099000,-4626000,70473000,940861000,3304000,None,377116000,-50386000,-12959000,79523000,-41032000,-37347000,20087000,397203000,-37427000
2020-12-31,USD,-22800000,1252585000,22800000,437573000,146083000,44836000,None,22800000,None,-74286000,80602000,74286000,1237337000,4308000,None,3573000,60768000,-2920000,79009000,63688000,63376000,135054000,138627000,63688000
2020-09-30,USD,-319372000,172127000,491499000,427691000,-760195000,51654000,None,66968000,3801000,-69154000,62453000,69154000,168061000,2900000,None,7478000,-826397000,-225757000,72903000,-600640000,-600568000,-757243000,-749765000,-600640000
2020-06-30,USD,70620000,527074000,456454000,405636000,-386912000,43341000,None,51694000,82983000,-65386000,21187000,65386000,524845000,3590000,None,7477000,-366078000,-103003000,65739000,-263075000,-263003000,-300692000,-293215000,-263075000
2020-03-31,USD,522187000,1107057000,584870000,439834000,123358000,34938000,None,145959000,-390628000,-62374000,241065000,62374000,1088027000,24714000,None,7478000,-134317000,32822000,78984000,-167139000,-167127000,-71943000,-64465000,-167139000
2019-12-31,USD,-112917000,1011483000,1124400000,438580000,-1462067000,-43951000,None,1124400000,None,-45066000,81389000,45066000,1010225000,23891000,None,7477000,-1543456000,-366532000,45066000,-1176924000,-1176577000,-1498390000,-1490913000,-1176924000
2019-09-30,USD,404912000,951576000,546664000,437942000,-161529000,79376000,None,112214000,None,-47709000,285842000,47709000,949940000,22960000,None,7755000,-447371000,-86343000,47709000,-361028000,-360908000,-399662000,-391907000,-361028000
2019-06-30,USD,787060000,1310252000,523192000,436984000,296030000,86208000,None,88065000,None,-50503000,131599000,50503000,1308162000,23645000,None,10342000,164431000,38865000,50503000,125566000,125684000,214934000,225276000,125566000
2019-03-31,USD,610984000,1143173000,532189000,439246000,175456000,48978000,None,93950000,None,-56573000,None,56573000,1139617000,20987000,None,10342000,228925000,38234000,56573000,190691000,190313000,285498000,295840000,190691000
2018-12-31,USD,1245138000,1245138000,1941296000,431528000,-570691000,77953000,None,3645891000,None,11101000,68848000,57747000,911778000,-36075000,None,15189000,-736475000,-99788000,-11101000,-598062000,-639745000,-678728000,-663539000,-636687000
2018-09-30,USD,595529000,1050046000,563341000,420747000,-147451000,51816000,None,95292000,None,-93042000,-36862000,56180000,1155343000,21755000,None,20728000,-111654000,-71961000,93042000,-127347000,-39985000,-55474000,-34746000,-39693000
2018-06-30,USD,730120000,950648000,324551000,428069000,-114650000,62959000,None,103115000,None,-77004000,-19884000,57120000,1050882000,11752000,None,20729000,-77116000,-94922000,77004000,-76978000,17462000,-19996000,733000,17806000
2018-03-31,USD,-1198535000,1312036000,2632118000,416657000,-1950332000,39815000,None,77217000,None,-70013000,-12102000,57911000,1412790000,9585000,None,20728000,-2015834000,-429840000,70013000,-1578533000,-1586151000,-1957923000,-1937195000,-1585994000
2017-12-31,USD,1129286000,1033539000,468401000,760040000,97257000,18095000,None,84073000,None,-65662000,-34801000,30861000,154687000,-19865000,None,369204000,-27438000,-1307509000,78303000,1276690000,1279244000,3423000,480225000,1280071000
