stock,slope,avgpc,copied,annualeps,annualroe,quarterlyeps,quarterlyrevenue,numfailed
EXC,0.019,0.495,FALSE,1,1,1,1,4
EXPD,0.031,0.226,FALSE,0,0,0,1,1
XOM,0.076,1.272,FALSE,0,1,0,0,1
FDS,0.0,0.088,FALSE,1,0,0,1,2
FRT,0.062,0.438,FALSE,0,1,0,1,2
FDX,0.073,-0.161,FALSE,1,1,1,1,4
FRC,0.029,0.126,FALSE,1,1,0,1,3
FE,0.041,0.31,FALSE,1,1,1,1,4
FISV,0.01,0.497,FALSE,0,1,1,1,3
FLT,0.012,0.278,FALSE,0,0,1,1,2
FMC,0.066,0.012,FALSE,0,0,1,1,2
BEN,0.177,-0.218,FALSE,1,1,1,1,4
FCX,0.302,0.233,FALSE,0,0,1,1,2
GRMN,0.064,-0.075,FALSE,1,0,1,1,3
IT,0.023,0.106,FALSE,0,0,0,1,1
GILD,0.091,-0.258,FALSE,0,0,1,1,2
GL,0.049,-0.007,FALSE,1,1,1,1,4
GS,0.024,-0.247,FALSE,0,0,1,0,1
HAL,0.195,0.377,FALSE,0,0,0,0,0
HIG,0.042,0.028,FALSE,0,1,1,1,3
HCA,0.171,-0.08,FALSE,0,0,1,1,2
PEAK,0.07,0.748,FALSE,0,1,0,1,2
HSIC,0.058,0.032,FALSE,0,0,1,1,2
HES,0.166,2.674,FALSE,0,1,0,0,1
HLT,0.037,1.254,FALSE,0,0,0,0,0
HOLX,0.086,-0.248,FALSE,1,0,1,1,3
HD,0.029,0.067,FALSE,0,0,1,1,2
HON,0.003,0.007,FALSE,1,0,0,1,2
HWM,0.062,0.731,FALSE,1,1,0,0,2
IEX,0.038,0.27,FALSE,1,1,0,1,3
IDXX,0.224,-0.027,FALSE,0,0,1,1,2
ITW,0.054,0.078,FALSE,0,0,1,1,2
INCY,0.095,-0.015,FALSE,0,0,1,1,2
IR,0.084,0.404,FALSE,0,1,1,1,3
IP,0.036,0.026,FALSE,0,0,1,1,2
IPG,0.15,0.153,FALSE,0,0,1,1,2
ISRG,0.053,-0.226,FALSE,1,1,1,1,4
IVZ,0.107,-0.28,FALSE,0,1,1,1,3
IQV,0.07,0.218,FALSE,0,1,1,1,3
IRM,0.026,0.32,FALSE,0,0,0,1,1
JBHT,0.082,0.404,FALSE,0,0,0,0,0
J,0.005,1.965,FALSE,0,1,0,1,2
JCI,0.094,0.127,FALSE,1,1,0,1,3
JPM,0.082,-0.078,FALSE,0,1,1,0,2
JNPR,0.043,0.752,FALSE,1,1,0,1,3
KEYS,0.037,0.203,FALSE,0,0,1,1,2
KMB,0.03,0.027,FALSE,1,0,1,1,3
KMI,0.038,0.383,FALSE,0,1,1,0,2
KLAC,0.151,0.259,FALSE,0,0,1,0,1
KHC,0.048,1.814,FALSE,0,1,1,1,3
LH,0.099,-0.184,FALSE,0,0,1,1,2
LRCX,0.084,0.115,FALSE,0,0,0,1,1
LW,0.138,1.541,FALSE,1,0,0,0,1
LEN,0.145,-0.034,FALSE,0,0,1,1,2
LIN,0.056,0.073,FALSE,0,1,0,1,2
LKQ,0.049,0.089,FALSE,0,0,1,1,2
L,0.038,-0.151,FALSE,0,1,1,1,3
LOW,0.019,-0.121,FALSE,0,0,1,1,2
LYB,0.108,0.017,FALSE,0,0,1,1,2
MRO,0.007,14.453,FALSE,0,1,0,0,1
MPC,0.107,2.361,FALSE,0,0,0,0,0
MKTX,0.292,-0.018,FALSE,1,0,1,1,3
MAR,0.047,6.575,FALSE,0,0,0,0,0
MMC,0.042,0.091,FALSE,0,0,1,1,2
MLM,0.006,0.119,FALSE,1,1,1,1,4
MAS,0.01,1.916,FALSE,1,0,1,1,3
MA,0.106,0.209,FALSE,0,0,1,1,2
MCD,0.012,-0.129,FALSE,0,0,1,1,2
MCK,0.027,0.548,FALSE,0,1,0,1,2
MRK,0.095,0.422,FALSE,0,0,1,1,2
META,0.132,-0.165,FALSE,0,0,1,1,2
MTD,0.158,0.134,FALSE,0,0,1,1,2
MRNA,0.219,0.507,FALSE,0,0,1,1,2
MDLZ,0.014,-0.118,FALSE,0,1,1,1,3
MNST,0.041,0.013,FALSE,1,0,1,1,3
MCO,0.138,-0.241,FALSE,0,0,1,1,2
MS,0.101,-0.09,FALSE,0,1,1,1,3
MSI,0.012,0.021,FALSE,0,1,1,1,3
MSCI,0.061,0.196,FALSE,0,0,0,1,1
NFLX,0.172,0.033,FALSE,0,0,1,1,2
NWL,0.081,0.111,FALSE,0,1,1,1,3
NEM,0.173,11.636,FALSE,1,1,0,1,3
NWSA,0.069,1.385,FALSE,0,1,1,1,3
NWS,0.075,1.385,FALSE,0,1,1,1,3
NEE,0.004,1.089,FALSE,0,1,0,1,2
NKE,0.208,-0.006,FALSE,1,0,1,1,3
NDSN,0.003,0.074,FALSE,1,0,0,1,2
NSC,0.051,0.156,FALSE,0,0,0,1,1
NTRS,0.019,0.052,FALSE,0,1,1,1,3
NUE,0.153,0.523,FALSE,0,0,1,1,2
NVDA,0.169,-0.318,FALSE,1,0,1,1,3
NVR,0.121,0.364,FALSE,0,0,0,1,1
ORLY,0.004,0.072,FALSE,0,0,1,1,2
ODFL,0.127,0.346,FALSE,0,0,0,1,1
OMC,0.11,-0.043,FALSE,0,0,1,1,2
OKE,0.137,0.349,FALSE,0,0,1,0,1
ORCL,0.124,0.378,FALSE,1,1,0,1,3
OGN,0.177,0,FALSE,0,0,0,0,0
OTIS,0.087,0,FALSE,0,1,0,0,1
PCAR,0.025,0.408,FALSE,0,1,0,0,1
PKG,0.021,0.256,FALSE,0,0,1,1,2
PARA,0.021,-0.249,FALSE,0,0,1,1,2
PH,0.067,-0.13,FALSE,1,1,1,1,4
PNR,0.1,0.045,FALSE,0,0,1,1,2
PM,0.06,-0.023,FALSE,1,1,1,1,4
PSX,0.061,3.975,FALSE,0,1,0,0,1
PNW,0.016,-0.083,FALSE,1,1,1,1,4
PXD,0.013,5.781,FALSE,0,1,0,0,1
POOL,0.093,0.283,FALSE,0,0,1,1,2
PPG,0.015,-0.129,FALSE,0,0,1,1,2
PFG,0.062,2.044,FALSE,0,1,0,0,1
PG,0.014,0.035,FALSE,1,0,1,1,3
PLD,0.088,0.53,FALSE,0,1,0,0,1
PTC,0.087,-0.049,FALSE,1,1,1,1,4
PHM,0.19,0.333,FALSE,0,0,0,1,1
QRVO,0.108,-0.234,FALSE,0,0,1,1,2
PWR,0.016,0.118,FALSE,1,1,1,0,3
DGX,0.015,-0.233,FALSE,0,0,1,1,2
RL,0.184,0.216,FALSE,0,0,1,1,2
RJF,0.029,-0.078,FALSE,1,1,1,1,4
RTX,0.003,0.145,FALSE,0,1,1,1,3
O,0.043,0.454,FALSE,1,1,1,0,3
REG,0.038,0.228,FALSE,0,1,1,1,3
REGN,0.016,-0.249,FALSE,0,0,1,1,2
RMD,0.044,0.584,FALSE,0,0,1,1,2
ROK,0.081,0.467,FALSE,1,0,0,1,2
ROP,0.046,1.053,FALSE,0,1,1,1,3
ROST,0.147,-0.108,FALSE,0,0,1,1,2
SPGI,0.08,0.243,FALSE,0,0,1,0,1
CRM,0.0,-0.342,FALSE,1,1,1,1,4
SBAC,0.021,3.046,FALSE,0,0,0,1,1
SLB,0.245,0.53,FALSE,0,1,0,0,1
STX,0.074,-0.242,TRUE,0,0,1,1,2
SEE,0.091,0.161,FALSE,1,0,0,1,2
NOW,0.062,0.034,FALSE,0,1,0,0,1
SHW,0.015,0.096,FALSE,1,0,0,1,2
SPG,0.102,-0.06,FALSE,0,0,1,1,2
SWKS,0.1,0.004,FALSE,1,0,1,1,3
SJM,0.008,0.031,FALSE,1,1,1,1,4
SNA,0.059,0.1,FALSE,0,0,1,1,2
LUV,0.026,-0.035,FALSE,0,1,1,0,2
SWK,0.065,0.044,FALSE,0,1,0,1,2
SBUX,0.127,-0.06,FALSE,1,1,1,1,4
STT,0.107,-0.003,FALSE,1,1,1,1,4
STLD,0.188,0.652,FALSE,0,0,1,1,2
SYK,0.12,0.205,FALSE,0,1,0,1,2
SNPS,0.029,0.155,FALSE,0,0,1,1,2
TROW,0.013,-0.285,FALSE,0,0,1,1,2
TPR,0.235,0.119,FALSE,1,0,1,1,3
TRGP,0.077,1.783,FALSE,0,1,1,0,2
TGT,0.019,-0.297,FALSE,0,0,1,1,2
TEL,0.013,0.061,FALSE,1,0,1,1,3
TDY,0.028,0.659,FALSE,1,1,0,1,3
TFX,0.018,-0.031,FALSE,0,1,1,1,3
TER,0.107,-0.199,FALSE,0,0,1,1,2
TXN,0.036,0.174,FALSE,0,0,1,1,2
TJX,0.1,0.062,FALSE,0,0,1,1,2
TT,0.036,0.172,FALSE,0,0,0,1,1
TDG,0.107,0.188,FALSE,1,0,1,1,3
TRV,0.039,-0.006,FALSE,0,1,1,1,3
TFC,0.069,-0.043,FALSE,0,1,1,1,3
USB,0.048,-0.13,FALSE,0,1,1,1,3
ULTA,0.115,0.279,FALSE,0,0,0,1,1
URI,0.158,0.453,FALSE,0,0,0,1,1
UHS,0.252,-0.076,FALSE,1,1,1,1,4
VLO,0.127,6.341,FALSE,0,1,0,0,1
VRSN,0.089,0.099,FALSE,1,1,1,1,4
VZ,0.027,-0.073,FALSE,0,0,1,1,2
VRTX,0.024,2.023,FALSE,1,0,1,1,3
V,0.085,0.226,FALSE,0,0,1,1,2
VMC,0.039,0.131,FALSE,1,1,1,0,3
WAB,0.067,0.194,FALSE,0,1,0,1,2
WST,0.043,-0.008,FALSE,0,0,1,1,2
WDC,0.087,-0.435,FALSE,0,1,1,1,3
WRK,0.023,0.08,FALSE,1,1,1,1,4
WY,0.002,-0.046,FALSE,0,0,1,1,2
WTW,0.111,-0.325,FALSE,0,0,1,1,2
XYL,0.068,-0.141,FALSE,0,1,1,1,3
YUM,0.048,-0.066,FALSE,0,1,1,1,3
