fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
12/31/2019,USD,10721000000,5873000000,1064000000,10721000000,4848000000,3704000000,None,None,4848000000,None,5873000000,None,4848000000,261000000,1064000000,1144000000,7580000000,6516000000,None,None,None,1144000000,-62000000,None,3704000000,3526000000,178000000
12/31/2018,USD,10132000000,5570000000,857000000,10132000000,4562000000,3507000000,0,None,4562000000,None,5570000000,None,4562000000,313000000,857000000,1055000000,6680000000,5823000000,None,None,None,1055000000,0,None,3507000000,3329000000,178000000
12/31/2017,USD,8618000000,4968000000,342000000,8618000000,3650000000,2354000000,0,None,3650000000,None,4968000000,None,3650000000,268000000,342000000,1296000000,4624000000,4282000000,-46000000,None,None,1296000000,0,None,2354000000,2180000000,174000000
12/31/2016,USD,7478000000,4485000000,171000000,7478000000,2993000000,1889000000,0,None,2993000000,None,4485000000,None,2993000000,235000000,171000000,1104000000,3493000000,3322000000,None,None,None,1104000000,16000000,None,1889000000,1746000000,143000000
