fiscalDateEnding,reportedCurrency,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,currentLongTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,otherNonCurrrentAssets,deferredLongTermAssetCharges,totalNonCurrentAssets,capitalLeaseObligations,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2020-10-31,USD,22353000000,153000000,None,2987000000,11775000000,10578000000,None,1321000000,9000000,27209000000,1673000000,3466000000,1971000000,5351000000,4459000000,None,None,-299000000,1604000000,13369000000,1538000000,6959000000,387000000,2963000000,5448000000,3904000000,3138000000,None,None,9000000,None,27209000000,-24245000000,None,None,None,6761000000,259000000,5448000000,1868000000,7316000000,None,None,None,7904000000,22353000000,5738000000,None,914000000
2019-10-31,USD,19024000000,156000000,None,2612000000,10810000000,8214000000,None,1336000000,9000000,24386000000,1650000000,3399000000,2031000000,3129000000,4447000000,600000000,600000000,-180000000,1529000000,10206000000,1703000000,4659000000,489000000,2533000000,4713000000,3474000000,2511000000,None,None,9000000,None,24386000000,-23596000000,None,8818000000,None,6787000000,None,4713000000,1650000000,6363000000,None,None,None,7595000000,19024000000,3618000000,None,916000000
2018-10-31,USD,17773000000,213000000,None,900000000,10934000000,6839000000,0,1347000000,10000000,20874000000,1557000000,3368000000,473000000,3440000000,4068000000,None,None,-125000000,1407000000,10747000000,1568000000,3258000000,590000000,2565000000,5309000000,3722000000,2721000000,0,0,10000000,0,20874000000,-21194000000,None,7026000000,None,6556000000,None,5309000000,1557000000,6866000000,None,None,None,7274000000,17773000000,4030000000,None,967000000
2017-10-31,USD,19419000000,412000000,None,886000000,10070000000,9349000000,0,1665000000,11000000,18258000000,651000000,3368000000,512000000,5010000000,4115000000,5304000000,5304000000,-64000000,1066000000,12918000000,1143000000,5569000000,2266000000,2338000000,5304000000,2930000000,2450000000,0,0,11000000,0,18258000000,-15912000000,None,6501000000,None,5989000000,None,5304000000,651000000,5955000000,None,None,None,7056000000,19419000000,7276000000,None,1060000000
2016-10-31,USD,14588000000,575000000,None,753000000,7371000000,7217000000,0,1376000000,11000000,15252000000,596000000,3316000000,460000000,3406000000,3632000000,200000000,200000000,-115000000,937000000,8353000000,929000000,3326000000,343000000,2279000000,3143000000,2050000000,2056000000,0,0,11000000,0,15252000000,-14740000000,None,6235000000,None,5757000000,None,3143000000,596000000,3739000000,None,None,None,6809000000,14588000000,3749000000,None,1078000000
