fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-01-31,USD,523964000000,108791000000,394605000000,129359000000,22526000000,14881000000,None,None,20116000000,320000000,108791000000,1958000000,20568000000,None,2410000000,4915000000,189000000,-2410000000,None,None,None,4915000000,1958000000,None,15201000000,14881000000,None
2019-01-31,USD,514405000000,492448000000,385301000000,129104000000,24484000000,6670000000,0,None,11460000000,7138000000,107147000000,-8368000000,21957000000,None,2346000000,4281000000,217000000,-2129000000,-442000000,None,None,4281000000,-8368000000,None,7179000000,6670000000,None
2018-01-31,USD,500343000000,479906000000,373396000000,126947000000,27982000000,9862000000,0,None,15123000000,2953000000,106510000000,-3136000000,20437000000,None,2330000000,4600000000,152000000,-2178000000,200000000,None,None,4600000000,-3136000000,None,10523000000,9862000000,None
2017-01-31,USD,485873000000,463109000000,361256000000,124617000000,32944000000,13643000000,0,None,20497000000,2737000000,101853000000,None,22764000000,None,2367000000,6204000000,100000000,-2267000000,None,None,None,6204000000,-2267000000,None,14293000000,13643000000,None
2016-01-31,USD,482130000000,97041000000,360984000000,121146000000,24105000000,14694000000,0,None,21638000000,386000000,97041000000,None,24105000000,None,2467000000,6558000000,-2467000000,None,None,None,None,6558000000,-2467000000,None,15080000000,14694000000,None
