fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,1799000000,2793000000,994000000,994000000,853000000,720000000,None,1062000000,30000000,-71000000,None,71000000,2863000000,37000000,31000000,267000000,753000000,145000000,-4000000,678000000,381000000,853000000,1120000000,608000000
2022-06-30,USD,2447000000,3458000000,1011000000,1011000000,1482000000,764000000,None,495000000,-6000000,-90000000,None,90000000,3547000000,1000000,36000000,267000000,1312000000,340000000,2000000,1051000000,943000000,1482000000,1749000000,972000000
2022-03-31,USD,2911000000,3660000000,749000000,749000000,1892000000,958000000,None,-282000000,45000000,-57000000,None,57000000,3716000000,49000000,26000000,111000000,1803000000,568000000,17000000,1299000000,1294000000,1892000000,2003000000,1235000000
2021-12-31,USD,1478000000,2070000000,592000000,592000000,904000000,557000000,None,598000000,None,-25000000,None,25000000,2094000000,11000000,19000000,22000000,829000000,154000000,119000000,497000000,584000000,904000000,926000000,675000000
2021-09-30,USD,1516000000,2059000000,543000000,543000000,1083000000,423000000,None,441000000,11000000,-31000000,None,31000000,2090000000,22000000,20000000,21000000,1009000000,213000000,0,861000000,811000000,1083000000,1104000000,797000000
2021-06-30,USD,1542000000,2075000000,533000000,533000000,1154000000,374000000,None,399000000,11000000,-32000000,None,32000000,2106000000,22000000,23000000,22000000,1085000000,287000000,0,857000000,682000000,1154000000,1176000000,798000000
2021-03-31,USD,1460000000,1987000000,527000000,527000000,1081000000,360000000,None,399000000,-4000000,-32000000,None,32000000,2018000000,7000000,19000000,31000000,1003000000,248000000,0,808000000,744000000,1081000000,1112000000,755000000
2020-12-31,USD,1867000000,1867000000,566000000,559000000,656000000,592000000,None,749000000,None,-32000000,None,32000000,1867000000,15000000,23000000,29000000,589000000,135000000,141000000,656000000,494000000,656000000,685000000,454000000
2020-09-30,USD,1021000000,1540000000,517000000,519000000,944000000,341000000,None,363000000,None,-35000000,None,35000000,1575000000,6000000,20000000,32000000,593000000,138000000,279000000,498000000,482000000,944000000,976000000,455000000
2020-06-30,USD,1412000000,1905000000,493000000,493000000,1105000000,295000000,None,326000000,None,-40000000,None,40000000,1944000000,10000000,19000000,32000000,1025000000,233000000,None,842000000,748000000,1105000000,1137000000,792000000
2020-03-31,USD,1242000000,1763000000,518000000,521000000,912000000,314000000,None,343000000,None,-34000000,44000000,34000000,1793000000,-1000000,20000000,29000000,827000000,188000000,None,689000000,603000000,912000000,941000000,639000000
2019-12-31,USD,1735000000,1735000000,516000000,464000000,818000000,350000000,None,2347000000,None,-93000000,96000000,93000000,1735000000,6000000,21000000,30000000,686000000,145000000,198000000,818000000,601000000,818000000,848000000,541000000
2019-09-30,USD,1272000000,1710000000,480000000,438000000,891000000,318000000,None,340000000,None,-32000000,48000000,32000000,1738000000,-8000000,20000000,29000000,806000000,189000000,0,662000000,583000000,891000000,920000000,617000000
2019-06-30,USD,1219000000,1671000000,471000000,452000000,813000000,368000000,None,418000000,None,-37000000,38000000,37000000,1704000000,6000000,21000000,31000000,735000000,180000000,None,602000000,537000000,813000000,844000000,555000000
2019-03-31,USD,1096000000,1535000000,473000000,439000000,705000000,341000000,None,414000000,None,-36000000,None,36000000,1571000000,-103000000,20000000,32000000,523000000,113000000,None,453000000,519000000,705000000,737000000,410000000
2018-12-31,USD,1536000000,1536000000,551000000,411000000,704000000,227000000,None,2107000000,None,-36000000,None,36000000,1536000000,3000000,24000000,-29000000,632000000,120000000,None,704000000,472000000,704000000,675000000,512000000
2018-09-30,USD,2648000000,3054000000,410000000,406000000,704000000,379000000,None,436000000,None,-38000000,None,38000000,3092000000,6000000,20000000,53000000,632000000,137000000,None,535000000,497000000,704000000,757000000,495000000
2018-06-30,USD,2746000000,3192000000,441000000,446000000,672000000,444000000,None,491000000,None,-26000000,None,26000000,3218000000,11000000,19000000,52000000,617000000,156000000,None,501000000,385000000,672000000,724000000,461000000
2018-03-31,USD,1137000000,1567000000,430000000,439000000,711000000,381000000,None,425000000,None,-34000000,None,34000000,1567000000,4000000,21000000,45000000,638000000,147000000,34000000,534000000,500000000,672000000,717000000,491000000
2017-12-31,USD,1157000000,1589000000,432000000,431000000,627000000,483000000,None,2313000000,None,-39000000,None,39000000,1589000000,1000000,21000000,25000000,553000000,290000000,39000000,1007000000,291000000,592000000,617000000,263000000
