fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-06-30,USD,12320524000,68636146000,56315622000,56315622000,2339035000,203136000,None,9981489000,None,-623643000,-594832000,28811000,68520543000,31381000,640700000,772881000,1746773000,388005000,144414000,1358768000,1000000000,2339035000,2548465000,1358768000
2021-06-30,USD,9356749000,51297843000,41941094000,41941094000,1437242000,None,None,7919507000,None,-880137000,-850198000,29939000,50981209000,27623000,635000000,737916000,584728000,60519000,323836000,524209000,1100000000,1437242000,2175158000,524209000
2020-06-30,USD,9901664000,52893310000,42991646000,42991646000,749505000,144477000,None,9152159000,None,-408220000,-380890000,27330000,52893310000,-47901000,705200000,805765000,293384000,77909000,27330000,215475000,104323000,749505000,1126479000,215475000
2019-06-30,USD,11408987000,60113922000,48704935000,48704935000,2330150000,8788205000,None,9078837000,None,-360423000,-339041000,21382000,60180231000,36109000,656600000,763935000,2005836000,331565000,21382000,1674271000,1483811000,2330150000,2791153000,1674271000
2018-06-30,USD,11085391000,58727324000,47641933000,3600000000,2314056000,184100000,None,8771335000,None,-395483000,-367009000,28474000,-53104000,22733000,614800000,765498000,1956224000,525458000,81578000,1430766000,1500000000,2314056000,2750196000,1430766000
