fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-09-30,USD,17492900000,3251100000,956400000,1304400000,None,831400000,13334000000,333800000,None,12234400000,5362900000,6871500000,348000000,None,348000000,1027700000,242300000,8059400000,3467000000,162800000,2387600000,350000000,350000000,1541900000,385500000,2935500000,350000000,None,3285500000,1558800000,307100000,9433500000,1020600000,1928000000,1900000,167500000
2022-06-30,USD,17744900000,3036000000,847400000,1306600000,None,633700000,13880600000,300200000,None,12681800000,5454600,7227200000,599300000,None,459200000,854300000,376300000,8082600000,3286700000,199900000,2202400000,350000000,350000000,1749200000,396600000,2935500000,350000000,None,3285500000,1424000000,287200000,9662300000,1020600000,2185000000,1900000,166200000
2022-03-31,USD,6546300000,3871100000,1732100000,2552200000,13224000,579433000,1919243000,242000000,264105000,941029000,266475000,674600000,820060000,None,820100000,726324000,341700000,2736600000,2105000000,125900000,1872362000,0,0,559099000,250218000,0,None,None,0,1074891000,212100000,3809700000,1020600000,2289000000,1400000,115367000
2021-12-31,USD,6357953000,3705013000,986741000,2465754000,11678000,647907000,1915005000,235957000,None,954294000,274297000,679997000,1479013000,None,1479013000,579674000,331097000,2692216000,2072345000,100720000,1958234000,None,34480000,538577000,244126000,None,None,None,244126000,1026246000,228016000,3665737000,1020584000,2178021000,1391000,115326000
2021-09-30,USD,6619031000,4243458000,856901000,2297532000,12579000,804468000,1754103000,231230000,None,950675000,288090000,662585000,1440631000,None,1440631000,1128879000,185016000,3149363000,2566873000,83401000,2006286000,None,31962000,507045000,239399000,None,None,None,239399000,1499898000,211063000,3469668000,1020584000,2033524000,1390000,115210000
2021-06-30,USD,6314255000,4013612000,1400876000,2536064000,11491000,487171000,1693436000,224880000,None,951298000,305707000,645591000,1135188000,None,1135188000,978886000,171978000,2682948000,2165329000,67136000,1751676000,None,31361000,405967000,188312000,None,None,None,188312000,1242312000,197698000,3618932000,820572000,2023227000,1389000,116425000
2021-03-31,USD,6028218000,4220515000,1422884000,2731576000,17742000,552762000,1438402000,149364000,237145000,778488000,243182000,535306000,1308692000,None,1308692000,918435000,157040000,2696326000,2234715000,71001000,1930662000,None,31595000,351484000,191266000,None,None,None,191266000,1204090000,154511000,3331892000,820572000,1870971000,1376000,115163000
2020-12-31,USD,5966099000,4159959000,1649832000,2422515000,26733000,581136000,1369438000,135257000,None,652153000,117618000,534535000,772683000,None,772683000,1129575000,194428000,2810808000,2341789000,100159000,2046578000,None,30540000,360352000,187375000,None,None,None,187375000,1219614000,171704000,3155291000,820572000,1652159000,1375000,115083000
2020-09-30,USD,5836154000,3932098000,1345099000,2385885000,26934000,787818000,1500666000,133404000,None,647392000,126392000,521000000,1040786000,None,1040786000,731461000,156332000,2934872000,2325835000,85103000,2191888000,None,29051000,306602000,179844000,None,None,None,179844000,1148617000,122929000,2901282000,820572000,1469911000,1373000,114928000
2020-06-30,USD,5369241000,3686933000,1404124000,2284949000,19486000,685169000,1272346000,128904000,None,436571000,46746000,389825000,880825000,None,880825000,697329000,138435000,2718213000,2148740000,56410000,1921902000,None,27602000,268503000,181108000,None,None,None,181108000,1136628000,82146000,2651028000,820572000,1370590000,1367000,114268000
