fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,21994000000,27710000000,5716000000,5716000000,5664000000,7164000000,9170000000,17237000000,None,-4000000,None,4000000,27714000000,-88000000,2130000000,137000000,5576000000,1181000000,4000000,4395000000,2752000000,5664000000,5717000000,4395000000
2022-06-30,USD,23626000000,28818000000,5192000000,5192000000,8358000000,6582000000,8690000000,15420000000,None,-4000000,91000000,4000000,28822000000,-172000000,1930000000,148000000,8186000000,1499000000,4000000,6687000000,5272000000,8358000000,8338000000,6687000000
2022-03-31,USD,21899000000,27904000000,6005000000,6005000000,8524000000,5672000000,7707000000,13517000000,None,-4000000,384000000,4000000,27908000000,384000000,2120000000,138000000,8908000000,1443000000,4000000,7465000000,6162000000,8524000000,9050000000,7465000000
2021-12-31,USD,27179000000,33527000000,6348000000,6348000000,12585000000,7692000000,7046000000,14873000000,None,-4000000,117000000,4000000,33531000000,118000000,1970000000,135000000,12703000000,2418000000,4000000,10285000000,9799000000,12585000000,12842000000,10285000000
2021-09-30,USD,23235000000,29006000000,5771000000,5771000000,10423000000,6500000000,6316000000,13028000000,None,-4000000,120000000,4000000,29010000000,142000000,1870000000,212000000,10565000000,1371000000,4000000,9194000000,8702000000,10423000000,10781000000,9194000000
2021-06-30,USD,23674000000,29073000000,5399000000,5399000000,12367000000,5215000000,6096000000,11516000000,None,-4000000,121000000,4000000,29077000000,146000000,1860000000,205000000,12513000000,2119000000,4000000,10394000000,10525000000,12367000000,12722000000,10394000000
2021-03-31,USD,21036000000,26167000000,5131000000,5131000000,11378000000,4465000000,5197000000,9861000000,None,-4000000,118000000,4000000,26171000000,125000000,1850000000,199000000,11503000000,2006000000,4000000,9497000000,8724000000,11378000000,11706000000,9497000000
2020-12-31,USD,22730000000,27940000000,5210000000,5210000000,12775000000,4880000000,5207000000,10282000000,None,-3000000,136000000,3000000,27943000000,280000000,1740000000,195000000,13055000000,1836000000,3000000,11219000000,11838000000,12775000000,13253000000,11219000000
2020-09-30,USD,17272000000,21466000000,4194000000,4194000000,8040000000,4473000000,4763000000,9424000000,None,-4000000,146000000,4000000,21470000000,93000000,1580000000,188000000,8133000000,287000000,4000000,7846000000,8296000000,8040000000,8325000000,7846000000
2020-06-30,USD,14854000000,18683000000,3829000000,3829000000,5963000000,4433000000,4462000000,9073000000,None,-4000000,162000000,4000000,18687000000,168000000,1580000000,178000000,6131000000,953000000,4000000,5178000000,5580000000,5963000000,6313000000,5178000000
2020-03-31,USD,14275000000,17734000000,3459000000,3459000000,5893000000,4370000000,4015000000,8753000000,None,-3000000,228000000,3000000,17737000000,-32000000,1490000000,171000000,5861000000,959000000,3000000,4902000000,4847000000,5893000000,6035000000,4902000000
2019-12-31,USD,17475000000,20966000000,3491000000,3491000000,8858000000,4855000000,3878000000,8893000000,None,-11000000,249000000,11000000,20977000000,311000000,1360000000,160000000,9169000000,1820000000,11000000,7349000000,7709000000,8858000000,9340000000,7349000000
2019-09-30,USD,14493000000,17648000000,3155000000,3155000000,7185000000,3764000000,3548000000,7508000000,None,-4000000,258000000,4000000,17652000000,144000000,1270000000,196000000,7329000000,1238000000,4000000,6091000000,5725000000,7185000000,7529000000,6091000000
2019-06-30,USD,13576000000,16883000000,3307000000,3307000000,4626000000,5638000000,3315000000,9156000000,None,-3000000,219000000,3000000,16886000000,206000000,1340000000,203000000,4832000000,2216000000,3000000,2616000000,2914000000,4626000000,5038000000,2616000000
2019-03-31,USD,12261000000,15077000000,2816000000,2816000000,3317000000,6084000000,2860000000,9100000000,None,-2000000,198000000,2000000,15077000000,165000000,1200000000,156000000,3482000000,1053000000,2000000,2429000000,2408000000,3317000000,3640000000,2429000000
2018-12-31,USD,13896000000,16692000000,2796000000,2796000000,7820000000,3443000000,2855000000,6532000000,None,None,None,187000000,16701000000,151000000,None,157000000,7971000000,1089000000,None,6882000000,6899000000,7820000000,7977000000,6882000000
2018-09-30,USD,11309000000,13727000000,2418000000,2418000000,5781000000,2871000000,2657000000,5684000000,None,None,None,176000000,13727000000,131000000,None,156000000,5912000000,775000000,None,5137000000,5078000000,5781000000,5937000000,5137000000
2018-06-30,USD,11017000000,13231000000,2214000000,2214000000,5863000000,2631000000,2523000000,5312000000,None,None,None,143000000,13231000000,5000000,None,158000000,5868000000,762000000,None,5106000000,4713000000,5863000000,6021000000,5106000000
2018-03-31,USD,10039000000,11966000000,1927000000,1927000000,5449000000,2352000000,2238000000,4759000000,None,None,None,145000000,11966000000,161000000,None,169000000,5610000000,622000000,None,4988000000,4921000000,5449000000,5618000000,4988000000
2017-12-31,USD,11361000000,12972000000,1611000000,1611000000,7352000000,2060000000,1949000000,4227000000,None,None,None,126000000,-27687000000,109000000,None,170000000,7462000000,3193000000,None,4269000000,4242000000,7352000000,7522000000,4269000000
