fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,1979667000,5657054000,5240588000,3695607000,428540000,1458418000,None,1551127000,None,-18220000,18220000,18220000,5675274000,7616000,None,86563000,417936000,105578000,18220000,312358000,191270000,436156000,522719000,312358000
2022-06-30,USD,1960799000,5684969000,5091520000,3641615000,507995000,1364015000,None,1452804000,None,-20248000,20248000,20248000,5602414000,3820000,None,85890000,491567000,119038000,20248000,372529000,224178000,511815000,597705000,372529000
2022-03-31,USD,1825947000,5274785000,4960036000,3468688000,330105000,1403979000,None,1495842000,None,-19850000,19850000,19850000,5294635000,15461000,None,87369000,325716000,79878000,19850000,245838000,298700000,345566000,432935000,245838000
2021-12-31,USD,1693449000,4803209000,4465274000,3109760000,1693449000,1279265000,None,1355368000,None,-12023000,2274000,12023000,4803209000,19848000,None,72594000,345906000,89907000,12023000,255999000,1693449000,357929000,430523000,255999000
2021-09-30,USD,1710767000,4803891000,4518971000,3108082000,295594000,1338768000,None,1415173000,None,-14958000,-791000,14167000,4818849000,17547000,None,72121000,298974000,70389000,14958000,228585000,159053000,313932000,386053000,228585000
2021-06-30,USD,1689105000,4767631000,4517902000,3094633000,260799000,1349309000,None,1428306000,None,-16107000,-745000,15362000,4783738000,24170000,None,73960000,269607000,73111000,16107000,196496000,216702000,284969000,358929000,196496000
2021-03-31,USD,1540815000,4445652000,4191359000,2923899000,268446000,1195164000,None,1272369000,None,-19062000,-738000,18324000,4464714000,35737000,None,72296000,285859000,68149000,19062000,217710000,230452000,304183000,376479000,217710000
2020-12-31,USD,1448110000,4251594000,4056366000,2803484000,1448110000,1132297000,None,1213190000,None,-21495000,-2665000,18830000,4251594000,9456000,None,69758000,225118000,53914000,21495000,171632000,1448110000,243948000,313706000,171204000
2020-09-30,USD,1528066000,4344298000,4062241000,2842020000,302212000,1140156000,None,1225854000,None,-25788000,25788000,25788000,4370086000,21241000,None,69097000,292278000,64747000,25788000,232918000,273331000,318066000,387163000,227531000
2020-06-30,USD,1290487000,3797762000,4102842000,2532740000,-290915000,971589000,None,1581402000,None,-25465000,25465000,25465000,3823227000,11944000,None,66733000,-505307000,59065000,25465000,-363501000,-443415000,-479842000,-413109000,-564372000
2020-03-31,USD,1388178000,4538563000,4363366000,2704348000,188866000,1142697000,None,1219452000,None,-20969000,-4000,20965000,4559532000,12832000,None,67254000,174782000,38247000,20969000,122346000,-55486000,195747000,263001000,136535000
2019-12-31,USD,1478948000,4279890000,4640817000,2800942000,1478948000,1163196000,None,1336960000,None,-22047000,-4209000,17838000,4279890000,19797000,None,70295000,31092000,22174000,22047000,79016000,1478948000,48930000,119225000,8918000
2019-09-30,USD,1505233000,4988538000,4729412000,3020051000,283918000,1175699000,None,1242558000,None,-26485000,-34000,26451000,5015023000,47655000,None,65667000,299110000,71623000,26485000,212256000,154086000,325561000,391228000,227487000
2019-06-30,USD,1482704000,4910964000,4618746000,2975227000,309552000,1127296000,None,1195493000,None,-23296000,-34000,23262000,4934260000,18250000,None,62684000,297110000,72680000,23296000,209519000,219238000,320372000,383056000,224430000
2019-03-31,USD,1392798000,4685913000,4487862000,3228665000,245002000,1203905000,None,1269851000,None,-23883000,50920000,23883000,4709796000,-2922000,None,61977000,211512000,51262000,23883000,145684000,207867000,235395000,297372000,160250000
2018-12-31,USD,1078127000,4575957000,4339408000,1622197000,579333000,839949000,None,894260000,None,-26256000,-129000,26127000,4602213000,15573000,None,49688000,234253000,47554000,26256000,125759000,33898000,260380000,310068000,186699000
2018-09-30,USD,1484235000,4697838000,4419035000,3238687000,298948000,1119266000,None,1185287000,None,-25084000,None,25084000,4722922000,17871000,None,61082000,291735000,71508000,25084000,220227000,201300000,316819000,377901000,220227000
2018-06-30,USD,1521586000,4795589000,4507147000,3300479000,311252000,1148217000,None,1210334000,None,-26476000,None,26476000,4822065000,15495000,None,58451000,300271000,73299000,26476000,226972000,102879000,326747000,385198000,226972000
2018-03-31,USD,1435807000,9148479000,4342621000,3150487000,240972000,1133771000,None,1194835000,None,-24109000,None,24109000,4586294000,12456000,None,58363000,229319000,52743000,24109000,176576000,209910000,253428000,311791000,176576000
2017-12-31,USD,1284075000,4183630000,4250772000,2923001000,472534000,1010434000,None,1065235000,None,-18223000,None,18223000,-12083685000,21384000,None,50051000,222001000,113818000,18223000,108183000,132525000,240224000,290275000,108183000
