fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-08-31,USD,75191000,464097000,388906000,241944000,132219000,123847000,None,-495685000,None,-14304000,14304000,14304000,499297000,-1487000,None,21800000,116399000,11977000,None,104451000,73173000,132219000,154019000,104422000
2022-05-31,USD,75754000,488751000,412997000,222618000,97254000,119881000,None,511378000,None,-12051000,12051000,12051000,488751000,77000,None,21500000,85310000,10400000,None,74880000,53624000,97254000,118754000,74910000
2022-02-28,USD,316943000,431119000,114176000,199395000,123348000,108376000,None,307771000,None,-1673000,1673000,1673000,431119000,281000,None,13395000,121956000,12018000,None,109938000,111760000,123348000,136743000,109938000
2021-11-30,USD,308478000,422825000,114347000,207149000,122661000,94915000,None,302064000,None,-1900000,1494000,1900000,424725000,-1237000,None,19432000,119930000,12283000,1900000,107647000,88939000,122661000,141262000,107647000
2021-08-31,USD,-517877000,411500000,929377000,197532000,119176000,95186000,None,-141212000,None,-2100000,1712000,2100000,405500000,-5415000,None,47791000,118416000,17354000,2100000,101043000,81358000,119176000,166967000,101062000
2021-05-31,USD,320959000,397558000,76599000,205257000,117702000,76599000,None,281856000,None,-2000000,1839000,2000000,399558000,-1587000,None,8200000,114279000,13600000,2000000,100676000,109917000,117702000,124479000,100679000
2021-02-28,USD,309756000,389888000,80132000,195523000,116133000,80132000,None,275655000,None,-1900000,1814000,1900000,391788000,347000,None,15672000,114666000,18023000,1900000,96666000,107223000,116133000,132238000,96643000
2020-11-30,USD,291729000,386106000,94377000,188088000,121031000,79087000,None,267175000,None,-2100000,1029000,2100000,388206000,230000,None,15290000,120232000,19026000,2100000,101206000,101423000,121031000,137622000,101206000
2020-08-31,USD,98577000,383590000,285013000,183568000,98577000,101445000,None,101445000,None,-900000,1100000,2000000,383590000,-10436000,None,41681000,96179000,7100000,2000000,98577000,124846000,98577000,139860000,89079000
2020-05-31,USD,289443000,371183000,81740000,170703000,121640000,81740000,None,252443000,None,-2900000,2211000,2900000,374083000,-289000,None,13037000,119116000,17900000,2900000,101240000,92635000,121640000,135053000,101216000
2020-02-29,USD,282475000,369780000,87305000,176218000,106257000,87305000,None,263523000,None,-3800000,2661000,3800000,369780000,-487000,None,13906000,103086000,14400000,3800000,88686000,86913000,106257000,120792000,88686000
2019-11-30,USD,278143000,366658000,88515000,164957000,113186000,88515000,None,253472000,None,-4200000,3131000,4200000,366658000,-1314000,None,14390000,108741000,14784000,4200000,93957000,103795000,113186000,127331000,93957000
2019-08-31,USD,111568000,364478000,252715000,167730000,111568000,84985000,None,84985000,None,-3200000,1500000,4700000,364283000,-16325000,None,7400000,108289000,16762000,4700000,111568000,82105000,111568000,120389000,91527000
2019-05-31,USD,111240000,364533000,253293000,163832000,117240000,83461000,None,247293000,None,-5200000,3856000,5200000,364533000,521000,None,6000000,113365000,21100000,5200000,92265000,80779000,117240000,124565000,92265000
2019-02-28,USD,102888000,354895000,252007000,165108000,108688000,81099000,None,246207000,None,-4339000,None,4339000,354895000,None,None,5800000,104349000,19647000,None,84702000,90255000,108688000,114488000,84702000
2018-11-30,USD,94458000,351459000,257001000,166776000,100539000,84325000,None,251101000,None,None,None,4596000,351459000,None,None,5900000,95943000,11647000,None,84296000,75830000,100539000,106439000,84296000
2018-08-31,USD,176394000,345861000,169467000,169467000,88356000,88038000,217100000,257506000,None,None,None,4421000,345861,-4421000,None,6100000,83935000,15112000,None,88356000,58469000,88356000,94456000,68823000
2018-05-31,USD,174838000,339911000,165073000,165073000,93265000,81573000,None,246646000,None,None,None,4300000,0,-3754000,None,6200000,89511000,14765000,None,74746000,52259000,93265000,99465000,74746000
2018-02-28,USD,171999000,335231000,163232000,163232000,95485000,76514000,None,239746000,None,None,None,3600000,335231000,-3272000,None,6200000,92213000,39076000,None,53137000,61269000,95485000,101685000,53137000
2017-11-30,USD,167617000,329141000,161524000,161524000,89098000,78519000,None,240043000,None,None,None,3400000,-17000,-2919000,None,6200000,86179000,15800000,None,70379000,78369000,89098000,95298000,70379000
