fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,2794000000,3021000000,227000000,64000000,820000000,163000000,None,649000000,None,-291000000,97000000,291000000,4967000000,-6000000,None,500000000,696000000,96000000,291000000,621000000,596000000,987000000,1487000000,600000000
2022-06-30,USD,2330000000,2490000000,160000000,1868000000,472000000,160000000,None,625000000,None,-281000000,116000000,281000000,4579000000,6000000,None,506000000,355000000,-45000000,281000000,407000000,405000000,636000000,1142000000,400000000
2022-03-31,USD,2370000000,2524000000,154000000,1725000000,654000000,154000000,None,548000000,None,-286000000,149000000,286000000,4102000000,5000000,None,498000000,498000000,118000000,286000000,392000000,385000000,784000000,1282000000,380000000
2021-12-31,USD,3015000000,3257000000,242000000,2147000000,937000000,169000000,None,569000000,None,-295000000,109000000,295000000,4137000000,2000000,None,454000000,820000000,198000000,295000000,584000000,698000000,1115000000,1569000000,622000000
2021-09-30,USD,2323000000,2475000000,152000000,1967000000,355000000,152000000,None,561000000,None,-292000000,133000000,292000000,3748000000,4000000,None,487000000,218000000,53000000,292000000,173000000,166000000,510000000,997000000,165000000
2021-06-30,USD,2169000000,2283000000,114000000,1178000000,600000000,114000000,None,493000000,None,-298000000,161000000,298000000,2270000000,2000000,None,463000000,423000000,119000000,298000000,322000000,294000000,721000000,1184000000,304000000
2021-03-31,USD,2489000000,2612000000,123000000,1391000000,739000000,123000000,None,483000000,None,-294000000,161000000,294000000,2629000000,-2000000,None,438000000,567000000,141000000,294000000,435000000,422000000,861000000,1299000000,426000000
2020-12-31,USD,1479000000,2092000000,613000000,836000000,518000000,112000000,None,445000000,None,-290000000,196000000,290000000,2071000000,-29000000,None,1721000000,171000000,55000000,290000000,140000000,180000000,461000000,2169000000,116000000
2020-09-30,USD,1819000000,1933000000,114000000,827000000,641000000,114000000,None,450000000,None,-292000000,184000000,292000000,1918000000,-23000000,None,1285000,420000000,111000000,292000000,323000000,325000000,712000000,712000000,309000000
2020-06-30,USD,1654000000,1781000000,127000000,716000000,612000000,127000000,None,447000000,None,-294000000,185000000,294000000,1766000000,5000000,None,None,420000000,117000000,294000000,315000000,332000000,714000000,714000000,303000000
2020-03-31,USD,675000000,1913000000,1238000000,838000000,431000000,113000000,None,450000000,None,-296000000,271000000,296000000,1898000000,4000000,None,None,-721000000,-204000000,296000000,-570000000,-523000000,-425000000,-425000000,-517000000
2019-12-31,USD,1241000000,2107000000,866000000,980000000,234000000,148000000,None,527000000,None,-298000000,208000000,298000000,2100000000,14000000,None,None,215000000,91000000,298000000,82000000,191000000,513000000,513000000,124000000
2019-09-30,USD,1859000000,1999000000,140000000,888000000,628000000,130000000,None,494000000,None,-296000000,196000000,296000000,1985000000,1000000,None,None,298000000,77000000,296000000,242000000,220000000,594000000,594000000,221000000
2019-06-30,USD,1782000000,2041000000,259000000,931000000,498000000,152000000,None,539000000,None,-296000000,85000000,296000000,2143000000,7000000,None,None,408000000,98000000,296000000,324000000,312000000,704000000,704000000,310000000
2019-03-31,USD,1852000000,2054000000,202000000,981000000,561000000,128000000,None,468000000,None,-296000000,215000000,296000000,2034000000,11000000,None,None,264000000,69000000,296000000,214000000,198000000,560000000,560000000,195000000
2018-12-31,USD,1701000000,2204000000,503000000,1149000000,-634000000,133000000,None,-186000000,None,-294000000,None,294000000,2181000000,-7000000,None,None,-730000000,-159000000,294000000,-895000000,-550000000,-436000000,-436000000,-571000000
2018-09-30,USD,2129000000,2303000000,174000000,1245000000,501000000,174000000,None,563000000,None,-270000000,None,270000000,2280000000,52000000,None,None,319000000,190000000,270000000,200000000,134000000,589000000,589000000,129000000
2018-06-30,USD,1259000000,2091000000,832000000,636000000,410000000,130000000,None,518000000,None,-275000000,None,275000000,2075000000,26000000,None,None,187000000,52000000,275000000,269000000,136000000,462000000,462000000,135000000
2018-03-31,USD,1343000000,2088000000,745000000,613000000,491000000,132000000,None,489000000,None,-273000000,None,273000000,2073000000,21000000,None,None,207000000,55000000,273000000,270000000,157000000,480000000,480000000,152000000
2017-12-31,USD,2140000000,2228000000,88000000,680000000,-155000000,142000000,None,584000000,None,-265000000,None,265000000,1095000000,-149000000,None,None,-413000000,-2100000000,265000000,1287000000,1780000000,-148000000,-148000000,1687000000
