fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,1460300000,2508500000,1048200000,469500000,388400000,563300000,549200000,624200000,23900000,-59900000,23900000,59900000,491700000,1700000,64200000,120700000,1370900000,236200000,59900000,1134900000,1081500000,1430800000,1551500000,1134700000
2022-06-30,USD,1461900000,2589100000,1127200000,484000000,-181300000,572600000,528600000,2071800000,12600000,-65800000,12600000,65800000,1485500000,-26200000,67200000,134800000,1274700000,216700000,65800000,1052800000,1062800000,1340500000,1475300000,1058000000
2022-03-31,USD,1104900000,2531800000,1426900000,753900000,610700000,634900000,551700000,1224700000,2900000,-66100000,2900000,66100000,-8100000,-700000,76300000,143100000,429400000,125600000,66100000,218500000,295300000,495500000,638600000,303800000
2021-12-31,USD,404500000,2733800000,2329300000,660100000,587100000,787900000,699500000,2368700000,2800000,-66300000,2800000,66300000,1700000,-1600000,66600000,134700000,811400000,443200000,66300000,-20500000,398100000,877700000,1012400000,368200000
2021-09-30,USD,1613000000,2778900000,1165900000,511800000,794000000,654100000,702400000,1356500000,2600000,-66300000,2600000,66300000,-11000000,-1000000,65100000,133200000,303300000,-25900000,66300000,317000000,364400000,369600000,502800000,329200000
2021-06-30,USD,1678000000,2775000000,1097000000,459700000,485700000,637300000,603100000,1240400000,2700000,-56400000,2700000,56400000,-400000,-3000000,54700000,72900000,39400000,-409100000,56400000,991200000,451000000,95800000,168700000,448500000
2021-03-31,USD,1620900000,2694000000,1073100000,478100000,973900000,595000000,514200000,1109200000,2900000,-64700000,2900000,64700000,-2400000,100000,48800000,146900000,454400000,44200000,64700000,404600000,534900000,519100000,666000000,410200000
2020-12-31,USD,2361900000,2852600000,490700000,490600000,-330600000,806200000,1726100000,2708300000,4000000,-56000000,4000000,56000000,6800000,2500000,50700000,58800000,371200000,13300000,56000000,2361900000,284400000,427200000,486000000,357900000
2020-09-30,USD,2927000000,3376100000,449100000,449100000,1086400000,573100000,1140900000,1777300000,6000000,-56300000,6000000,56300000,3100000,700000,51500000,63300000,942300000,240800000,56300000,717000000,657000000,998600000,1061900000,701500000
2020-06-30,USD,3270500000,3681600000,411100000,411100000,1974500000,555100000,647600000,1264200000,7600000,-66000000,7600000,66000000,10400000,4200000,51300000,61500000,1988200000,446100000,66000000,1606500000,1510400000,2054200000,2115700000,1542100000
2020-03-31,USD,3080000000,3534300000,454300000,454300000,1819900000,570100000,551300000,1192900000,24400000,-44300000,24400000,44300000,-18900000,-4400000,48400000,71500000,1691100000,292000000,44300000,1392600000,1385000000,1735400000,1806900000,1399100000
2019-12-31,USD,3224200000,3671300000,447100000,447100000,1777700000,664900000,691700000,1263700000,29200000,-46000000,29200000,46000000,-5500000,-36000000,45200000,-148200000,1715800000,276100000,46000000,3224200000,1396800000,1761800000,1613600000,1439700000
2019-09-30,USD,3170100000,3600100000,430000000,430000000,1806300000,554500000,540400000,1361400000,30500000,-45800000,30500000,45800000,-8600000,-3700000,45500000,283900000,1757200000,211300000,45800000,1545900000,1706500000,1803000000,2086900000,1545900000
2019-06-30,USD,3140400000,3616700000,476300000,476300000,1955900000,587600000,484800000,1141000000,29100000,-47700000,29100000,47700000,44600000,-7100000,47000000,70100000,1742200000,248100000,47700000,1494100000,1461000000,1789900000,1860000000,1494100000
2019-03-31,USD,2887800000,3489800000,602000000,602000000,1502700000,567700000,563700000,1200000000,31200000,-47900000,31200000,47900000,-2200000,-200000,52900000,68200000,1831300000,422500000,47900000,1408800000,1429400000,1879200000,1947400000,1408800000
2018-12-31,USD,3037800000,3526300000,488500000,488500000,1443100000,591100000,611600000,1093500000,31100000,-49400000,None,49400000,3900000,-1700000,75400000,-112000000,1416400000,469600000,49400000,3037800000,954700000,1465800000,1353800000,946800000
2018-09-30,USD,2978200000,3439000000,460800000,460800000,1697600000,497700000,535400000,1321000000,26000000,-49000000,None,49000000,200000,-3200000,64800000,281900000,1814200000,369800000,49000000,1442900000,1457700000,1863200000,2145100000,1444400000
2018-06-30,USD,2935500000,3356500000,421000000,421000000,1213200000,516200000,1056000000,1681200000,28700000,-51700000,None,51700000,-13000000,-3800000,64200000,107400000,1130300000,263700000,51700000,915000000,908900000,1182000000,1289400000,866600000
2018-03-31,USD,2685100000,3131100000,446000000,446000000,1534700000,501300000,506700000,1113500000,26700000,-50500000,None,50500000,-1000000,-1800000,65000000,103900000,1495400000,322500000,50500000,1171200000,1185900000,1545900000,1649800000,1172900000
2017-12-31,USD,2797800000,3307000000,509200000,509200000,1466200000,572000000,587600000,1300700000,24300000,-62000000,None,62000000,-2100000,-5300000,None,139800000,1268700000,1566100000,62000000,2797800000,-286400000,1330700000,1470500000,-297400000
