fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-06-30,USD,12597088000,7168911000,1584908000,1584908000,2146889000,1812977000,5778809000,849929000,904895000,3514463000,1194414000,2320049000,1174446000,None,1123100000,502137000,484612000,11197998000,2871083000,443338000,1134618000,0,0,2199643000,113587000,6660718000,None,None,6660718000,1545039000,882642000,1401351000,None,366882000,142000,141804000
2021-06-30,USD,10271124000,5696248000,1434610000,1434610000,1575380000,1306579000,4943958000,663027000,822326000,3196483000,1185311000,2011172000,1098094000,None,1059912000,320867000,444905000,6895482000,2103227000,342083000,755278000,20000000,20000000,1861695000,103061000,3422767000,20000000,None,3442767000,1161016000,631290000,3377554000,None,1277123000,153000,152776000
2020-06-30,USD,9279960000,4723545000,1234409000,1331016000,1310985000,1109813000,4870692000,519824000,754599000,3436815000,1391413000,2045402000,748140000,None,746063000,324675000,362979000,6598950000,1699786000,264280000,762380000,0,0,5432407000,99879000,3469670000,0,3469670000,3469670000,865776000,672284000,2665424000,None,654930000,155000,155461000
2019-06-30,USD,9008516000,4315075000,1015994000,1739385000,1262500000,990113000,4694881000,448799000,745389000,3772528000,1560670000,2211858000,725948000,None,723391000,323077000,265973000,6330823000,1768486000,202416000,None,249999000,249999000,4331940000,None,3423382000,249999000,3173383000,3423382000,827054000,587897000,2659108000,None,714825000,159000,159475000
2018-06-30,USD,5638619000,4549000000,1404382000,2880318000,931845000,651678000,1074369000,286306000,698368000,374031000,19333000,354698000,1481321000,None,1475936000,85159000,236082000,4018108000,1214270000,169354000,None,None,2237402000,3219213000,None,2237402000,0,2237402000,2237402000,696080000,493242000,1620511000,None,1056445000,156000,156048000
