fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,575300000,1515700000,940400000,21200000,190000000,278700000,None,383800000,None,-26600000,26600000,26600000,1522400000,9800000,21200000,93800000,175400000,30300000,26600000,144600000,-37900000,202000000,295800000,145100000
2022-06-30,USD,569800000,1439900000,870100000,20900000,197400000,275600000,None,372800000,None,-23200000,23200000,23200000,1440600000,7400000,20900000,83600000,180400000,41900000,24300000,137000000,-81000000,203600000,287200000,138500000
2022-03-31,USD,526100000,1337000000,810900000,22300000,157000000,265500000,None,367400000,None,-19000000,19000000,19000000,1340800000,4600000,22300000,86200000,136100000,32400000,19000000,105100000,73800000,155100000,241300000,103700000
2021-12-31,USD,509400000,1418800000,909400000,23700000,140400000,255900000,None,6600000,None,-19400000,19400000,19400000,1417200000,3900000,23700000,89600000,245400000,-47600000,19400000,163300000,332700000,264800000,354400000,293000000
2021-09-30,USD,514300000,1325000000,810700000,22200000,163900000,252600000,None,352100000,None,-22500000,22500000,22500000,1314900000,3500000,22200000,80300000,128700000,2700000,31500000,130200000,80200000,151200000,231500000,126000000
2021-06-30,USD,512700000,1279100000,766400000,18000000,140100000,267200000,None,380700000,None,-22700000,22700000,22700000,1275700000,34100000,18000000,80300000,246400000,12500000,22700000,137600000,284300000,269100000,349400000,233900000
2021-03-31,USD,452100000,1129500000,677400000,25300000,121300000,252300000,None,368500000,None,-23100000,23100000,23100000,1387900000,2500000,25300000,93700000,-79800000,10600000,23100000,89800000,-189000000,-56700000,37000000,-90400000
2020-12-31,USD,463000000,1218500000,755500000,40200000,114900000,222200000,None,490600000,None,-24400000,24400000,24400000,1503800000,3000000,29500000,102300000,138700000,-12900000,24400000,106900000,313200000,163100000,265400000,151600000
2020-09-30,USD,430000000,1112500000,682500000,23200000,69000000,218600000,None,419900000,None,-28800000,28800000,28800000,1329000000,2600000,28600000,114200000,42300000,12800000,28800000,29600000,175300000,71100000,185300000,29500000
2020-06-30,USD,308600000,1025400000,716800000,26700000,-45000000,209100000,None,442800000,None,-30800000,30800000,30800000,1259200000,2300000,29900000,114600000,-99200000,78400000,30800000,-153000000,-126700000,-68400000,46200000,-177600000
2020-03-31,USD,217700000,703500000,485800000,15000000,-76100000,147200000,None,355000000,None,-27100000,27100000,27100000,795300000,200000,17100000,57300000,-103800000,-67000000,29100000,-38000000,-124900000,-76700000,-19400000,-36800000
2019-12-31,USD,91900000,171400000,79500000,11000000,-33600000,86600000,None,216300000,None,-20900000,-500000,20400000,600000000,1600000,13500000,34500000,9400000,-16300000,20900000,-36100000,72200000,29800000,64300000,25700000
2019-09-30,USD,221500000,596700000,375200000,10500000,72900000,95300000,None,157300000,None,-23200000,23200000,23200000,597300000,600000,12700000,30800000,50300000,9000000,23200000,41300000,-2300000,73500000,104300000,41300000
2019-06-30,USD,234400000,629100000,394700000,11000000,74600000,110700000,None,160500000,None,-22400000,22400000,22400000,628300000,1200000,13500000,31200000,53200000,8300000,22600000,44900000,39200000,75600000,106800000,44900000
2019-03-31,USD,230500000,620300000,389800000,11800000,80200000,117000000,None,154700000,None,-22400000,22400000,22400000,617200000,1300000,14100000,33700000,59100000,12000000,22400000,47100000,49100000,81500000,115200000,47100000
2018-12-31,USD,269000000,712700000,443700000,10900000,134100000,104200000,None,170500000,None,-23100000,None,23100000,715000000,500000,13400000,34900000,111400000,16900000,23200000,94500000,73900000,134500000,169400000,94500000
2018-09-30,USD,262400000,689300000,426900000,11100000,117700000,107700000,None,150200000,None,-24400000,None,24400000,689200000,2400000,13400000,31000000,94800000,22600000,25300000,72200000,59200000,119200000,150200000,72200000
2018-06-30,USD,249300000,668200000,418900000,11400000,101400000,115800000,None,147900000,None,-26100000,None,26100000,670400000,2400000,13700000,31500000,77500000,17200000,26300000,60300000,200000,103600000,135100000,60300000
2018-03-31,USD,231900000,619600000,387700000,11400000,89800000,106900000,None,143600000,None,-26000000,None,26000000,617000000,2000000,14100000,33600000,65800000,23400000,26000000,42400000,88600000,91800000,125400000,42400000
2017-12-31,USD,253500000,665000000,411500000,13400000,77900000,107300000,210800000,206700000,None,-25300000,None,25300000,-1800000,1000000,15600000,33500000,53600000,-90000000,25300000,143600000,195500000,78900000,112400000,143600000
