fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,8296000000,10504000000,2208000000,6375000000,1710000000,2208000000,351000000,2559000000,68000000,-173000000,105000000,173000000,10677000000,-4000000,244000000,838000000,1526000000,31000000,173000000,1498000000,1291000000,1710000000,2537000000,1495000000
2022-06-30,USD,8613000000,10822000000,2209000000,6371000000,2001000000,2209000000,365000000,2574000000,36000000,-148000000,36000000,148000000,10970000000,28000000,236000000,836000000,1862000000,198000000,148000000,1668000000,1283000000,2001000000,2846000000,1664000000
2022-03-31,USD,-26000000,11818000000,6354000000,6354000000,2821000000,2277000000,364000000,2641000000,None,-118000000,18000000,136000000,-26000000,-163000000,250000000,859000000,275000000,301000000,26000000,-26000000,2201000000,2821000000,3511000000,-26000000
2021-12-31,USD,7093000000,9996000000,2903000000,5448000000,2538000000,2278000000,392000000,3295000000,11000000,-161000000,11000000,161000000,10157000000,-520000000,217000000,466000000,1861000000,203000000,731000000,1659000000,1984000000,2538000000,2488000000,1658000000
2021-09-30,USD,7198000000,9202000000,2004000000,4679000000,2278000000,2004000000,351000000,2355000000,9000000,-128000000,119000000,128000000,9330000000,18000000,205000000,423000000,2173000000,271000000,128000000,1903000000,1878000000,2278000000,2724000000,1902000000
2021-06-30,USD,7252000000,9151000000,1899000000,4749000000,2163000000,1899000000,343000000,2242000000,11000000,-122000000,11000000,122000000,9273000000,-3000000,211000000,449000000,2047000000,219000000,122000000,1829000000,1760000000,2163000000,2618000000,1828000000
2021-03-31,USD,-197000000,9584000000,2249000000,4697000000,3049000000,1826000000,320000000,2569000000,12000000,-125000000,12000000,125000000,-197000000,-183000000,198000000,423000000,219000000,416000000,197000000,-197000000,2582000000,3049000000,767000000,-197000000
2020-12-31,USD,7932000000,10428000000,2496000000,4994000000,3071000000,2077000000,376000000,2896000000,12000000,-146000000,12000000,146000000,10574000000,-40000000,191000000,411000000,2892000000,394000000,146000000,2498000000,2661000000,3071000000,3449000000,2498000000
2020-09-30,USD,6785000000,8377000000,1592000000,4190000000,2426000000,1592000000,296000000,1888000000,9000000,-144000000,135000000,144000000,8521000000,-39000000,161000000,414000000,2252000000,319000000,144000000,1933000000,1952000000,2426000000,2810000000,1933000000
2020-06-30,USD,5070000000,6780000000,1710000000,3540000000,1391000000,1710000000,264000000,1974000000,8000000,-137000000,8000000,137000000,6917000000,-9000000,157000000,417000000,1253000000,97000000,137000000,1156000000,1255000000,1391000000,1807000000,1156000000
2020-03-31,USD,4098000000,6104000000,2006000000,3490000000,906000000,1551000000,245000000,2261000000,36000000,-126000000,36000000,126000000,6230000000,12000000,149000000,425000000,828000000,40000000,126000000,788000000,379000000,906000000,1379000000,788000000
2019-12-31,USD,3035000000,6829000000,1963000000,3794000000,1232000000,1512000000,262000000,2245000000,45000000,-142000000,45000000,142000000,6829000000,-95000000,148000000,428000000,3071000000,36000000,284000000,1002000000,1045000000,1232000000,3641000000,3035000000
2019-09-30,USD,2763000000,6108000000,1539000000,3509000000,946000000,1539000000,247000000,1786000000,52000000,-164000000,52000000,164000000,6272000000,-12000000,141000000,434000000,822000000,62000000,164000000,760000000,668000000,946000000,1420000000,760000000
2019-06-30,USD,2823000000,6135000000,1565000000,3493000000,1496000000,1565000000,246000000,1811000000,60000000,-181000000,60000000,181000000,6316000000,18000000,142000000,429000000,1393000000,274000000,181000000,1119000000,998000000,1496000000,2003000000,1119000000
2019-03-31,USD,2707000000,5936000000,1961000000,3418000000,920000000,1528000000,248000000,2209000000,67000000,-189000000,67000000,189000000,6125000000,19000000,133000000,422000000,817000000,2000000,189000000,815000000,804000000,920000000,1428000000,815000000
2018-12-31,USD,2924000000,6507000000,3265000000,3583000000,1148000000,1510000000,251000000,3534000000,45000000,-172000000,None,172000000,6507000000,-9000000,133000000,424000000,3038000000,114000000,172000000,898000000,919000000,1148000000,3634000000,2924000000
2018-09-30,USD,2615000000,5758000000,1463000000,3305000000,912000000,1490000000,240000000,1703000000,41000000,-162000000,None,162000000,5920000000,19000000,132000000,431000000,810000000,101000000,162000000,709000000,681000000,912000000,1403000000,709000000
2018-06-30,USD,2738000000,5908000000,1559000000,3340000000,937000000,1542000000,242000000,1801000000,31000000,-170000000,None,170000000,6078000000,8000000,130000000,441000000,806000000,54000000,170000000,752000000,303000000,937000000,1417000000,752000000
2018-03-31,USD,2580000000,5853000000,3273000000,3273000000,786000000,1515000000,234000000,1788000000,20000000,-163000000,None,163000000,5853000000,-9000000,131000000,444000000,634000000,55000000,163000000,579000000,628000000,786000000,1241000000,579000000
2017-12-31,USD,2671000000,6047000000,3376000000,3376000000,957000000,1479000000,233000000,3336000000,20300000,-166300000,-300000,166000000,6047000000,9000000,133000000,573500000,2960000000,290000000,166300000,530000000,708000000,957000000,1557300000,2670000000
