fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-09-30,USD,548438000000,23112000000,22225000000,23112000000,62000000,None,35258000000,3585000000,None,30536000000,3726000000,26810000000,512728000000,137596000000,887000000,2304000000,None,487627000000,25687000000,None,None,25687000000,25687000000,461940000000,None,31172000000,25687000000,None,56859000000,None,None,60811000000,None,25344000000,6634000000,1326766000
2022-06-30,USD,545123000000,24063000000,23113000000,24063000000,50000000,None,34632000000,3682000000,None,29834000000,3535000000,26299000000,564263000000,144589000000,950000000,5491000000,None,482124000000,13736000000,None,None,13736000000,13736000000,468388000000,None,30319000000,13736000000,None,44055000000,424759000000,13310000000,62999000000,None,24500000000,6632000000,1326393000
2022-03-31,USD,543979000000,30146000000,29122000000,30146000000,52000000,None,34787000000,3662000000,None,29977000000,3693000000,26284000000,506835000000,152335000000,1024000000,-84753000000,None,478935000000,5147000000,None,None,5147000000,5147000000,33773000000,None,33773000000,5147000000,None,38920000000,428328000000,11687000000,65044000000,None,23687000000,6657000000,1331414000
2021-12-31,USD,541241000000,21361000000,20295000000,21361000000,51000000,None,33206000000,3700000000,2613000000,29506000000,3408000000,26098000000,452985000000,159040000000,1066000000,160065000000,None,471970000000,5292000000,None,None,5292000000,5292000000,35913000000,None,35913000000,5292000000,None,41205000000,878000000,14277000000,69271000000,None,22998000000,6639000000,1327818000
2021-09-30,USD,529884000000,20853000000,19827000000,20853000000,48000000,None,32772000000,3719000000,None,27821000000,2930000000,24891000000,161603000000,158010000000,1026000000,150218000000,None,460984000000,5226000000,None,None,5226000000,5226000000,37837000000,None,37837000000,5226000000,None,43063000000,405857000000,12064000000,68900000000,None,22114000000,6674000000,1334892000
2021-06-30,USD,521964000000,27469000000,26557000000,27469000000,54000000,None,31998000000,3699000000,None,27039000000,2665000000,24374000000,149676000000,145824000000,912000000,159331000000,None,453628000000,5652000000,None,None,5652000000,5652000000,37969000000,None,37969000000,5652000000,None,43621000000,2262000000,11728000000,68336000000,None,21139000000,6674000000,1334770000
2021-03-31,USD,517537000000,33007000000,32132000000,33007000000,56000000,None,32276000000,3787000000,None,27181000000,2825000000,24356000000,418951000000,291517000000,875000000,182224000000,None,449661000000,5889000000,None,None,5889000000,5889000000,37753000000,None,37753000000,5889000000,None,43642000000,107000000,10457000000,67876000000,None,20184000000,6724000000,1344845000
2020-12-31,USD,509228000000,19922000000,18868000000,19922000000,52000000,None,32670000000,3870000000,2560000000,27431000000,2984000000,24447000000,423260000000,299958000000,1054000000,194333000000,None,438316000000,6092000000,None,None,6092000000,6092000000,39597000000,None,39597000000,6092000000,None,45689000000,2016000000,11550000000,70912000000,None,19455000000,6745000000,1348961000
2020-09-30,USD,499183000000,37973000000,37108000000,37973000000,60000000,None,32262000000,3968000000,None,26709000000,2840000000,23869000000,397463000000,91667000000,865000000,235247000000,None,429210000000,6244000000,None,None,6244000000,6244000000,41008000000,None,41008000000,4904000000,None,47252000000,370747000000,11211000000,69973000000,None,18834000000,6741000000,1348118000
2020-06-30,USD,504336000000,41832000000,41197000000,41832000000,63000000,None,32665000000,4002000000,None,26898000000,3016000000,23882000000,86212000000,315446000000,635000000,252569000000,None,435453000000,5700000000,None,None,5700000000,5700000000,42133000000,None,42133000000,4505000000,None,47833000000,376235000000,11385000000,68883000000,None,18373000000,6738000000,1347609000
2020-03-31,USD,506229000000,36989000000,36348000000,36989000000,102000000,None,32910000000,3999000000,None,27095000000,3168000000,23927000000,86802000000,318828000000,641000000,256838000000,None,440168000000,12696000000,None,None,12696000000,12696000000,65662000000,None,65662000000,12696000000,None,78358000000,350179000000,11631000000,66061000000,None,18076000000,6737000000,1347461000
2019-12-31,USD,473078000000,19882000000,19065000000,19882000000,123000000,None,32944000000,3712000000,2285000000,27296000000,3142000000,24154000000,381345000000,298293000000,817000000,244733000000,None,406520000000,18218000000,None,None,18218000000,18218000000,41339000000,None,41339000000,15990000000,None,59557000000,334727000000,12236000000,66558000000,None,19806000000,6711000000,1342166000
2019-09-30,USD,236750000000,3018000000,2904000000,3018000000,62000000,None,13390000000,2022000000,None,10510000000,678000000,9832000000,204203000000,168050000000,114000000,127184000000,None,204447000000,10405000000,None,None,10405000000,10405000000,25520000000,None,25520000000,10405000000,None,35925000000,162280000000,6242000000,32303000000,None,19440000000,3832000000,766303000
2019-06-30,USD,230872000000,2701000000,2553000000,2701000000,62000000,None,13431000000,2029000000,None,10542000000,712000000,9830000000,198659000000,171715000000,148000000,141361000000,None,199108000000,10344000000,None,None,10344000000,10344000000,22640000000,None,22640000000,10344000000,None,32984000000,159521000000,6603000000,31764000000,None,19050000000,3830000000,766010000
2019-03-31,USD,227683000000,2972000000,2720000000,2972000000,58000000,None,12622000000,2078000000,None,10544000000,726000000,9818000000,48308000000,168425000000,252000000,136337000000,None,196800000000,6305000000,None,None,6305000000,6305000000,24729000000,None,24729000000,6305000000,None,31034000000,159766000000,6000000000,30883000000,None,18518000000,3830000000,765920000
2018-12-31,USD,225697000000,3987000000,3844000000,3987000000,63000000,None,12694000000,2118000000,2183000000,10576000000,758000000,9818000000,46357000000,168995000000,376000000,135380000000,None,195519000000,5178000000,None,None,5178000000,5178000000,23709000000,None,23709000000,None,None,28887000000,161199000000,5433000000,30178000000,None,18118000000,3817000000,763326000
2018-09-30,USD,222885000000,3153000000,3153000000,3153000000,None,None,12775000000,2154000000,None,10621000000,789000000,9832000000,46504000000,167256000000,24286000000,134243000000,None,192878000000,9652000000,None,None,9652000000,9652000000,23236000000,None,23236000000,None,None,32888000000,154556000000,5434000000,30007000000,None,17673000000,3853000000,770620000
2018-06-30,USD,222681000000,3053000000,3053000000,3053000000,None,None,14486000000,2154000000,None,10264000000,647000000,9617000000,46488000000,168017000000,23919000000,134688000000,None,192849000000,3576000000,None,None,3576000000,3576000000,947000000,None,24081000000,None,None,27657000000,159475000000,5717000000,29832000000,None,17197000000,3872000000,774447000
2018-03-31,USD,220729000000,3734000000,3111000000,3734000000,None,None,14392000000,2078000000,None,10296000000,679000000,9617000000,48030000000,165098000000,623000000,131899000000,None,191067000000,4321000000,None,None,4321000000,4321000000,935000000,None,23410000000,None,None,27731000000,158196000000,5140000000,29662000000,None,16712000000,3899000000,779752000
2017-12-31,USD,221642000000,3346000000,2956000000,3346000000,None,None,12384000000,2055000000,2177000000,10329000000,711000000,9618000000,48207000000,166337000000,633000000,131466000000,None,191947000000,4938000000,None,None,4938000000,4938000000,928000000,None,23648000000,None,None,28586000000,157371000000,5990000000,29695000000,None,16259000000,3910000000,782006000
