fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2021-12-31,USD,11517000000,12206000000,689000000,8527000000,10950000000,391000000,None,535000000,None,-399000000,2000000,399000000,12404000000,168000000,None,8000000,2878000000,65000000,369000000,2833000000,2808000000,3277000000,3285000000,2813000000
2020-12-31,USD,1708000000,4828000000,3120000000,4436000000,-1592000000,338000000,None,3286000000,None,-270000000,247000000,270000000,4984000000,1000000,None,8000000,-3227000000,-547000000,270000000,-2543000000,-2688000000,-2957000000,-2949000000,-2680000000
2019-12-31,USD,2790000000,6220000000,3430000000,2812000000,2162000000,475000000,None,628000000,None,-270000000,260000000,270000000,2006000000,48000000,None,8000000,-385000000,-30000000,270000000,-79000000,-1501000000,-115000000,-107000000,-355000000
2018-12-31,USD,5390000000,8896000000,5344000000,4321000000,4495000000,650000000,None,895000000,None,-380000000,287000000,380000000,5541000000,263000000,None,None,3294000000,230000000,635000000,714000000,2956000000,3674000000,3518000000,3064000000
2017-12-31,USD,5268000000,6501000000,8681000000,3559000000,4154000000,872000000,None,1114000000,None,-459000000,337000000,459000000,640000000,217000000,None,None,905000000,7000000,336000000,33000000,1010000000,1364000000,1230000000,898000000
