fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2022-09-30,USD,3903546000,2451773000,678329000,880927000,561352000,785325000,1451773000,491433000,None,155146000,46286000,108860000,1784515000,688753000,202598000,224169000,15638000,1851419000,694480000,311565000,208720000,None,15307000,1156939000,45509000,623721000,None,623721000,623721000,8411000,15570000,2052127000,None,723008000,6000,55894106
2022-06-30,USD,3772778000,2283808000,745534000,895793000,470272000,669100000,1488970000,489109000,None,166545000,50372000,116173000,1719660000,709571000,150259000,248643000,31970000,1745246000,612174000,253399000,200695000,None,15313000,1133072000,46680000,622991000,None,622991000,622991000,8196000,17902000,2027532000,None,698265000,6000,55633090
2022-03-31,USD,3682915000,2462317000,1002772000,1161329000,432504000,676820000,1220598000,473511000,None,182843000,55734000,127109000,1216460000,449673000,158557000,191664000,23583000,1672390000,568741000,241630000,184245000,None,14570000,1103649000,53405000,622263000,None,622263000,622263000,134951000,10441000,2010525000,None,683181000,6000,55386146
2021-12-31,USD,2900953000,1711291000,530089000,697817000,380143000,527380000,1189662000,410379000,150500000,188490000,58861000,129629000,1299912000,482228000,167728000,105951000,33856000,1590914000,525181000,252068000,169345000,148000,12876000,1065733000,40508000,1875718000,148000,1243070000,1875718000,2192000,19542000,1310039000,None,650058000,5000,52815395
2021-09-30,USD,2656833000,1552554000,526588000,672047000,304713000,416244000,1104279000,353344000,None,193396000,61639000,131757000,1237548000,473315000,145459000,149428000,23083000,1414750000,405507000,137621000,153208000,141000,141000,1009243000,25375000,620949000,141000,620808000,620949000,250806000,14910000,1242083000,None,609104000,5000,52519490
2021-06-30,USD,2564325000,1488911000,524112000,669798000,321915000,343652000,1075414000,340319000,None,197836000,61855000,135981000,1206096000,457362000,145686000,139984000,21633000,1386532000,399585000,141174000,144253000,139000,139000,986947000,25525000,620221000,139000,620082000,620221000,242128000,14766000,1177793000,None,556056000,5000,52263976
2021-03-31,USD,2464595000,1585107000,685157000,824236000,340038000,271713000,879488000,312214000,None,198816000,64196000,134620000,867814000,294828000,139079000,105494000,16473000,1364671000,397726000,122063000,143233000,16215000,16215000,966945000,24918000,1268072000,16215000,619357000,1268072000,238383000,13325000,1099924000,None,510964000,5000,51966175
2020-12-31,USD,2437109000,1719341000,827146000,970833000,331696000,275323000,717768000,303408000,120574000,208297000,67818000,140479000,582242000,147434000,143687000,81393000,5353000,1351352000,436099000,162051000,140020000,16894000,27888000,915253000,26173000,1748611000,16894000,1146700000,1748611000,123048000,22784000,1085757000,None,478004000,5000,51560936
2020-09-30,USD,2278296000,1744981000,1048109000,1158694000,297027000,183141000,533315000,257717000,None,201343000,68122000,133221000,263176000,21003000,110585000,86108000,5609000,1246259000,382537000,122106000,136706000,15642000,15642000,863722000,29442000,1168641000,15642000,570332000,1168641000,217522000,18700000,1032037000,None,460349000,5000,51207310
2020-06-30,USD,1605826000,1072998000,428372000,541404000,264460000,181700000,532828000,226416000,None,196490000,68211000,128279000,317432000,45684000,113032000,82002000,8166000,681025000,405065000,158264000,128806000,15256000,15256000,275960000,29991000,15256000,15256000,None,15256000,205920000,17666000,924801000,None,416598000,5000,50075751
2020-03-31,USD,1513840000,955919000,324072000,419215000,198557000,235673000,557921000,195982000,None,194631000,69111000,125520000,398012000,103863000,95143000,94389000,8454000,647422000,389681000,139138000,128840000,15048000,15048000,257741000,30336000,15048000,15048000,None,15048000,204789000,10970000,866418000,None,379930000,5000,49599493
2019-12-31,USD,1494624000,932763000,223901000,315746000,170798000,382300000,561861000,176963000,91695000,203662000,74008000,129654000,422042000,119176000,91845000,58909000,9904000,682954000,436714000,157148000,160797000,25263000,25263000,246240000,39803000,31493000,15673000,173000,31493000,80576000,11734000,811670000,None,337682000,5000,48898062
2019-09-30,USD,1337592000,834803000,247342000,332685000,134283000,292232000,502789000,149675000,None,200795000,200795000,32592000,178214000,92871000,85343000,69834000,7667000,605580000,335407000,132230000,96940000,16912000,16912000,264997000,39442000,4055000,16912000,4055000,20967000,161808000,16662000,732012000,None,284904000,5000,48576288
