fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,1058300000,2192600000,1134300000,1134300000,424500000,154400000,145400000,633800000,4900000,-23700000,4900000,23700000,2193500000,900000,None,21900000,406800000,94900000,23700000,311900000,317800000,430500000,452400000,311900000
2022-06-30,USD,1037100000,2085000000,1047900000,1047900000,584000000,156300000,161600000,453100000,1100000,-22100000,1100000,22100000,2085900000,6400000,None,21900000,563200000,107400000,29400000,456600000,452900000,585300000,607200000,455800000
2022-03-31,USD,961300000,1945000000,983700000,983700000,647200000,77900000,156800000,314100000,None,-21200000,400000,21600000,None,2100000,None,140600000,627300000,97100000,None,530200000,544400000,648900000,789500000,530200000
2021-12-31,USD,832200000,1846100000,1013900000,1013900000,480300000,153700000,160600000,351900000,300000,-32000000,300000,32000000,1844100000,20400000,None,24500000,465700000,39800000,34800000,426400000,433900000,497700000,522200000,425900000
2021-09-30,USD,720800000,1742100000,1021300000,1021300000,399200000,144100000,154500000,321600000,500000,-31900000,500000,31900000,1751500000,-5800000,None,24700000,371500000,61800000,31900000,310400000,313300000,403400000,428100000,309700000
2021-06-30,USD,640100000,1669900000,1029800000,1029800000,282200000,149300000,166300000,357900000,200000,-33100000,200000,33100000,1642100000,-1100000,None,24800000,222000000,37900000,59300000,184100000,187800000,255100000,279900000,184100000
2021-03-31,USD,521200000,1481700000,960500000,960500000,125900000,151300000,173600000,395300000,400000,-33400000,400000,33400000,1485400000,4500000,None,25000000,97000000,7100000,33400000,90300000,91600000,130400000,155400000,89900000
2020-12-31,USD,497600000,1446300000,948700000,948700000,168000000,133400000,159700000,329600000,600000,-41800000,600000,41800000,1451100000,-6300000,None,29300000,119700000,30700000,41800000,497600000,94800000,161500000,190800000,89000000
2020-09-30,USD,441200000,1317300000,876100000,876100000,119000000,127500000,156100000,322200000,900000,-42200000,900000,42200000,1317400000,400000,None,29600000,77500000,-83100000,42200000,441200000,164800000,119700000,149300000,160600000
2020-06-30,USD,374300000,1213500000,839200000,839200000,43100000,128500000,156100000,331200000,1500000,-41900000,1500000,41900000,1210300000,-2800000,None,29100000,-600000,800000,41900000,374300000,-2500000,41300000,70400000,-1400000
2020-03-31,USD,402700000,1277900000,875200000,855200000,18600000,148000000,171000000,384100000,1900000,-42500000,1900000,42500000,1277500000,100000,None,32300000,-22200000,-8200000,42500000,402700000,-26200000,20300000,52600000,-14000000
2019-12-31,USD,485700000,1401800000,916100000,916100000,138900000,144800000,169300000,346800000,2400000,-42200000,2400000,42200000,1404200000,-16400000,None,32100000,82300000,25800000,42200000,485700000,57800000,124500000,156600000,56500000
2019-09-30,USD,475200000,1381800000,906600000,906600000,-43900000,142500000,172800000,519100000,2300000,-40700000,2300000,40700000,1376300000,3500000,None,29900000,-85300000,-24600000,52300000,-60000000,-62900000,-44600000,-14700000,-60700000
2019-06-30,USD,499000000,1347700000,848700000,848700000,158300000,147700000,147000000,340700000,3000000,-33700000,3000000,33700000,1346300000,-1000000,None,27500000,125100000,23300000,34100000,102900000,92100000,158800000,186300000,101800000
2019-03-31,USD,513700000,1386600000,872900000,872900000,179400000,150000000,151800000,334300000,2500000,-31700000,2500000,31700000,1383100000,2100000,None,25700000,152300000,38200000,31700000,114100000,108300000,184000000,209700000,114100000
2018-12-31,USD,569700000,1503100000,933400000,933400000,222700000,156600000,162200000,347000000,2800000,-32900000,None,32900000,1510100000,-7600000,None,28400000,188300000,22700000,32900000,569700000,163200000,221200000,249600000,165600000
2018-09-30,USD,596600000,1541700000,945100000,945100000,241600000,156400000,166200000,355000000,1300000,-31200000,None,31200000,1542300000,3500000,None,28000000,215800000,48900000,31800000,167100000,166300000,247000000,275000000,166900000
2018-06-30,USD,555000000,1455900000,900900000,900900000,197200000,156300000,167100000,357800000,1100000,-32600000,None,32600000,1454300000,-1000000,None,27900000,192400000,37100000,36600000,156300000,154800000,225000000,252900000,155300000
2018-03-31,USD,517400000,1377600000,860200000,860200000,185700000,148700000,155200000,331700000,900000,-31500000,None,31500000,1371900000,-2000000,None,27400000,156000000,16400000,31500000,140500000,145800000,187500000,214900000,139600000
2017-12-31,USD,516500000,1377500000,861000000,863300000,167500000,151300000,158000000,349000000,1200000,-33200000,None,33200000,-20800000,-2400000,None,28800000,119900000,-410000000,46100000,514200000,533100000,153100000,181900000,529900000
