fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,713661000,2897710000,3463416000,2203878000,-505589000,523479000,None,1259538000,None,-13797000,13797000,13797000,2911507000,7274000,None,6918000,-518400000,15569000,13797000,-533713000,-787634000,-504603000,-497685000,-533969000
2022-06-30,USD,873197000,3141421000,2792576000,2279991000,367927000,505270000,None,512585000,None,-12059000,11767000,12059000,3153480000,2526000,None,6826000,358607000,78176000,12059000,280510000,314032000,370666000,377492000,280431000
2022-03-31,USD,802128000,3015663000,2213535000,2213535000,320801000,481327000,None,481327000,None,-11481000,12217000,11481000,None,5510000,None,141415000,306777000,61448000,None,245434000,163682000,318258000,459673000,245329000
2021-12-31,USD,737443000,2742725000,2535821000,2023294000,253098000,484345000,None,516828000,None,-12169000,12169000,12169000,2753252000,2044000,None,16392000,239778000,50689000,12169000,189100000,94753000,251947000,268339000,189089000
2021-09-30,USD,837315000,2798934000,2464290000,1979702000,359974000,477341000,None,484588000,None,-14948000,14948000,14948000,2813882000,3114000,None,7247000,344799000,73821000,14948000,271184000,179867000,359747000,366994000,270978000
2021-06-30,USD,902207000,2937774000,2556745000,2051626000,404424000,497783000,None,505119000,None,-14894000,16059000,14894000,2952668000,6122000,None,7336000,400530000,64245000,14894000,336453000,410234000,415424000,422760000,336285000
2021-03-31,USD,791769000,2652449000,2363265000,1877257000,317515000,474254000,None,488530000,None,-15241000,13511000,15241000,2667690000,1041000,None,7498000,304497000,67690000,15241000,236811000,76498000,319738000,327236000,236807000
2020-12-31,USD,738084000,2641764000,2394029000,1903680000,282734000,455350000,None,495269000,1626000,-15898000,15897000,15898000,2641764000,4822000,None,9729000,273402000,25180000,15898000,738084000,488499000,289300000,299029000,248222000
2020-09-30,USD,706199000,2555763000,2347463000,1868671000,262744000,443455000,None,478792000,1350000,-14854000,17999000,14854000,2570375000,5221000,None,8999000,248280000,43163000,14854000,205453000,236470000,263134000,272133000,205117000
2020-06-30,USD,369967000,2039461000,2122813000,1679833000,-60958000,430925000,None,442980000,None,-12956000,10587000,12956000,2052169000,193000,None,8456000,-74620000,-26363000,12956000,-48588000,72818000,-61664000,-53208000,-48257000
2020-03-31,USD,616440000,2268821000,2154119000,1669323000,151483000,464957000,None,485697000,None,-8671000,16279000,8671000,2277254000,1929000,None,8130000,137182000,26668000,8671000,110465000,-211513000,145853000,153983000,110514000
2019-12-31,USD,622807000,2424512000,2319044000,1801705000,154814000,467993000,None,517376000,None,-10962000,3975000,10962000,2424512000,-2376000,None,9804000,153368000,-111299000,10962000,622807000,381132000,164330000,174134000,264667000
2019-09-30,USD,691691000,2511277000,2351453000,1827494000,240220000,451471000,None,523959000,None,-9316000,8135000,9316000,2520366000,10619000,None,7316000,178040000,22522000,9316000,155669000,5753000,187356000,194672000,155518000
2019-06-30,USD,736618000,2572068000,2324972000,1847867000,266860000,469758000,None,477105000,None,-10521000,12609000,10521000,2582397000,5136000,None,7347000,259174000,56733000,10521000,202654000,247466000,269695000,277042000,202441000
2019-03-31,USD,624927000,2431963000,2316826000,1817563000,165330000,459597000,None,500427000,None,-10473000,None,10473000,2442436000,2626000,None,6729000,158603000,37018000,10473000,121575000,135646000,169076000,175805000,121585000
2018-12-31,USD,646390000,2448618000,2258989000,1802228000,213376000,433014000,None,457809000,None,-14411000,None,14411000,2448618000,4788000,None,7547000,197757000,-31582000,14411000,646390000,142110000,212168000,219715000,229339000
2018-09-30,USD,720433000,2534319000,2266704000,1825367000,287244000,433189000,None,441337000,None,-9025000,None,9025000,2543344000,1750000,None,8148000,276500000,49487000,9025000,228026000,193767000,285525000,293673000,227013000
2018-06-30,USD,766555000,2565834000,2258190000,1810459000,326307000,440248000,None,447731000,None,-7863000,None,7863000,2573697000,1227000,None,7483000,315395000,118809000,7863000,197545000,12621000,323258000,330741000,196586000
2018-03-31,USD,704692000,2404546000,2169552000,1707510000,268399000,436293000,None,460765000,None,-7528000,None,7528000,-128000,-844000,None,7567000,256398000,47632000,7528000,209241000,280125000,263926000,271493000,208766000
2017-12-31,USD,753624000,2369097000,2043094000,1615473000,343466000,410158000,None,429703000,None,-7257000,None,7257000,2369097000,2851000,None,7477000,331971000,91593000,7257000,753624000,253220000,339228000,346705000,240378000
