fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,258000000,1022000000,764000000,764000000,60000000,196000000,5000000,302000000,None,-32000000,-30000000,2000000,-23000000,-1000000,None,99000000,3000000,3000000,-2000000,0,-120000000,60000000,104000000,0
2022-06-30,USD,488000000,1313000000,825000000,825000000,246000000,226000000,5000000,352000000,None,-32000000,-3000000,29000000,-6000000,2000000,None,100000000,211000000,23000000,30000000,188000000,144000000,246000000,340000000,188000000
2022-03-31,USD,423000000,1273000000,850000000,850000000,211000000,207000000,6000000,320000000,None,-33000000,-32000000,1000000,-4000000,2000000,None,99000000,176000000,35000000,1000000,141000000,136000000,211000000,276000000,141000000
2021-12-31,USD,405000000,1217000000,812000000,812000000,161000000,228000000,6000000,349000000,None,-32000000,-30000000,2000000,-23000000,1000000,None,98000000,115000000,18000000,2000000,97000000,81000000,161000000,215000000,97000000
2021-09-30,USD,324000000,1025000000,701000000,701000000,138000000,183000000,6000000,275000000,None,-26000000,-20000000,6000000,-8000000,4000000,None,81000000,103000000,10000000,2000000,93000000,81000000,138000000,190000000,93000000
2021-06-30,USD,439000000,1188000000,749000000,749000000,251000000,184000000,6000000,282700000,None,-32000000,-6600000,25400000,-1200000,2000000,None,73000000,221000000,39000000,24200000,182400000,189000000,251000000,319400000,182000000
2021-03-31,USD,366000000,1053000000,687000000,687000000,369000000,173000000,3000000,255000000,None,-27000000,-3700000,23300000,-5800000,-1000000,None,76000000,317000000,85000000,21500000,231800000,237500000,369000000,416300000,232000000
2020-12-31,USD,298000000,911000000,613000000,613000000,127000000,165000000,5000000,247200000,None,-26000000,-24400000,1600000,-2300000,8000000,None,71000000,109000000,21000000,1600000,88400000,128800000,127000000,181600000,88000000
2020-09-30,USD,249000000,846000000,597000000,597000000,82000000,165000000,6400000,241100000,None,-26000000,-24300000,1700000,1900000,10000000,None,69000000,67000000,-15000000,1700000,82400000,98700000,82000000,137700000,82000000
2020-06-30,USD,334600000,947600000,613000000,613000000,169800000,157100000,5600000,231600000,None,-20400000,-26200000,-5800000,-6900000,27800000,None,66700000,178300000,24100000,200000,334600000,334600000,169800000,239200000,154200000
2020-03-31,USD,238800000,760600000,521800000,521800000,100800000,136100000,5900000,202200000,None,-34400000,-31700000,2700000,1200000,-26000000,None,64800000,29700000,8800000,8700000,20900000,-22100000,100800000,97200000,20900000
2019-12-31,USD,232200000,721400000,489200000,489200000,89000000,141000000,4900000,203400000,None,-34900000,-31600000,3300000,-10600000,11100000,None,61900000,58500000,13000000,3300000,45500000,70900000,89000000,123700000,45500000
2019-09-30,USD,177700000,664700000,487000000,487000000,34400000,142800000,4600000,204100000,None,-36300000,-31700000,4600000,9800000,-7900000,None,60600000,-6800000,-6900000,4600000,100000,-22000000,34400000,58400000,100000
2019-06-30,USD,256500000,725700000,469200000,469300000,109600000,143400000,900000,202400000,None,-31000000,-28900000,2100000,-3400000,13500000,None,55100000,79900000,8800000,2100000,256500000,256500000,109600000,137100000,71100000
2019-03-31,USD,198700000,617500000,418800000,418800000,65800000,129900000,900000,199400000,None,-26400000,-25400000,1000000,6100000,0,None,66400000,42600000,10900000,1000000,31700000,53600000,65800000,110000000,31700000
2018-12-31,USD,201400000,623000000,421600000,421600000,78200000,123200000,1000000,177900000,None,-25500000,-24600000,900000,8700000,-700000,None,54600000,51300000,2300000,900000,49000000,32000000,78200000,106800000,49000000
2018-09-30,USD,148500000,551800000,403300000,403300000,20400000,115500000,500000,178100000,None,-28100000,-22900000,5200000,-4500000,200000,34700000,52900000,-13400000,1000000,5200000,-14400000,-22800000,20400000,44700000,-14400000
2018-06-30,USD,233400000,685300000,451900000,451900000,96700000,124900000,1200000,188200000,None,-30000000,-27500000,2500000,36900000,800000,35100000,52600000,89400000,6700000,2500000,82700000,12500000,96700000,144500000,82700000
2018-03-31,USD,191700000,627900000,436200000,436200000,72500000,117600000,1800000,170100000,None,-29900000,-29900000,0,-25900000,500000,34100000,51700000,32700000,13700000,0,19000000,58300000,72500000,84400000,19000000
2017-12-31,USD,187400000,606300000,418900000,418900000,68300000,114800000,1500000,162000000,None,-27200000,-16700000,10500000,-4100000,0,30700000,46800000,28000000,49900000,10500000,-21900000,-37800000,68300000,85300000,-21900000
