fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-10-30,USD,566417000,3264276000,2936285000,2717058000,367164000,206488000,None,255524000,7934000,-17602000,9669000,17602000,3281878000,7933000,None,12739000,357368000,77484000,17602000,280011000,306897000,374970000,387709000,279884000
2022-07-31,USD,506049000,3018799000,2755311000,2528364000,291040000,222147000,None,226947000,14411000,-15615000,14411000,15615000,3034414000,14411000,None,4800000,289925000,71010000,15615000,218826000,157505000,305540000,310340000,218915000
2022-05-01,USD,553471000,3096559000,2543088000,2543088000,334728000,224659000,None,224659000,1799000,-12859000,1799000,14658000,None,1799000,None,62156000,321806000,60189000,None,261679000,305977000,336464000,341364000,261617000
2022-01-30,USD,538749000,3028125000,2736382000,2505610000,319675000,225972000,None,232365000,3869000,-14640000,10771000,14640000,3042765000,3869000,52406000,4800000,308765000,69194000,14640000,239710000,251316000,323405000,328205000,239571000
2021-10-31,USD,578081000,3437027000,3120433000,2876670000,357682000,230441000,None,279498000,10138000,-15589000,5451000,15589000,3452616000,10138000,53136000,13322000,352218000,70480000,15589000,281750000,321998000,367807000,381129000,281738000
2021-07-25,USD,423348000,2851967000,2671006000,2440322000,207484000,226284000,None,230684000,8457000,-11703000,8457000,11703000,2863670000,8457000,47232000,4400000,204081000,27164000,11703000,177074000,185017000,215784000,220184000,176917000
2021-04-25,USD,476307000,2598833000,2334280000,2130314000,289415000,199966000,None,203966000,10992000,-7788000,10992000,7788000,2606621000,10992000,42009000,4000000,292600000,64699000,7788000,227921000,263140000,300388000,304388000,227901000
2021-01-24,USD,450170000,2451532000,2211357000,2010977000,268018000,196380000,None,201768000,17291000,-8227000,9064000,8227000,2459759000,17291000,41395000,4000000,276970000,54687000,8227000,222395000,256664000,285197000,289197000,222283000
2020-10-25,USD,457765000,2420105000,2159073000,1962340000,276697000,190797000,None,229795000,None,-8271000,2036000,8271000,2420105000,10306000,43022000,5936000,278563000,44207000,8271000,457765000,270988000,286834000,292770000,234356000
2020-07-26,USD,422426000,2375733000,2146217000,1959032000,249576000,181085000,None,187185000,None,-5724000,9789000,5724000,2381457000,15513000,40162000,6100000,259222000,56103000,5724000,203261000,219145000,264946000,271046000,203119000
2020-04-26,USD,477352000,2418968000,2144426000,1945113000,293460000,193912000,None,199313000,None,-3497000,6971000,3497000,2422465000,-3474000,41338000,5401000,286607000,58873000,3497000,227616000,173105000,290104000,295505000,227734000
2020-01-26,USD,468421000,2380880000,2116234000,1916014000,280488000,195521000,None,200197000,None,-3577000,13251000,3577000,2384457000,13251000,41194000,4699000,290081000,47209000,3577000,242953000,249094000,293658000,298357000,242872000
2019-10-27,USD,493723000,2501513000,2194248000,2007790000,320996000,183795000,32500000,219193000,None,-3095000,5793000,3095000,2501513000,5793000,39904000,2663000,323631000,68128000,3095000,493723000,131198000,326726000,329389000,255503000
2019-07-28,USD,433442000,2287492000,2040032000,1857263000,256657000,180169000,32500000,182769000,None,-3213000,7556000,3213000,2290705000,7556000,38820000,2600000,261022000,61573000,3213000,199427000,202389000,264235000,266835000,199449000
2019-04-28,USD,469149000,2339129000,2048771000,1875595000,312364000,170076000,32500000,173176000,None,-5615000,11297000,5615000,2344744000,11297000,37610000,3100000,317839000,35410000,5615000,282636000,296636000,323454000,326554000,282429000
2019-01-27,USD,488334000,2353758000,2068765000,1872021000,306248000,193544000,32500000,197194000,None,-6147000,None,6147000,2359905000,6874000,36848000,3200000,306881000,65456000,6147000,241519000,246380000,313028000,316228000,241425000
2018-10-28,USD,533328000,2524697000,2212248000,1991369000,319576000,205287000,33800000,257210000,None,-6329000,None,6329000,2524697000,3439000,37619000,3131000,321414000,60008000,6329000,537396000,277116000,327743000,330874000,261406000
2018-07-29,USD,455046000,2350707000,2114017000,1904096000,256690000,211497000,33800000,214047000,None,-8435000,None,8435000,2359142000,4601000,37505000,3300000,257622000,47379000,8435000,210353000,186788000,266057000,269357000,210243000
2018-04-29,USD,492803000,2323567000,2040681000,1837765000,301740000,204549000,33800000,206799000,None,-7001000,None,7001000,2330568000,-2489000,38214000,3000000,296745000,59361000,7001000,237522000,243807000,303746000,306746000,237384000
2018-01-28,USD,498296000,2327695000,2051492000,1832997000,301955000,219872000,None,221247000,None,-4729000,None,4729000,1131000,3306000,35867000,3256000,305061000,1954000,4729000,303211000,309006000,309790000,313046000,303107000
