fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2021-12-31,USD,5146000000,30594000000,25448000000,17543000000,4984000000,3189000000,143000000,8400000000,None,-170000000,77000000,170000000,30764000000,119000000,3912000000,4635000000,5088000000,1262000000,77000000,3821000000,3468000000,4984000000,9893000000,3826000000
2020-12-31,USD,3314000000,26960000000,23646000000,15383000000,3322000000,3193000000,152000000,8852000000,None,-255000000,200000000,255000000,27215000000,85000000,3861000000,4626000000,3348000000,847000000,115000000,2497000000,2625000000,3322000000,8229000000,2501000000
2019-12-31,USD,2561000000,28135000000,25574000000,16644000000,2933000000,3457000000,184000000,9142000000,None,-246000000,134000000,246000000,28381000000,114000000,3940000000,4675000000,3054000000,769000000,38000000,2183000000,1927000000,2933000000,7975000000,2285000000
2018-12-31,USD,14534000000,17996000000,3462000000,9020000000,5247000000,1629000000,113000000,304000000,None,-202000000,222000000,202000000,18198000000,56000000,1615000000,1830000000,5198000000,817000000,202000000,4273000000,4023000000,5247000000,7230000000,4381000000
2017-12-31,USD,8880000000,11273000000,2393000000,6382000000,2444000000,1207000000,93000000,2519000000,None,-161000000,161000000,161000000,11434000000,None,1093000000,1184000000,2273000000,1026000000,161000000,1247000000,1749000000,2444000000,3618000000,1247000000
