fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,681541000,818961000,137420000,124048000,414011000,13372000,None,13372000,None,-72412000,720000,72412000,-277000,-3755000,214129000,5103000,323177000,152000,72689000,335165000,351820000,414011000,400692000,323025000
2022-06-30,USD,590168000,722946000,132778000,116355000,309934000,16423000,None,16423000,None,-71889000,596000,71889000,-92000,-2380000,223806000,2453000,224392000,291000,71981000,232678000,225258000,309934000,298734000,224101000
2022-03-31,USD,435920000,580454000,144534000,124874000,149738000,17238000,None,19660000,None,-72792000,3528000,72792000,0,-3056000,229961000,2422000,71047000,282000,72792000,73798000,73110000,149738000,146261000,70765000
2021-12-31,USD,2759131000,2905457000,146326000,112271000,641883000,13404000,None,33955000,None,-71204000,373000,71204000,None,-8367000,222240000,3782000,527210000,236000,70940000,560978000,529289000,641883000,602196000,526974000
2021-09-30,USD,166175000,295677000,129502000,116461000,521554000,13041000,None,13041000,None,-68251000,973000,68251000,0,-3456000,215397000,2360000,432235000,284000,68251000,447332000,434236000,521554000,502846000,431951000
2021-06-30,USD,34190000,156614000,122424000,107746000,376844000,14678000,None,14678000,None,-67124000,44959000,67124000,0,-3342000,200673000,2330000,316628000,242000,67124000,328040000,318642000,376844000,386082000,316386000
2021-03-31,USD,-202403000,530201000,134738000,117054000,135560000,15383000,None,17684000,None,-67358000,216000,67358000,-264000,-4110000,199962000,2301000,57692000,153000,67622000,60364000,59758000,135560000,127351000,57539000
2020-12-31,USD,-101326000,35741000,137067000,107665000,356606000,11093000,None,28902000,None,-117753000,1929000,117753000,-26113000,-9186000,201829000,17809000,253206000,350000,143866000,262984000,270028000,356606000,388768000,252856000
2020-09-30,USD,-204823000,622433000,123924000,113065000,182410000,10859000,None,10859000,None,-80874000,82440000,80874000,-30000,-4097000,200605000,5874000,91548000,262000,80874000,95365000,96952000,182410000,178296000,91286000
2020-06-30,USD,-53906000,62381000,116287000,104452000,356889000,11835000,None,11835000,None,-81885000,1511000,81885000,-56000,-1694000,205976000,5761000,261075000,187000,81885000,271481000,266230000,356889000,348721000,260888000
2020-03-31,USD,546364000,682329000,135965000,115816000,422085000,14518000,None,20149000,None,-85590000,1936000,85590000,-1000,-2533000,212422000,5631000,308659000,53000,85590000,332671000,313104000,422085000,399880000,308606000
2019-12-31,USD,557015000,683919000,126904000,108348000,408928000,11630000,None,18156000,None,-100470000,596000,100470000,-10242000,-6972000,214882000,6526000,286734000,-3030000,110736000,301306000,296059000,408928000,393730000,289764000
2019-09-30,USD,558762000,685145000,126383000,114966000,368338000,11417000,None,11417000,None,-85991000,631000,85991000,25000,-2813000,211478000,5754000,267371000,265000,85991000,277846000,272657000,368338000,359116000,267106000
2019-06-30,USD,546727000,669517000,122790000,108461000,369117000,14329000,None,14329000,None,-108902000,1009000,108902000,669517000,-5117000,200508000,4506000,309214000,246000,108902000,321299000,294666000,369117000,422622000,308968000
2019-03-31,USD,527653000,662494000,134841000,115070000,209969000,15381000,None,19771000,None,-94938000,581000,94938000,662494000,-3275000,204215000,4390000,104777000,238000,94938000,109257000,94877000,209969000,204105000,104539000
2018-12-31,USD,527557000,652743000,125186000,106848000,218529000,12393000,None,18038000,None,-91906000,None,91906000,653306000,-2396000,201856000,5645000,117298000,111000,91906000,91641000,103413000,218529000,214849000,117187000
2018-09-30,USD,528984000,652867000,123883000,110541000,339403000,12640000,None,13342000,None,-111219000,None,111219000,652677000,-7661000,194618000,5689000,215217000,280000,111219000,223846000,230948000,339403000,332125000,214937000
2018-06-30,USD,523562000,639808000,116246000,103744000,217603000,12502000,None,12502000,None,-94131000,None,94131000,639620000,-3769000,192942000,5612000,113876000,274000,94131000,118410000,123644000,217603000,213619000,113602000
2018-03-31,USD,479206000,633016000,153810000,131646000,339082000,16278000,None,22164000,None,-116104000,None,116104000,610721000,-3441000,196309000,5886000,212022000,213000,138214000,220548000,222287000,339082000,334012000,211809000
2017-12-31,USD,491790000,630704000,138914000,119427000,371821000,11858000,None,19487000,None,-95311000,None,95311000,618261000,-2026000,200785000,5936000,125210000,-232000,107569000,124669000,131284000,371821000,226457000,125442000
