fiscalDateEnding,reportedCurrency,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,currentLongTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,otherNonCurrrentAssets,deferredLongTermAssetCharges,totalNonCurrentAssets,capitalLeaseObligations,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2020-01-31,USD,236495000000,5200000000,None,1622000000,134465000000,74669000000,12961000000,2304000000,284000000,83943000000,12265000000,31073000000,5377000000,9465000000,77790000000,5937000000,5937000000,-12805000000,105208000000,61806000000,5990000000,64074000000,None,6284000000,43714000000,44435000000,69549000000,None,None,284000000,None,83943000000,None,None,38408000000,None,174689000000,22782000000,43714000000,None,56675000000,None,None,None,3247000000,236495000000,9465000000,None,2868000000
2019-01-31,USD,219295000000,5800000000,None,3623000000,139661000000,72496000000,11981000000,2360000000,288000000,80785000000,11553000000,31181000000,5027000000,7722000000,77477000000,7830000000,7101000000,-11542000000,111395000000,61897000000,3995000000,35515000000,None,6283000000,43520000000,44269000000,47060000000,None,None,288000000,None,80785000000,None,None,14822000000,None,157398000000,7412000000,50203000000,None,62184000000,None,None,None,2965000000,219295000000,7722000000,-81493000000,2945000000
2018-01-31,USD,204522000000,18242000000,None,3511000000,123700000000,77869000000,8354000000,2662000000,295000000,85107000000,8168000000,18242000000,4184000000,6756000000,78521000000,9662000000,8995000000,-10181000000,114818000000,59664000000,7614000000,59627000000,0,5614000000,30045000000,43783000000,46092000000,80822000000,2648000000,295000000,0,85107000000,0,None,11798000000,None,144858000000,7447000000,36825000000,None,45179000000,None,None,None,2648000000,204522000000,6756000000,-77479000000,3010000000
2017-01-31,USD,198825000000,17037000000,None,1941000000,118290000000,77798000000,9344000000,2777000000,305000000,89354000000,8714000000,17037000000,9442000000,6867000000,66928000000,3920000000,3355000000,-14232000000,114178000000,57689000000,479000000,60761000000,0,5835000000,36015000000,43046000000,41433000000,80535000000,2371000000,305000000,0,89354000000,0,None,9921000000,None,141136000000,6568000000,42018000000,None,51362000000,None,None,None,2371000000,198825000000,6867000000,-71782000000,3112000000
2016-01-31,USD,199581000000,16695000000,None,1441000000,115970000000,80546000000,7321000000,521000000,317000000,90021000000,6583000000,16695000000,6131000000,8705000000,64619000000,6004000000,2745000000,-11597000000,116516000000,60239000000,621000000,63851000000,0,5624000000,38214000000,44469000000,58615000000,0,0,317000000,0,90021000000,0,None,6131000000,None,139342000000,5816000000,44030000000,None,51351000000,None,None,None,1805000000,199581000000,8705000000,-66787000000,3217000000
