fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,4432925000,155956000,5196053000,142963107,1.091,0.03,0.326,-0.106,-0.13
2022-06-30,4203448000,88020000,5127019000,143080328,0.615,0.017,0.405,-0.248,-0.268
2022-03-31,3941409000,84641000,5137519000,143765604,0.589,0.016,0.462,-0.057,-0.085
2021-12-31,3889136000,104797000,5112301000,142633934,0.735,0.02,0.341,-0.384,-0.402
2021-09-30,3341997000,174365000,4630710000,139111888,1.253,0.038,0.11,0.07,0.081
2021-06-30,2991579000,117033000,4486732000,139197724,0.841,0.026,0.197,0.583,0.59
2021-03-31,2696088000,89761000,4374943000,139446849,0.644,0.021,-0.02,1.32,1.404
2020-12-31,2899719000,170051000,4344181000,138300191,1.23,0.039,-0.068,0.439,0.518
2020-09-30,3011358000,162913000,4151950000,140542000,1.159,0.039,-0.097,0.197,0.243
2020-06-30,2498735000,73946000,3914429000,139856000,0.529,0.019,-0.116,1.704,1.822
2020-03-31,2750903000,38686000,3790492000,144454000,0.268,0.01,,,
2019-12-31,3112800000,118144000,4050292000,145878000,0.81,0.029,,,
2019-09-30,3334135000,136068000,3907406000,145913000,0.933,0.035,,,
2019-06-30,2825786000,27344000,3774923000,145935000,0.187,0.007,,,
2021-12-31,12920430000,485956000,5112301000,142633934,3.407,0.095,0.158,0.091,0.057
2020-12-31,11160715000,445596000,4344181000,138300191,3.222,0.103,-0.074,0.108,0.169
2019-12-31,12051060000,402044000,4050292000,145878000,2.756,0.099,0.083,0.371,0.405
2018-12-31,11131567000,293346000,3604159000,149591000,1.961,0.081,,,
