fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-10-29,12166286000,1062806000,5664683000,1156263970,0.919,0.188,-0.029,0.039,0.073
2022-07-30,11843008000,809340000,5396649000,1161886769,0.697,0.15,0.001,0.03,0.067
2022-04-30,11406474000,587473000,5595440000,1172711116,0.501,0.105,0.131,0.1,0.132
2022-01-29,13785172000,940204000,6002992000,1181188731,0.796,0.157,0.295,1.888,1.946
2021-10-30,12531890000,1023000000,6444774000,1194260626,0.857,0.159,0.239,0.18,0.187
2021-07-31,11834815000,785681000,6406384000,1202980524,0.653,0.123,0.775,4.668,4.656
2021-05-01,10086661000,533930000,6139214000,1206386746,0.443,0.087,1.288,1.602,1.597
2021-01-30,10643210000,325523000,5832684000,1204698124,0.27,0.056,-0.128,-0.669,-0.671
2020-10-31,10117289000,866656000,5566756000,1200631186,0.722,0.156,-0.032,0.046,0.049
2020-08-01,6667575000,-214220000,4660569000,1199061133,-0.179,-0.046,-0.318,-1.282,-1.285
2020-05-02,4408888000,-887489000,4739218000,1197877094,-0.741,-0.187,,,
2020-02-01,12206462000,984790000,5948212000,1199099768,0.821,0.166,,,
2019-11-02,10451334000,828263000,5542532000,1203183703,0.688,0.149,,,
2019-08-03,9781596000,758962000,5302612000,1208932667,0.628,0.143,,,
2022-01-29,48238538000,3282815000,6002992000,1181188731,2.779,0.547,0.529,35.286,36.008
2021-01-30,31551691000,90470000,5832684000,1204698124,0.075,0.016,-0.243,-0.972,-0.972
2020-02-01,41675577000,3272193000,5948212000,1199099768,2.729,0.55,0.069,0.069,0.086
2019-02-02,38977632000,3059798000,5048606000,1217182508,2.514,0.606,,,
