fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,13550000000,1185000000,8889000000,157971109,7.501,0.133,0.031,-0.026,0.121
2022-06-30,13598000000,1471000000,9879000000,164049619,8.967,0.149,0.062,0.442,0.634
2022-03-31,13200000000,1203000000,12060000000,170688127,7.048,0.1,0.054,0.491,0.672
2021-12-31,13212000000,1610000000,14050000000,175535433,9.172,0.115,0.047,0.292,0.449
2021-09-30,13146000000,1217000000,17030000000,181925180,6.69,0.071,0.092,0.495,0.667
2021-06-30,12802000000,1020000000,19342000000,185916505,5.486,0.053,0.095,0.332,0.474
2021-03-31,12522000000,807000000,20997000000,191404527,4.216,0.038,0.067,1.038,1.213
2020-12-31,12624000000,1246000000,23805000000,196906511,6.328,0.052,0.073,0.745,0.885
2020-09-30,12039000000,814000000,26906000000,202826502,4.013,0.03,0.051,1.103,1.266
2020-06-30,11696000000,766000000,29356000000,205777438,3.722,0.026,0.031,1.439,1.636
2020-03-31,11738000000,396000000,29628000000,207831305,1.905,0.013,,,
2019-12-31,11761000000,714000000,31445000000,212648072,3.358,0.023,,,
2019-09-30,11450000000,387000000,32974000000,218499213,1.771,0.012,,,
2019-06-30,11347000000,314000000,35286000000,222392274,1.412,0.009,,,
2021-12-31,51682000000,4654000000,14050000000,175535433,26.513,0.331,0.075,0.444,0.62
2020-12-31,48097000000,3222000000,23805000000,196906511,16.363,0.135,0.051,0.932,1.086
2019-12-31,45764000000,1668000000,31445000000,212648072,7.844,0.053,0.049,0.356,0.448
2018-12-31,43634000000,1230000000,36285000000,227005966,5.418,0.034,,,
