fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-11-30,15747802000,1964950000,22974611000,630137262,3.118,0.086,0.052,0.097,0.101
2022-08-31,15423656000,1665128000,22106097000,632095422,2.634,0.075,0.149,0.176,0.178
2022-05-31,16158803000,1786075000,21389094000,632749442,2.823,0.084,0.218,0.153,0.157
2022-02-28,15046693000,1634942000,20560023000,633956712,2.579,0.08,0.245,0.135,0.138
2021-11-30,14965153000,1791024000,20353199000,632280932,2.833,0.088,0.272,0.194,0.198
2021-08-31,13419284000,1416248000,19529454000,633546144,2.235,0.073,0.238,0.1,0.104
2021-05-31,13263795000,1549426000,19342845000,635203753,2.439,0.08,0.207,0.262,0.263
2021-02-28,12088125000,1440859000,18308027000,635993980,2.266,0.079,0.085,0.167,0.17
2020-11-30,11762185000,1500276000,17906501000,634271482,2.365,0.084,0.035,0.106,0.108
2020-08-31,10835271000,1287929000,17000536000,635887742,2.025,0.076,-0.02,0.139,0.141
2020-05-31,10991305000,1228202000,16014606000,636146240,1.931,0.077,,,
2020-02-29,11141505000,1234740000,15474589000,637485626,1.937,0.08,,,
2019-11-30,11358958000,1356968000,15167138000,635722309,2.135,0.089,,,
2019-08-31,11055650000,1130427000,14409008000,637049388,1.774,0.078,,,
2022-08-31,61594305000,6877169000,22106097000,632095422,10.88,0.311,0.219,0.164,0.167
2021-08-31,50533389000,5906809000,19529454000,633546144,9.323,0.302,0.14,0.156,0.161
2020-08-31,44327039000,5107839000,17000536000,635887742,8.033,0.3,0.026,0.069,0.071
2019-08-31,43215013000,4779112000,14409008000,637049388,7.502,0.332,,,
