fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-10-29,6939900000,266900000,8275300000,221200000,1.207,0.032,0.081,0.231,0.252
2022-07-30,6768500000,359900000,8396500000,223900000,1.607,0.043,0.067,0.274,0.28
2022-04-30,6902600000,536400000,8241500000,225500000,2.379,0.065,0.065,0.432,0.472
2022-01-29,7080600000,454200000,7718500000,225100198,2.018,0.059,0.046,-0.097,-0.063
2021-10-30,6417700000,216800000,7244400000,224900000,0.964,0.03,0.039,-0.343,-0.313
2021-07-31,6343200000,282400000,7011700000,224900000,1.256,0.04,0.01,0.08,0.139
2021-05-01,6479700000,374500000,7411300000,231800000,1.616,0.051,0.031,0.513,0.548
2021-01-30,6767900000,502800000,7285300000,233383199,2.154,0.069,0.072,3.088,3.146
2020-10-31,6177000000,330000000,6961100000,235200000,1.403,0.047,0.075,0.29,0.298
2020-08-01,6277600000,261500000,6813600000,237300000,1.102,0.038,0.094,0.45,0.447
2020-05-02,6286800000,247600000,6520600000,237200000,1.044,0.038,,,
2020-02-01,6315300000,123000000,6254800000,236726563,0.52,0.02,,,
2019-11-02,5746200000,255800000,6121300000,236700000,1.081,0.042,,,
2019-08-03,5740600000,180300000,5865700000,236800000,0.761,0.031,,,
2022-01-29,26321200000,1327900000,7718500000,225100198,5.899,0.172,0.032,-0.01,0.026
2021-01-30,25509300000,1341900000,7285300000,233383199,5.75,0.184,0.08,0.623,0.646
2020-02-01,23610800000,827000000,6254800000,236726563,3.493,0.132,0.04,1.52,1.523
2019-02-02,22704400000,-1590800000,5642900000,238081664,-6.682,-0.282,,,
