fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2320600000,930500000,13029600000,256645737,3.626,0.071,0.179,0.092,0.09
2022-06-30,2181600000,810500000,11933500000,256026201,3.166,0.068,0.227,11.097,11.243
2022-03-31,2082600000,762100000,10907000000,255574961,2.982,0.07,0.219,0.167,0.182
2021-12-31,2043972000,770100000,10100000000,254479046,3.026,0.076,0.268,0.275,0.302
2021-09-30,1968909000,851900000,9530800000,256206000,3.325,0.089,0.292,0.276,0.296
2021-06-30,1777892000,67000000,9196400000,259114000,0.259,0.007,0.177,-0.92,-0.92
2021-03-31,1708627000,653100000,8980300000,258829000,2.523,0.073,0.138,0.084,0.085
2020-12-31,1611532000,604190000,8686800000,259890000,2.325,0.07,0.152,0.036,0.032
2020-09-30,1524415000,667434000,8133473000,260174000,2.565,0.082,0.627,10.604,10.474
2020-06-30,1510614000,837270000,7519242000,260124000,3.219,0.111,0.631,2.131,2.089
2020-03-31,1500971000,602753000,6461654000,259079000,2.327,0.093,,,
2019-12-31,1399016000,583234000,6085200000,258993000,2.252,0.096,,,
2019-09-30,936982000,57518000,5253394000,257265000,0.224,0.011,,,
2019-06-30,926456000,267427000,5069965000,256671000,1.042,0.053,,,
2021-12-31,7499400000,2342100000,10100000000,254479046,9.204,0.232,0.222,-0.136,-0.118
2020-12-31,6135453000,2711700000,8686800000,259890000,10.434,0.312,0.494,1.304,1.296
2019-12-31,4105510000,1176800000,6085200000,258993000,4.544,0.193,0.348,-0.439,-0.438
2018-12-31,3046497000,2096896000,4435203000,259185000,8.09,0.473,,,
