fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,460012000,119090000,1668602000,47107000,2.528,0.071,0.367,0.639,0.609
2022-09-30,495418000,124337000,1530709000,46941000,2.649,0.081,0.531,0.808,0.775
2022-06-30,461004000,114679000,1423122000,46787000,2.451,0.081,0.572,1.079,1.04
2022-03-31,377714000,79566000,1326112000,46625000,1.707,0.06,0.484,0.752,0.719
2021-12-31,336504000,72671000,1243985000,46256000,1.571,0.058,0.444,0.694,0.658
2021-09-30,323522000,68770000,1162713000,46091000,1.492,0.059,0.247,0.238,0.211
2021-06-30,293317000,55169000,1087355000,45917000,1.201,0.051,0.575,0.829,0.789
2021-03-31,254455000,45413000,1021577000,45737000,0.993,0.044,0.535,0.27,0.242
2020-12-31,233043000,42887000,966587000,45267000,0.947,0.044,0.398,0.322,0.274
2020-09-30,259422000,55566000,914569000,45096000,1.232,0.061,0.537,0.882,0.812
2020-06-30,186209000,30167000,848945000,44911000,0.672,0.036,,,
2020-03-31,165778000,35756000,813190000,44715000,0.8,0.044,,,
2019-12-31,166738000,32436000,773491000,43616000,0.744,0.042,,,
2019-09-30,168813000,29528000,734428000,43435000,0.68,0.04,,,
2022-12-31,1794148000,437672000,1668602000,47107000,9.291,0.262,0.485,0.808,0.776
2021-12-31,1207798000,242023000,1243985000,46256000,5.232,0.195,0.43,0.472,0.441
2020-12-31,844452000,164375000,966587000,45267000,3.631,0.17,0.345,0.51,0.455
2019-12-31,627921000,108839000,773491000,43616000,2.495,0.141,,,
