fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-10-29,4568291000,342036000,4147000000,344808000,0.992,0.082,0.003,-0.112,-0.089
2022-07-30,4572342000,384517000,4126951000,347552000,1.106,0.093,-0.045,-0.222,-0.204
2022-04-30,4315404000,338445000,4053897000,350327000,0.966,0.083,-0.04,-0.29,-0.276
2022-01-29,5002821000,366822000,4060050000,351720000,1.043,0.09,0.183,0.541,0.562
2021-10-30,4555797000,385030000,3983217000,353694000,1.089,0.097,0.223,1.935,1.958
2021-07-31,4786267000,494258000,3903986000,355698000,1.39,0.127,0.802,21.418,21.438
2021-05-01,4497031000,476479000,3652821000,357117000,1.334,0.13,1.449,2.558,2.553
2021-01-30,4230519000,237980000,3290640000,356503000,0.668,0.072,-0.042,-0.478,-0.478
2020-10-31,3725769000,131197000,3019037000,356449000,0.368,0.043,-0.033,-0.646,-0.643
2020-08-01,2655857000,22047000,2867199000,356006000,0.062,0.008,-0.333,-0.947,-0.946
2020-05-02,1836007000,-305842000,2817392000,355922000,-0.859,-0.109,,,
2020-02-01,4416732000,456133000,3359249000,356775000,1.278,0.136,,,
2019-11-02,3853519000,370932000,3276779000,359378000,1.032,0.113,,,
2019-08-03,3984651000,412721000,3296264000,362166000,1.14,0.125,,,
2022-01-29,18841916000,1722589000,4060050000,351720000,4.898,0.424,0.543,19.175,19.449
2021-01-30,12208199000,85382000,3290640000,356503000,0.239,0.026,-0.24,-0.949,-0.949
2020-02-01,16057179000,1660928000,3359249000,356775000,4.655,0.494,0.071,0.046,0.08
2019-02-02,14993703000,1587457000,3305746000,368242000,4.311,0.48,,,
