fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5003000000,404000000,14954000000,1431000000,0.282,0.027,-0.178,-0.711,-0.704
2022-06-30,5416000000,840000000,14889000000,1447000000,0.581,0.056,-0.058,-0.224,-0.214
2022-03-31,6603000000,2281000000,14866000000,1455000000,1.568,0.153,0.361,2.177,2.192
2021-12-31,6164000000,3224000000,13980000000,1466000000,2.199,0.231,0.371,3.554,3.513
2021-09-30,6083000000,1399000000,13353000000,1469000000,0.952,0.105,0.58,3.252,3.206
2021-06-30,5748000000,1083000000,12011000000,1467000000,0.738,0.09,0.882,19.434,19.239
2021-03-31,4850000000,718000000,10920000000,1462000000,0.491,0.066,0.733,2.462,2.452
2020-12-31,4495000000,708000000,10174000000,1453000000,0.487,0.07,0.149,77.667,77.613
2020-09-30,3851000000,329000000,9236000000,1453000000,0.226,0.036,0.221,2.589,2.588
2020-06-30,3054000000,53000000,8954000000,1453000000,0.036,0.006,-0.139,1.736,1.735
2020-03-31,2798000000,-491000000,8855000000,1452000000,-0.338,-0.055,,,
2019-12-31,3911000000,9000000,9298000000,1452000000,0.006,0.001,,,
2019-09-30,3153000000,-207000000,9444000000,1452000000,-0.143,-0.022,,,
2019-06-30,3546000000,-72000000,9709000000,1451000000,-0.05,-0.007,,,
2021-12-31,22845000000,6424000000,13980000000,1466000000,4.382,0.46,0.609,9.725,9.629
2020-12-31,14198000000,599000000,10174000000,1453000000,0.412,0.059,-0.014,3.506,3.505
2019-12-31,14402000000,-239000000,9298000000,1452000000,-0.165,-0.026,-0.227,-1.092,-1.092
2018-12-31,18628000000,2602000000,9798000000,1450000000,1.794,0.266,,,
