fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,7648000000,1572000000,46985000000,727900000,2.16,0.033,0.066,0.358,0.333
2022-06-30,7727000000,1680000000,46594000000,727400000,2.31,0.036,0.078,-0.059,-0.076
2022-03-31,7688000000,1725000000,46356000000,716000000,2.409,0.037,0.126,0.014,0.009
2021-12-31,8068000000,1788000000,45167000000,715000000,2.501,0.04,0.211,0.441,0.433
2021-09-30,7177000000,1158000000,43451000000,714500000,1.621,0.027,0.236,0.311,0.304
2021-06-30,7167000000,1785000000,42756000000,713800000,2.501,0.042,0.373,0.926,0.913
2021-03-31,6827000000,1702000000,40419000000,713100000,2.387,0.042,0.589,1.861,1.796
2020-12-31,6662000000,1241000000,39766000000,711000000,1.745,0.031,0.368,-0.027,-0.048
2020-09-30,5806000000,883000000,37961000000,710300000,1.243,0.023,0.159,0.322,0.337
2020-06-30,5219000000,927000000,36261700000,709200000,1.307,0.026,0.016,0.268,0.282
2020-03-31,4296000000,595000000,31055100000,697000000,0.854,0.019,,,
2019-12-31,4868400000,1274900000,30271000000,695500000,1.833,0.042,,,
2019-09-30,5011000000,668000000,32502300000,718200000,0.93,0.021,,,
2019-06-30,5136000000,731300000,32201200000,717300000,1.02,0.023,,,
2021-12-31,29239000000,6433000000,45167000000,715000000,8.997,0.142,0.33,0.764,0.755
2020-12-31,21983000000,3646000000,39766000000,711000000,5.128,0.092,0.235,0.212,0.186
2019-12-31,17796000000,3008000000,30271000000,695500000,4.325,0.099,-0.105,0.135,0.144
2018-12-31,19893000000,2651000000,28214400000,701500000,3.779,0.094,,,
