fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3295200000,496600000,6570900000,595300000,0.834,0.076,0.169,0.164,0.169
2022-06-30,3136800000,472500000,6464300000,596200000,0.793,0.073,0.182,0.278,0.28
2022-03-31,2951900000,425700000,6426100000,598300000,0.712,0.066,0.242,0.292,0.292
2021-12-31,3026800000,465000000,6302000000,599100000,0.776,0.074,0.248,0.303,-0.349
2021-09-30,2818500000,426500000,5945900000,597700000,0.714,0.072,0.213,0.231,-0.385
2021-06-30,2653900000,369800000,5715500000,597400000,0.619,0.065,0.335,0.435,-0.288
2021-03-31,2377100000,329600000,5461000000,598500000,0.551,0.06,0.277,0.361,-0.323
2020-12-31,2426000000,357000000,5384900000,299300000,1.193,0.066,0.128,0.12,0.115
2020-09-30,2323400000,346600000,5040200000,298800000,1.16,0.069,0.106,0.237,0.227
2020-06-30,1987500000,257700000,4738600000,296600000,0.869,0.054,-0.014,-0.106,-0.102
2020-03-31,1862000000,242100000,4385800000,297400000,0.814,0.055,,,
2019-12-31,2151000000,318700000,4530300000,297900000,1.07,0.07,,,
2019-09-30,2100600000,280300000,4155300000,296600000,0.945,0.067,,,
2019-06-30,2015300000,288400000,4148300000,298000000,0.968,0.07,,,
2021-12-31,10876300000,1590800000,6302000000,599100000,2.655,0.252,0.265,0.322,-0.34
2020-12-31,8598900000,1203400000,5384900000,299300000,4.021,0.223,0.045,0.042,0.037
2019-12-31,8225400000,1155000000,4530300000,297900000,3.877,0.255,0.003,-0.041,-0.04
2018-12-31,8202000000,1205000000,4017000000,298500000,4.037,0.3,,,
