fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1192083000,237075000,17063920000,287508000,0.825,0.014,0.052,0.766,0.743
2022-06-30,1139322000,63427000,17138632000,284734000,0.223,0.004,0.042,-0.477,-0.481
2022-03-31,1127322000,73281000,17698207000,284666082,0.257,0.004,0.034,-0.81,-0.812
2021-12-31,1111167000,1067810000,18004568000,284415013,3.754,0.059,0.046,17.509,17.241
2021-09-30,1133136000,134275000,17274117000,283846802,0.473,0.008,0.106,974.007,960.549
2021-06-30,1093188000,121254000,17457656000,282603152,0.429,0.007,0.101,0.62,0.539
2021-03-31,1090391000,385920000,17623737000,281372310,1.372,0.022,0.324,0.723,0.614
2020-12-31,1062609000,57691000,17717697000,280289726,0.206,0.003,0.349,-0.828,-0.872
2020-09-30,1024668000,-138000,17669845000,279920621,-0.0,-0.0,0.271,-1.002,-1.002
2020-06-30,992995000,74831000,16984527000,268399073,0.279,0.004,0.24,0.244,-0.035
2020-03-31,823337000,224014000,16460236000,263595562,0.85,0.014,,,
2019-12-31,787463000,336284000,9879312000,208900758,1.61,0.034,,,
2019-09-30,806466000,66497000,9437290000,208583244,0.319,0.007,,,
2019-06-30,800797000,60168000,9562225000,208324538,0.289,0.006,,,
2021-12-31,4427882000,1709259000,18004568000,284415013,6.01,0.095,0.134,3.796,3.726
2020-12-31,3903609000,356398000,17717697000,280289726,1.272,0.02,0.216,-0.385,-0.542
2019-12-31,3209241000,579761000,9879312000,208900758,2.775,0.059,0.053,0.75,0.73
2018-12-31,3046478000,331246000,9858644000,206425656,1.605,0.034,,,
